	ts	te
T0	35.0	27.33
T1	31.69	29.32
T2	31.63	24.81
T3	31.57	30.13
T4	30.97	28.67
T6	30.25	4.27
T7	30.18	24.88
T8	30.1	20.3
T9	29.87	18.31
T11	29.7	26.27
T13	29.37	23.45
T14	28.82	25.01
T15	28.49	23.75
T16	28.15	21.03
T17	28.06	24.61
T18	27.94	17.1
T20	26.91	22.85
T21	26.83	25.92
T22	26.43	1.68
T23	26.33	24.39
T24	26.11	19.99
T25	25.72	1.71
T26	25.47	22.77
T27	25.16	17.06
T28	25.08	21.47
T29	24.36	14.96
T30	24.17	18.78
T31	24.13	23.68
T32	24.01	9.13
T33	23.46	22.91
T34	23.1	13.2
T35	23.0	20.01
T36	22.6	18.28
T37	22.45	21.57
T39	21.76	9.74
T40	21.08	17.37
T42	20.92	11.39
T44	20.83	12.43
T45	20.62	19.91
T46	20.58	14.91
T47	20.16	2.33
T48	20.16	15.13
T49	20.1	3.79
T50	19.97	18.02
T51	19.8	17.19
T52	19.58	2.77
T53	18.24	7.59
T55	17.24	11.37
T56	17.04	15.04
T57	17.01	0.0
T58	16.96	13.92
T59	16.45	0.0
T61	16.13	1.56
T62	16.07	12.37
T63	16.05	9.73
T64	15.69	13.75
T65	15.39	8.48
T66	15.13	5.37
T67	14.83	1.95
T68	14.66	6.92
T69	14.65	9.73
T70	14.64	11.57
T71	14.56	5.58
T74	14.2	9.84
T76	13.93	3.14
T77	13.78	0.0
T80	13.46	5.22
T81	13.28	6.42
T82	13.09	5.02
T83	13.05	12.81
T84	13.02	5.4
T86	12.93	4.95
T87	12.84	0.0
T88	12.74	12.02
T89	12.52	7.49
T90	12.47	6.58
T92	12.37	11.28
T94	11.82	0.0
T95	11.72	5.26
T96	11.61	5.46
T97	11.29	0.0
T98	11.29	10.85
T100	11.08	9.32
T101	11.04	0.0
T102	10.87	10.75
T103	10.86	9.83
T104	10.72	10.19
T105	10.69	3.99
T107	10.68	8.87
T108	10.67	8.39
T109	10.55	0.0
T110	10.41	0.0
T112	10.29	8.74
T113	10.19	9.66
T115	9.93	9.08
T117	9.81	4.41
T118	9.8	0.0
T119	9.8	2.43
T120	9.65	5.05
T122	9.49	0.0
T123	9.46	0.0
T124	9.37	5.97
T125	9.26	6.19
T126	9.24	3.42
T127	9.21	2.26
T129	9.17	5.93
T130	9.16	3.58
T131	9.12	5.58
T132	9.03	7.09
T133	9.0	6.1
T134	8.98	7.69
T135	8.93	8.28
T136	8.93	0.0
T137	8.81	4.4
T138	8.72	6.87
T140	8.67	0.0
T141	8.67	6.74
T143	8.48	0.7
T145	8.44	5.07
T146	8.43	2.86
T147	8.35	4.3
T148	8.12	0.0
T149	7.89	3.36
T150	7.87	4.9
T151	7.83	5.29
T153	7.63	0.0
T154	7.6	2.65
T155	7.55	4.88
T156	7.42	0.0
T157	7.36	0.0
T159	7.27	6.44
T160	7.24	0.0
T163	6.95	0.0
T164	6.95	4.11
T167	6.52	3.56
T170	6.4	0.0
T171	6.38	0.0
T172	6.36	0.0
T173	6.18	0.0
T174	6.18	0.0
T175	6.17	0.0
T176	6.04	0.0
T177	6.01	0.0
T178	5.98	0.0
T179	5.95	1.1
T180	5.89	0.0
T181	5.7	0.0
T182	5.66	0.0
T183	5.65	0.0
T185	5.6	0.0
T186	5.51	3.34
T187	5.47	0.0
T188	5.46	5.02
T189	5.44	4.96
T192	5.33	4.64
T193	5.28	0.0
T194	5.25	3.71
T196	5.24	0.0
T197	5.23	0.0
T198	5.2	0.0
T199	5.19	0.67
T200	5.16	0.0
T201	5.1	4.69
T202	5.03	0.0
T204	5.0	0.0
T205	4.92	0.0
T206	4.76	0.0
T207	4.59	0.47
T208	4.54	0.0
T209	4.54	0.0
T210	4.51	2.1
T211	4.45	2.51
T212	4.42	0.0
T213	4.38	0.0
T214	4.34	0.0
T215	4.31	0.0
T217	4.16	0.0
T218	4.16	0.0
T219	4.11	0.0
T220	4.09	0.0
T221	4.07	3.15
T223	3.83	0.0
T224	3.81	0.0
T225	3.8	0.0
T226	3.7	0.0
T227	3.69	0.0
T228	3.64	0.0
T229	3.63	0.0
T230	3.56	0.0
T231	3.56	0.0
T232	3.54	0.69
T233	3.45	0.0
T234	3.42	0.0
T235	3.35	0.0
T236	3.17	0.0
T238	2.81	2.25
T239	2.8	0.0
T240	2.67	0.0
T241	2.62	0.0
T242	2.51	0.0
T243	2.5	0.0
T244	2.45	0.0
T247	2.35	1.13
T248	2.32	0.0
T249	2.21	0.0
T250	2.18	0.0
T251	1.98	0.28
T252	1.95	0.83
T254	1.61	0.0
T256	1.44	0.0
T257	1.25	0.0
T258	1.18	0.25
T259	1.16	0.0
T260	1.11	0.0
T265	0.79	0.0
T267	0.59	0.0
T270	0.49	0.0
T271	0.42	0.2
T272	0.36	0.0
T273	0.31	0.0
T278	0.25	0.0
T280	0.21	0.0
