	ts	te
T1	34.49	26.68
T2	32.96	32.4
T3	31.64	23.58
T4	30.9	28.27
T5	30.85	29.28
T6	30.69	6.71
T7	29.92	28.3
T8	28.65	22.49
T9	28.17	27.44
T10	28.15	27.61
T11	27.86	27.41
T12	27.14	23.74
T13	26.74	24.37
T14	26.41	18.44
T15	26.05	22.11
T16	25.47	22.81
T17	25.46	19.64
T18	24.15	22.71
T19	24.1	19.33
T20	24.06	23.47
T21	23.86	22.14
T22	23.56	22.42
T23	23.56	23.31
T24	23.38	18.61
T26	22.89	19.55
T27	22.84	15.83
T28	22.74	10.52
T29	20.86	18.23
T30	20.75	16.82
T31	20.48	18.51
T32	20.47	17.74
T33	20.3	17.45
T34	20.21	15.38
T36	18.58	16.51
T37	18.32	17.49
T38	18.11	17.32
T39	17.8	15.68
T40	17.75	0.0
T41	17.55	7.99
T42	16.88	16.34
T43	16.8	14.4
T44	16.42	14.06
T46	16.39	13.36
T47	16.34	2.5
T48	16.3	0.0
T49	16.04	13.06
T51	15.93	13.24
T52	15.81	14.01
T53	15.68	4.84
T54	15.26	4.33
T55	15.06	0.0
T56	14.79	14.12
T57	14.68	11.6
T58	14.31	11.84
T60	13.56	13.04
T61	13.48	8.96
T62	13.31	12.15
T63	13.02	0.0
T64	12.94	12.42
T65	12.79	12.6
T66	12.71	8.51
T67	11.91	0.0
T68	11.87	7.02
T69	11.79	8.93
T72	11.3	0.0
T73	11.3	0.0
T74	10.95	6.78
T75	10.88	7.03
T76	10.54	9.74
T79	10.04	7.81
T82	9.86	0.0
T83	9.84	1.96
T85	9.8	6.61
T86	9.76	7.19
T87	9.75	7.47
T90	9.54	1.67
T91	9.5	8.63
T92	9.27	6.43
T93	9.27	2.78
T95	8.99	4.19
T97	8.97	6.52
T98	8.91	1.32
T99	8.87	6.51
T100	8.82	7.66
T102	8.73	0.0
T104	8.51	4.5
T105	8.48	1.38
T108	8.31	6.44
T112	7.82	0.0
T114	7.72	3.26
T115	7.64	6.71
T117	7.6	0.68
T118	7.57	6.51
T119	7.25	0.0
T120	7.13	3.81
T121	6.96	0.0
T122	6.93	0.0
T123	6.82	1.72
T125	6.65	2.75
T126	6.63	1.15
T127	6.58	1.66
T128	6.49	5.04
T129	6.47	0.0
T130	6.28	3.18
T131	6.23	4.59
T132	6.19	5.92
T133	6.07	4.48
T134	6.07	4.83
T135	6.02	0.0
T136	5.73	0.0
T137	5.61	2.69
T138	5.5	0.0
T139	5.5	3.97
T140	5.47	3.78
T142	5.41	5.16
T143	5.4	3.29
T144	5.28	1.07
T145	5.26	0.0
T147	5.19	2.17
T149	5.18	4.17
T150	5.07	3.19
T151	5.06	0.0
T153	5.02	0.0
T154	4.91	4.2
T155	4.88	3.32
T157	4.77	0.91
T158	4.74	0.11
T159	4.73	0.0
T160	4.62	1.28
T162	4.41	0.0
T163	4.34	3.81
T164	4.33	2.95
T165	4.26	2.99
T166	4.26	0.0
T167	4.19	2.78
T168	3.91	0.0
T169	3.89	3.28
T170	3.74	1.71
T171	3.68	1.41
T172	3.66	2.1
T173	3.37	0.0
T174	3.31	0.0
T175	3.25	2.9
T177	2.92	0.0
T178	2.69	0.0
T181	2.49	0.0
T182	2.46	0.0
T183	2.31	0.0
T184	2.25	0.28
T185	2.2	0.55
T186	2.13	0.0
T187	2.08	0.0
T188	2.08	0.98
T189	1.97	1.65
T190	1.91	0.39
T191	1.63	0.49
T192	1.62	1.11
T194	1.47	0.0
T195	1.33	0.0
T196	1.31	0.0
T197	1.04	0.0
T199	0.58	0.0
T200	0.52	0.0
T204	0.26	0.0
T206	0.22	0.0
