	ts	te
T0	35.0	29.07
T1	32.13	26.58
T3	30.85	29.92
T4	30.76	20.21
T5	29.59	26.02
T7	29.23	25.36
T8	28.54	26.39
T9	28.52	26.72
T10	28.5	27.48
T11	28.09	27.99
T13	27.66	26.99
T14	27.59	26.0
T15	27.47	21.58
T16	27.05	22.64
T17	26.79	26.46
T18	26.74	21.84
T19	26.74	25.85
T20	26.58	24.07
T22	26.19	22.67
T23	26.11	23.62
T24	25.98	22.82
T25	25.91	15.02
T27	25.8	22.7
T29	25.0	22.02
T30	24.29	20.6
T31	24.21	14.91
T33	23.52	19.58
T34	23.49	18.77
T35	23.41	9.12
T36	23.3	21.5
T37	23.28	7.63
T38	23.23	20.26
T41	22.6	17.57
T43	22.41	20.76
T44	22.04	17.95
T45	22.02	20.11
T46	22.0	2.04
T47	21.91	19.93
T48	21.9	20.85
T49	21.62	19.73
T50	21.23	20.81
T51	21.12	12.11
T52	20.65	14.09
T53	20.53	5.5
T55	20.16	17.51
T56	20.11	1.96
T57	19.74	11.42
T59	18.95	18.75
T61	18.77	3.31
T64	18.67	10.8
T65	18.66	4.66
T66	17.91	15.71
T68	16.43	10.49
T69	16.33	3.21
T70	16.04	7.45
T71	15.86	14.54
T72	15.83	3.79
T73	15.74	10.67
T74	15.57	12.47
T75	15.49	6.36
T77	14.69	6.32
T78	14.41	11.92
T79	14.33	10.91
T80	13.95	8.18
T81	13.93	10.94
T82	13.88	9.06
T83	13.85	12.01
T84	13.81	10.11
T85	13.79	8.84
T86	13.72	12.68
T87	13.71	13.57
T88	13.48	10.4
T89	13.42	0.0
T90	13.36	7.27
T91	13.31	9.62
T92	13.1	11.22
T93	13.09	10.21
T94	13.05	12.25
T95	12.95	11.48
T96	12.69	4.01
T97	12.55	4.24
T98	12.23	12.11
T99	12.11	10.59
T100	11.86	7.1
T101	11.82	8.69
T102	11.58	0.0
T103	11.54	9.1
T104	11.44	5.61
T105	11.42	11.06
T106	11.4	10.47
T107	11.39	9.11
T108	11.22	1.26
T109	11.13	10.81
T110	11.1	8.2
T111	11.07	10.2
T112	11.03	4.22
T113	11.01	8.15
T115	10.84	9.54
T116	10.84	0.0
T117	10.83	0.0
T118	10.79	8.51
T120	10.71	9.8
T121	10.66	8.33
T122	10.65	5.85
T123	10.53	10.07
T124	10.3	7.11
T125	10.17	9.38
T126	10.03	2.79
T127	9.94	7.66
T128	9.92	7.92
T129	9.91	0.0
T130	9.14	0.0
T131	9.12	8.9
T133	8.89	2.64
T134	8.62	8.14
T135	8.56	0.28
T136	8.47	3.47
T137	8.43	2.26
T138	8.36	5.78
T139	8.15	5.74
T140	8.13	5.39
T141	8.06	4.55
T142	7.89	6.87
T143	7.65	6.07
T144	7.57	7.06
T145	7.5	0.0
T146	7.38	6.35
T147	7.3	4.11
T148	7.26	6.69
T149	7.26	0.0
T150	7.19	0.0
T151	7.14	0.0
T152	6.97	0.0
T154	6.66	0.0
T155	6.51	6.42
T156	6.48	5.92
T157	6.22	0.0
T159	6.11	4.34
T160	6.03	5.71
T161	5.93	3.89
T162	5.9	0.0
T163	5.87	3.55
T164	5.83	4.84
T166	5.67	3.9
T167	5.66	5.04
T169	5.53	0.0
T170	5.24	0.0
T171	5.07	0.0
T173	5.0	0.0
T174	4.96	0.0
T175	4.86	0.0
T177	4.65	0.0
T178	4.63	0.0
T179	4.43	0.0
T180	4.41	0.0
T181	4.28	0.73
T182	4.17	3.23
T183	4.12	0.0
T184	4.09	2.89
T185	4.05	2.41
T186	4.01	0.0
T187	3.86	0.0
T189	3.66	2.26
T191	3.31	0.0
T192	3.09	2.1
T193	2.98	1.23
T194	2.87	0.0
T195	2.85	0.0
T196	2.8	0.02
T198	2.58	0.0
T200	2.45	0.0
T201	2.4	0.0
T202	2.25	1.8
T204	1.91	0.0
T205	1.89	0.0
T206	1.82	0.8
T208	1.58	0.02
T209	1.4	0.35
T210	1.33	0.0
T211	1.13	0.27
T212	1.09	0.36
T214	1.06	0.0
T216	1.01	0.48
T218	0.9	0.0
T220	0.58	0.0
