	ts	te
T0	35.0	31.22
T1	33.66	33.19
T3	32.45	24.64
T4	32.19	30.44
T5	30.16	23.63
T6	28.11	21.19
T7	27.36	23.82
T8	27.17	25.3
T9	26.01	2.82
T10	25.71	23.66
T11	25.67	20.31
T12	25.11	23.48
T13	25.07	8.04
T14	25.02	23.07
T15	24.84	23.47
T16	24.71	19.8
T17	24.57	22.68
T18	24.41	23.07
T19	24.38	22.44
T21	24.2	23.23
T23	24.14	21.39
T24	24.09	21.95
T25	24.06	22.9
T28	23.81	22.26
T29	23.74	19.27
T30	23.6	20.59
T31	23.46	20.45
T32	23.23	22.68
T33	22.91	21.04
T35	22.65	20.52
T36	22.62	6.52
T37	22.6	19.32
T38	22.55	12.94
T39	22.46	17.95
T40	22.33	15.35
T41	22.12	13.29
T43	21.93	20.22
T44	21.78	10.62
T45	21.69	19.66
T47	21.28	20.33
T49	21.12	20.18
T50	20.91	16.9
T51	20.71	11.06
T52	20.46	19.1
T53	20.45	16.76
T54	20.41	15.1
T55	20.26	18.62
T56	20.04	15.13
T57	19.94	17.02
T58	19.88	17.82
T59	19.72	12.14
T60	19.63	18.84
T61	19.44	18.94
T62	19.42	13.03
T63	19.35	17.8
T64	19.3	10.97
T65	19.23	15.06
T66	19.22	14.39
T67	18.9	17.16
T68	18.67	12.98
T70	18.51	17.57
T71	18.51	0.0
T72	18.5	10.93
T73	18.49	17.11
T74	18.47	15.5
T76	18.01	17.03
T77	17.98	0.0
T78	17.83	9.55
T79	17.82	16.85
T80	17.61	1.09
T81	17.6	10.4
T82	17.52	16.69
T83	17.34	16.32
T84	17.3	16.6
T86	17.2	0.0
T87	17.15	15.21
T89	16.7	8.83
T91	16.6	4.03
T92	16.57	15.09
T93	16.54	13.2
T95	16.51	12.68
T96	16.32	0.0
T97	16.18	8.35
T98	16.11	13.94
T99	15.99	7.83
T100	15.98	2.02
T101	15.98	15.33
T102	15.95	12.36
T103	15.9	12.81
T104	15.82	14.84
T105	15.75	9.05
T106	15.74	10.63
T107	15.74	15.5
T108	15.73	15.35
T109	15.63	11.87
T110	15.59	8.01
T111	15.58	13.85
T112	15.55	15.47
T113	15.53	0.0
T114	15.44	15.16
T115	15.31	0.0
T116	15.09	14.62
T117	15.08	0.0
T118	14.92	7.83
T119	14.84	11.43
T120	14.51	6.65
T121	14.43	14.0
T122	14.01	10.82
T123	13.76	2.61
T124	13.76	13.53
T126	13.56	8.92
T127	13.23	11.63
T128	12.94	0.0
T129	12.57	4.99
T130	12.49	11.26
T131	12.21	2.36
T132	12.02	9.78
T133	11.96	0.0
T135	11.31	5.63
T136	11.21	9.89
T138	10.67	0.0
T139	10.66	8.09
T141	10.4	0.0
T142	10.15	0.0
T143	9.99	4.84
T144	9.78	0.0
T145	9.68	2.23
T146	9.67	8.75
T148	9.55	8.33
T149	9.26	6.51
T150	8.89	2.21
T151	8.75	0.0
T152	8.64	0.0
T153	8.47	1.65
T154	8.26	6.75
T155	8.08	6.41
T157	8.06	5.65
T158	8.02	3.04
T159	7.97	6.76
T160	7.83	0.0
T161	7.7	0.0
T163	7.34	6.23
T165	7.02	0.0
T167	6.7	0.41
T169	6.36	3.5
T170	6.18	3.26
T171	6.14	0.0
T173	5.66	0.0
T174	5.54	0.0
T176	5.49	2.52
T178	5.45	2.93
T179	5.3	0.0
T180	5.29	2.98
T181	5.25	4.65
T182	5.04	3.14
T185	4.83	0.0
T186	4.82	0.0
T187	4.75	1.31
T189	4.6	1.29
T191	4.03	3.03
T193	3.66	0.0
T194	3.5	0.0
T195	3.48	0.0
T196	3.35	0.0
T197	3.32	0.0
T199	2.87	0.0
T200	2.79	0.0
T201	2.75	0.0
T203	2.6	0.0
T205	2.33	0.0
T206	2.31	1.63
T207	2.3	0.49
T208	2.24	0.0
T209	2.21	0.0
T210	2.08	0.0
T211	2.03	0.0
T212	2.02	0.08
T213	2.02	0.09
T214	1.99	0.0
T215	1.88	0.0
T216	1.83	0.0
T218	1.33	0.0
T220	1.13	0.0
T222	1.12	0.0
T227	0.69	0.0
T233	0.27	0.0
T237	0.13	0.0
