cont_trait_0,time,mean,lwr,upr
-3.8812953540965416,0.5,0.26177714461937135,0.014659120638478991,0.5702088292989518
-3.8812953540965416,0.855450324036859,0.2638091272161253,0.013160068019714907,0.5703492115042347
-3.8812953540965416,1.2109006480737177,0.2658397089164023,0.01334056121564593,0.5706057762587589
-3.8812953540965416,1.5663509721105766,0.26786849356457376,0.013525605026713888,0.571980214874925
-3.8812953540965416,1.9218012961474353,0.26989509088876046,0.013715257760704917,0.5738115160018908
-3.8812953540965416,2.2772516201842943,0.27191910500861194,0.013909575481812077,0.5730108235400847
-3.8812953540965416,2.6327019442211532,0.27394011939226975,0.018418431376723682,0.5808756335631016
-3.8812953540965416,2.988152268258012,0.2759576800960572,0.014312430922853892,0.5821933900990773
-3.8812953540965416,3.343602592294871,0.27797128014198486,0.039906539067338535,0.6112906790427705
-3.8812953540965416,3.6990529163317296,0.279980348445435,0.02951561368880564,0.6004205133033124
-3.8812953540965416,4.054503240368589,0.2819842464899849,0.029317902762580134,0.5990494590729939
-3.8812953540965416,4.4099535644054475,0.28398227489089717,0.02300965019245967,0.5893347792135374
-3.8812953540965416,4.7654038884423064,0.28597369033419096,0.02414318914047534,0.5950436152964738
-3.8812953540965416,5.1208542124791645,0.2879577315799339,0.03181059985625691,0.6053899970922839
-3.8812953540965416,5.4763045365160234,0.28993365174140845,0.03269526349276652,0.6077223361796195
-3.8812953540965416,5.831754860552882,0.29190075318234526,0.04288640343404324,0.6194408960435872
-3.8812953540965416,6.187205184589741,0.2938584211588773,0.028999269351607692,0.6096057838466094
-3.8812953540965416,6.5426555086266,0.29580615265682103,0.029730657567748578,0.6140660273893216
-3.8812953540965416,6.898105832663458,0.29774357760046655,0.029873471999135644,0.6145107057481641
-3.8812953540965416,7.253556156700318,0.29967047066189234,0.03340501637791088,0.6249172973493102
-3.8812953540965416,7.609006480737176,0.3015867532430529,0.029933194742153692,0.625091239612502
-3.8812953540965416,7.964456804774035,0.3034924867209458,0.037442874926148166,0.6352787505971766
-3.8812953540965416,8.319907128810895,0.305387859443373,0.02998448559417953,0.6297226491407532
-3.8812953540965416,8.675357452847754,0.30727317080027144,0.032641586876373786,0.6344374372861586
-3.8812953540965416,9.030807776884613,0.30914881559986007,0.030027006357482573,0.6329198574440041
-3.8812953540965416,9.38625810092147,0.3110152709021536,0.03004489732855585,0.6366743758733178
-3.8812953540965416,9.741708424958329,0.31287308579742845,0.04490257335173997,0.6549674611463248
-3.8812953540965416,10.097158748995188,0.3147228730534287,0.04599677567201066,0.6563408065940336
-3.8812953540965416,10.452609073032049,0.3165653007419368,0.045755257212691185,0.6572788449426662
-3.8812953540965416,10.808059397068908,0.31840108217237284,0.0434781147064398,0.6606415047055417
-3.8812953540965416,11.163509721105765,0.3202309634961442,0.043259810078685644,0.6661401547945641
-3.8812953540965416,11.518960045142624,0.32205570965567376,0.04469209072334604,0.670838611843191
