	ts	te
T0	35.0	23.68
T2	33.42	31.83
T3	31.77	24.19
T4	31.2	13.11
T5	30.9	27.87
T6	29.22	14.04
T7	28.45	17.04
T8	27.77	10.95
T9	27.6	10.87
T10	27.31	13.23
T11	26.97	16.02
T12	26.71	13.45
T13	26.25	10.58
T14	26.16	20.57
T15	26.1	14.83
T16	25.75	13.85
T17	25.52	20.66
T18	25.41	14.31
T19	25.41	13.7
T20	25.32	10.59
T21	25.07	21.63
T22	24.73	12.73
T23	24.55	10.68
T24	24.33	0.0
T25	24.24	20.98
T26	24.23	13.36
T27	24.06	13.74
T28	24.03	12.96
T29	23.85	0.0
T30	23.78	0.0
T31	23.78	14.56
T32	23.59	0.0
T33	23.54	0.0
T35	23.3	19.7
T36	23.16	0.0
T37	23.09	13.29
T38	23.04	0.0
T39	22.93	13.28
T40	22.85	19.08
T41	22.78	17.89
T42	22.78	18.91
T43	22.64	17.41
T44	22.63	14.18
T45	22.62	15.04
T46	22.61	9.76
T47	22.57	13.67
T48	22.56	20.39
T49	22.49	12.97
T50	22.41	14.63
T52	22.35	0.0
T53	22.35	11.29
T54	22.28	10.42
T55	22.19	14.65
T56	22.06	14.71
T57	22.05	10.48
T58	21.97	12.77
T59	21.96	12.12
T60	21.89	10.82
T61	21.87	0.0
T62	21.87	21.41
T63	21.82	15.94
T64	21.82	10.89
T65	21.79	14.35
T66	21.79	13.87
T67	21.78	14.87
T68	21.77	11.26
T69	21.66	3.44
T70	21.65	18.46
T71	21.61	18.71
T72	21.58	10.32
T73	21.57	0.0
T74	21.55	0.0
T75	21.55	19.02
T76	21.54	13.02
T77	21.47	13.45
T78	21.42	12.86
T79	21.38	12.89
T81	21.32	13.97
T82	21.26	14.98
T83	21.24	12.22
T84	21.23	0.0
T85	21.22	0.0
T86	21.22	11.84
T87	21.22	0.0
T88	21.16	12.26
T89	21.15	10.28
T90	21.15	11.48
T91	21.14	12.48
T92	21.11	1.72
T93	21.1	12.45
T94	21.09	10.19
T95	21.07	0.0
T96	21.03	12.19
T97	21.02	11.4
T98	20.99	12.15
T99	20.97	13.22
T100	20.93	14.5
T101	20.89	14.35
T102	20.87	14.98
T103	20.84	13.24
T104	20.84	20.11
T105	20.79	11.56
T106	20.77	14.75
T107	20.73	0.0
T108	20.73	10.52
T109	20.72	14.64
T110	20.71	14.02
T112	20.68	15.86
T113	20.66	0.0
T114	20.65	13.88
T115	20.64	12.27
T116	20.6	0.0
T117	20.58	0.0
T118	20.58	15.24
T119	20.5	13.19
T120	20.48	6.96
T121	20.45	14.19
T122	20.44	13.28
T123	20.42	12.69
T124	20.39	14.37
T125	20.38	14.95
T126	20.38	13.08
T127	20.36	12.07
T128	20.34	19.83
T129	20.34	14.52
T130	20.34	14.3
T132	20.33	14.19
T133	20.33	15.56
T135	20.28	14.78
T136	20.24	14.13
T137	20.22	13.38
T138	20.17	16.42
T139	20.15	13.2
T140	20.15	0.0
T141	20.14	13.8
T142	20.08	13.95
T143	20.06	12.4
T144	20.06	10.59
T145	20.01	14.95
T146	19.98	10.52
T147	19.94	13.8
T148	19.9	12.71
T149	19.71	11.66
T150	19.7	13.32
T151	19.59	12.32
