	ts	te
T0	35.0	29.79
T1	34.36	31.03
T2	33.74	29.28
T3	32.4	32.1
T4	32.29	31.0
T5	31.84	28.27
T6	31.68	26.7
T7	31.32	30.92
T8	31.27	25.33
T9	31.27	28.85
T10	31.25	30.01
T11	31.23	26.57
T12	31.21	30.13
T14	31.03	27.85
T15	30.97	29.87
T16	30.57	18.86
T17	30.37	28.85
T18	30.21	0.0
T19	30.2	29.04
T20	30.19	29.49
T21	30.07	28.85
T22	29.46	28.83
T23	29.17	27.37
T24	29.12	27.8
T26	28.65	25.85
T27	28.51	21.58
T29	28.35	22.01
T30	28.15	25.11
T33	26.97	16.33
T34	26.9	20.04
T36	26.74	24.33
T37	26.7	22.71
T38	26.52	21.12
T39	26.34	24.49
T40	26.13	22.05
T41	25.43	21.88
T42	24.8	22.19
T43	24.79	20.36
T44	24.68	14.37
T45	24.39	22.88
T46	24.09	23.1
T47	23.82	22.92
T48	23.72	21.52
T49	23.57	21.99
T50	23.5	19.71
T53	23.2	17.58
T55	23.04	21.39
T56	22.77	19.08
T59	22.27	19.61
T61	22.0	20.09
T62	21.95	20.33
T63	21.7	1.12
T64	21.69	17.06
T65	21.53	17.18
T67	21.04	18.0
T68	20.97	18.25
T69	20.87	19.13
T70	20.6	12.2
T71	20.55	18.74
T72	20.34	17.34
T73	20.28	0.0
T74	20.16	9.14
T76	20.1	17.25
T77	19.95	17.94
T78	19.72	15.37
T81	19.32	11.79
T85	19.21	15.42
T86	19.15	15.47
T88	19.02	17.73
T89	18.91	14.35
T91	18.28	15.41
T92	18.21	15.08
T93	17.95	12.21
T94	17.92	16.73
T95	17.83	15.15
T97	17.53	0.0
T98	17.51	14.58
T99	16.99	16.09
T100	16.93	10.21
T101	16.85	11.27
T102	16.84	12.79
T103	16.79	12.64
T104	16.58	8.58
T106	16.34	5.99
T107	16.28	8.01
T108	16.22	12.4
T109	16.18	12.84
T110	16.01	7.21
T115	15.32	8.08
T116	15.3	12.97
T117	15.2	13.68
T118	15.16	12.54
T119	15.1	1.4
T120	14.98	4.17
T121	14.97	13.6
T122	14.91	1.32
T123	14.87	13.74
T126	14.62	13.24
T127	14.51	7.46
T130	14.27	12.45
T132	13.9	8.52
T134	13.86	13.51
T135	13.8	0.0
T136	13.78	11.68
T137	13.64	13.01
T138	13.62	12.24
T140	13.3	4.19
T141	13.27	11.99
T142	12.82	5.19
T143	12.42	5.35
T144	12.39	9.95
T145	12.24	12.11
T146	12.2	11.37
T147	12.14	10.74
T148	12.04	11.68
T150	11.74	7.2
T151	11.69	8.84
T152	11.63	9.28
T153	11.57	6.45
T154	11.53	10.49
T156	11.28	1.07
T157	10.69	8.18
T159	10.5	0.0
T161	10.3	8.61
T162	9.88	7.12
T163	9.85	5.91
T164	9.58	0.0
T165	9.56	9.48
T166	9.52	6.35
T168	9.19	5.19
T169	9.12	0.35
T170	9.07	0.0
T171	8.95	1.48
T172	8.77	7.47
T173	8.69	7.9
T174	8.47	1.46
T175	8.37	6.24
T176	8.12	0.57
T177	8.08	4.67
T178	7.98	4.57
T179	7.91	7.69
T180	7.91	4.56
T181	7.87	5.01
T182	7.85	5.67
T183	7.83	5.5
T184	7.45	6.99
T185	7.43	2.07
T186	7.39	3.67
T187	7.34	3.44
T189	7.28	2.31
T190	7.26	1.06
T191	7.26	2.38
T192	7.16	4.6
T194	6.94	5.74
T195	6.91	4.07
T196	6.86	1.59
T197	6.84	5.57
T198	6.72	0.0
T199	6.63	4.23
T200	6.57	2.95
T202	6.5	3.5
T203	6.5	0.0
T205	6.27	3.24
T206	6.19	0.0
T207	6.14	3.17
T208	6.12	1.53
T209	6.07	2.05
T210	6.06	5.84
T211	5.94	5.29
T214	5.6	3.38
T215	5.57	4.46
T216	5.56	0.57
T218	5.33	4.01
T219	5.26	0.0
T220	5.13	0.06
T222	4.98	0.81
T223	4.93	1.59
T224	4.84	0.0
T225	4.69	0.0
T227	4.44	2.1
T228	4.38	0.0
T229	4.12	0.76
T230	4.1	1.48
T231	4.03	0.0
T232	3.98	0.0
T233	3.79	0.0
T234	3.71	0.0
T236	3.56	2.0
T237	3.54	0.0
T238	3.54	0.08
T239	3.54	0.0
T240	3.47	0.0
T242	3.4	0.37
T243	3.26	0.0
T244	3.17	0.78
T246	3.03	0.0
T247	2.95	0.62
T248	2.93	0.0
T249	2.89	0.0
T250	2.87	1.21
T251	2.85	1.36
T252	2.77	0.0
T253	2.76	0.0
T254	2.69	0.72
T256	2.33	0.0
T257	2.19	0.0
T258	2.08	0.0
T259	2.05	0.0
T260	2.04	0.6
T262	1.79	0.0
T263	1.69	0.0
T264	1.67	0.0
T265	1.66	0.0
T266	1.53	0.0
T267	1.53	1.32
T270	1.38	0.0
T271	1.36	0.0
T272	1.21	0.0
T274	1.18	0.0
T275	1.15	0.0
T276	1.12	0.0
T277	1.09	0.11
T278	1.07	0.09
T279	0.88	0.0
T280	0.85	0.0
T282	0.62	0.0
T283	0.5	0.0
T285	0.28	0.0
T289	0.08	0.0
