	ts	te
T0	35.0	15.35
T1	31.19	28.71
T2	31.16	24.92
T3	30.32	13.88
T4	29.32	13.05
T5	28.16	14.54
T6	28.05	15.0
T7	27.8	10.76
T8	27.68	23.43
T9	26.71	13.25
T10	26.67	12.84
T11	26.57	14.01
T12	26.22	0.0
T13	26.16	18.81
T14	26.12	13.09
T15	25.82	16.8
T16	25.81	21.79
T17	25.41	14.2
T19	25.17	0.0
T20	25.16	22.95
T21	25.13	15.43
T22	25.0	12.1
T23	24.63	14.28
T24	24.49	15.01
T25	24.43	12.61
T26	24.36	0.0
T27	24.35	15.84
T28	24.09	13.7
T29	24.08	0.0
T31	23.79	16.34
T32	23.73	11.43
T33	23.73	11.46
T35	23.66	18.49
T36	23.59	10.67
T38	23.44	12.74
T39	23.35	22.33
T40	23.21	14.71
T41	23.13	20.57
T42	23.11	0.0
T43	23.07	0.0
T44	23.05	0.0
T45	22.98	13.91
T46	22.98	18.56
T47	22.94	17.72
T48	22.9	0.0
T49	22.86	12.42
T50	22.82	14.58
T51	22.78	13.74
T52	22.72	13.66
T53	22.72	14.08
T54	22.61	14.94
T55	22.57	16.56
T56	22.53	14.88
T57	22.38	15.53
T58	22.37	14.89
T59	22.33	14.43
T60	22.31	13.16
T61	22.25	13.17
T62	22.24	19.56
T63	22.23	13.12
T65	22.04	14.36
T66	22.04	11.83
T67	22.03	11.5
T68	22.02	18.46
T70	21.88	14.14
T73	21.78	8.47
T74	21.75	12.36
T76	21.72	14.59
T77	21.7	19.46
T78	21.62	14.39
T79	21.59	11.03
T80	21.58	0.0
T81	21.51	15.19
T82	21.49	0.0
T83	21.41	10.16
T84	21.41	12.8
T85	21.33	17.67
T86	21.3	14.06
T87	21.24	7.16
T88	21.2	10.35
T89	21.18	16.36
T90	21.04	0.0
T91	21.0	0.0
T92	20.99	14.01
T93	20.98	20.5
T94	20.94	11.61
T95	20.93	14.33
T96	20.9	11.94
T97	20.87	0.0
T98	20.85	16.86
T99	20.83	0.0
T100	20.81	11.06
T101	20.8	15.86
T102	20.78	13.71
T103	20.75	12.15
T104	20.72	10.4
T105	20.69	16.17
T107	20.65	14.92
T108	20.63	19.15
T110	20.61	17.73
T111	20.6	17.13
T112	20.59	14.8
T113	20.57	19.67
T114	20.55	15.01
T115	20.49	14.15
T116	20.47	18.23
T117	20.47	19.44
T118	20.47	18.04
T119	20.47	11.88
T121	20.42	14.4
T122	20.4	18.85
T123	20.38	14.8
T124	20.36	12.29
T125	20.32	12.84
T126	20.29	16.73
T128	20.29	11.84
T129	20.23	0.0
T131	20.21	9.94
T132	20.19	14.61
T133	20.19	17.26
T135	20.14	12.47
T136	20.11	13.87
T137	20.11	16.6
T139	20.08	16.55
T140	20.03	16.47
T141	20.01	16.3
T142	20.01	0.0
T143	19.94	0.0
T144	19.92	12.67
T145	19.84	13.65
T146	19.83	0.0
T147	19.41	13.33
T148	19.39	14.19
T149	19.35	14.73
T150	19.23	0.0
T151	19.2	14.55
T152	19.04	14.14
T153	19.03	12.87
T155	18.66	14.97
T157	18.51	11.23
T159	18.33	14.17
T160	18.3	14.35
T161	18.19	0.0
T162	18.02	0.0
T163	17.94	12.64
T165	17.79	14.51
T166	17.63	13.84
T167	17.55	14.67
T168	17.38	0.0
T169	17.28	13.16
T170	17.21	10.75
T172	17.18	13.34
T173	17.14	14.68
T174	17.06	0.0
T175	17.06	5.64
T176	17.02	16.17
T177	17.01	13.94
T178	17.0	10.7
T179	16.92	0.0
T180	16.86	13.94
T181	16.84	12.2
T182	16.82	10.7
T183	16.73	12.18
T184	16.71	13.47
T185	16.71	13.48
T186	16.67	11.2
T187	16.63	12.17
T189	16.36	10.95
T190	16.32	11.72
T191	16.21	0.0
T192	16.1	10.63
T194	15.98	12.88
T195	15.96	11.89
T196	15.89	14.92
T197	15.88	14.83
T198	15.87	14.88
T199	15.75	10.95
T200	15.71	0.0
T201	15.7	13.86
T202	15.67	14.95
T203	15.61	0.0
T204	15.55	10.56
T205	15.52	13.72
T206	15.49	0.0
T208	15.32	13.94
T209	15.23	11.98
T214	14.92	0.0
T215	14.52	0.0
T218	14.36	0.0
T220	14.15	0.6
T222	14.06	0.0
T223	13.78	12.75
T224	13.61	10.02
T225	13.61	10.58
T226	13.51	13.04
T227	13.32	0.0
T228	13.27	11.78
T230	13.06	11.67
T231	12.99	10.65
T232	12.98	12.53
T235	12.79	11.51
T236	12.76	0.0
T237	12.72	11.84
T238	12.72	11.68
T240	12.31	11.34
T241	12.25	10.42
T242	12.0	0.0
T243	11.95	0.0
T244	11.82	0.0
T245	11.42	10.78
T246	11.39	10.1
T248	11.21	0.0
T249	10.93	0.0
T250	10.69	0.0
T251	10.67	0.0
T252	9.12	0.0
T253	8.1	0.0
T254	7.7	0.0
T255	3.71	2.07
T256	3.19	0.0
T257	2.34	0.0
T258	1.27	0.0
T259	1.07	0.0
