	ts	te
T0	35.0	29.3
T1	30.59	24.38
T2	30.43	23.36
T3	29.68	24.97
T4	29.55	28.34
T5	28.12	16.25
T6	27.26	26.22
T7	27.25	27.07
T8	26.96	22.39
T9	26.89	15.77
T11	26.38	23.14
T13	25.8	13.36
T14	25.75	22.83
T15	25.6	24.44
T16	25.54	23.36
T17	25.29	20.71
T18	24.48	20.15
T19	24.35	21.32
T21	24.07	23.29
T23	23.99	19.65
T24	23.94	17.34
T25	23.92	23.54
T27	23.87	0.0
T28	23.73	17.85
T29	23.5	16.94
T30	23.4	21.86
T33	22.64	12.19
T34	22.51	21.39
T36	22.34	14.96
T37	22.01	16.19
T38	21.71	0.95
T39	21.68	16.15
T40	21.56	12.62
T42	21.08	20.17
T44	20.86	19.99
T45	20.63	18.3
T46	20.44	18.57
T47	19.46	0.0
T51	18.87	7.64
T52	18.73	16.3
T53	18.66	16.92
T54	18.54	18.47
T55	18.32	17.7
T56	18.25	13.82
T57	17.92	12.12
T58	17.89	10.77
T59	17.76	16.66
T60	17.68	6.33
T61	17.41	0.0
T62	17.26	16.26
T63	17.14	0.0
T64	17.07	3.28
T65	16.89	14.74
T66	16.61	14.35
T67	16.4	15.19
T68	16.2	13.45
T69	16.07	6.41
T70	15.89	12.16
T71	15.69	13.77
T72	15.68	0.67
T73	15.63	0.0
T75	15.5	0.0
T76	15.42	6.41
T77	15.34	12.91
T81	15.03	7.95
T82	14.86	11.28
T83	14.83	11.25
T86	14.52	0.0
T88	14.29	12.29
T89	14.07	13.45
T92	13.65	10.3
T93	13.34	6.32
T94	13.34	11.95
T95	13.31	11.92
T97	13.23	2.09
T98	12.9	10.68
T100	12.79	6.73
T101	12.74	7.92
T102	12.54	9.29
T103	12.41	9.66
T104	12.38	3.42
T105	12.35	12.32
T106	12.14	0.92
T107	12.06	11.79
T108	11.95	10.01
T109	11.94	11.03
T110	11.89	11.29
T111	11.87	6.91
T112	11.81	7.98
T113	11.71	9.35
T114	11.71	4.49
T115	11.52	8.57
T117	11.27	7.05
T118	11.21	0.0
T119	11.04	10.32
T120	10.94	5.62
T121	10.86	0.0
T122	10.7	9.81
T123	10.69	7.53
T124	10.0	8.52
T125	9.93	2.31
T126	9.49	8.85
T127	9.42	0.0
T129	9.22	5.55
T130	9.17	5.96
T131	9.13	6.5
T132	9.06	8.46
T133	9.03	3.75
T135	8.97	7.25
T136	8.75	0.31
T137	8.73	7.65
T138	8.56	3.7
T139	8.42	8.38
T140	8.35	7.56
T141	8.26	1.47
T143	7.88	5.72
T144	7.83	0.0
T147	7.42	6.59
T148	7.14	0.0
T151	6.84	4.73
T153	6.39	1.0
T154	6.23	0.0
T155	5.94	0.0
T157	4.97	0.0
T158	4.91	3.73
T159	4.87	0.0
T160	4.58	0.0
T161	4.56	0.0
T162	4.49	2.7
T163	4.32	3.79
T164	4.3	0.07
T165	4.18	2.7
T166	4.11	2.72
T167	3.95	0.0
T170	3.51	2.52
T171	3.45	1.9
T173	3.38	0.0
T176	3.05	0.0
T178	2.99	2.05
T179	2.89	0.0
T180	2.89	0.0
T182	2.65	1.4
T183	2.6	0.0
T185	2.51	0.75
T187	2.29	0.0
T192	1.95	1.08
T193	1.62	0.0
T194	1.39	0.63
T198	1.16	0.0
T201	0.78	0.0
T202	0.6	0.0
