	ts	te
T0	35.0	14.2
T1	32.64	12.13
T2	32.25	17.15
T4	29.08	19.58
T5	28.29	23.27
T6	28.26	14.72
T7	28.23	24.18
T8	28.11	0.0
T10	28.0	0.0
T11	27.97	26.47
T12	27.63	13.43
T13	27.39	15.82
T14	27.26	13.48
T15	26.23	14.73
T17	25.63	0.0
T18	25.59	22.01
T19	25.45	17.97
T20	25.32	0.0
T21	25.28	11.58
T22	25.16	12.09
T23	25.08	19.97
T24	25.04	17.18
T25	25.01	13.24
T26	24.8	17.09
T27	24.75	19.78
T28	24.64	0.0
T29	24.62	20.65
T30	24.41	0.0
T31	24.33	16.66
T33	24.14	13.11
T34	24.08	14.85
T35	23.98	0.0
T36	23.98	16.66
T37	23.75	23.63
T38	23.33	0.0
T39	23.03	22.91
T40	22.92	12.76
T41	22.91	14.78
T43	22.84	19.72
T44	22.77	16.17
T45	22.53	11.52
T46	22.51	13.31
T47	22.46	20.1
T48	22.45	11.84
T49	22.44	14.99
T50	22.41	12.6
T51	22.41	14.24
T52	22.36	12.9
T53	22.23	13.25
T54	22.23	11.45
T55	22.17	14.4
T56	22.12	16.04
T57	22.07	12.59
T58	22.03	14.77
T59	21.84	13.09
T60	21.83	10.39
T61	21.83	14.59
T62	21.73	19.89
T63	21.64	14.09
T64	21.6	15.2
T65	21.52	16.83
T66	21.44	15.15
T68	21.41	14.74
T69	21.3	14.47
T70	21.29	13.29
T71	21.27	20.52
T72	21.23	12.19
T73	21.21	14.86
T74	21.18	0.0
T75	21.17	11.64
T77	21.12	16.94
T78	21.04	0.0
T79	21.0	13.02
T80	21.0	0.0
T81	20.99	18.66
T82	20.99	0.0
T83	20.97	12.96
T84	20.97	13.26
T85	20.88	17.67
T86	20.86	14.94
T87	20.85	11.76
T88	20.77	14.28
T89	20.74	11.01
T90	20.74	11.04
T91	20.69	11.98
T92	20.68	14.36
T93	20.68	16.63
T94	20.67	12.06
T95	20.61	14.58
T96	20.6	11.61
T97	20.59	0.0
T98	20.53	13.18
T99	20.47	11.24
T100	20.46	0.0
T102	20.36	12.93
T103	20.36	12.87
T104	20.35	17.19
T105	20.32	0.0
T106	20.32	1.36
T107	20.26	13.31
T108	20.23	14.3
T109	20.18	18.08
T110	20.18	13.65
T112	20.16	14.06
T113	20.09	12.26
T114	20.07	17.02
T116	20.03	18.63
T117	19.85	0.0
T118	19.85	14.32
T119	19.83	0.0
T120	19.78	11.87
T121	19.75	17.92
T122	19.52	12.29
T123	19.22	13.42
T124	19.13	12.68
T125	18.99	14.56
T126	18.89	11.01
T127	18.83	14.87
T128	18.77	12.46
T130	18.33	14.44
T132	18.23	12.15
T133	18.09	0.0
T134	18.09	0.0
T138	17.69	12.53
T139	17.36	13.72
T140	17.34	0.0
T141	17.15	14.81
T142	17.02	14.04
T143	16.89	14.78
T144	16.82	0.0
T145	16.76	10.18
T146	16.68	13.02
T147	16.67	11.66
T148	16.59	13.03
T150	16.39	14.34
T151	16.36	13.41
T152	16.16	11.59
T154	15.75	13.45
T155	15.68	11.25
T156	15.64	13.35
T158	15.39	10.72
T159	15.38	0.0
T160	15.33	12.67
T161	15.32	0.0
T162	15.23	0.0
T163	15.18	11.32
T165	15.03	12.96
T166	15.02	11.44
T167	15.02	13.06
T168	14.84	0.0
T169	14.8	10.63
T170	14.76	0.0
T172	14.71	10.73
T173	14.55	12.65
T174	14.27	0.0
T175	14.03	0.0
T176	13.94	13.24
T177	13.84	10.94
T178	13.43	13.01
T179	13.43	0.0
T180	13.42	0.0
T181	13.04	12.78
T182	12.96	5.89
T183	12.68	0.0
T184	12.67	0.0
T185	12.51	10.03
T186	12.5	10.34
T187	12.41	0.0
T188	12.4	0.0
T189	12.4	0.0
T190	12.38	0.0
T192	12.21	10.85
T193	12.18	10.67
T194	12.1	0.0
T195	12.03	11.65
T196	11.77	0.0
T198	11.44	3.77
T200	10.38	0.0
T201	10.35	0.0
T202	10.1	0.0
T203	4.13	0.0
T204	2.92	0.0
