	ts	te
T0	35.0	13.5
T1	30.39	27.6
T2	29.59	10.42
T3	29.39	15.01
T4	29.08	22.08
T5	28.82	14.42
T6	28.52	16.44
T7	28.28	23.22
T8	28.16	18.05
T9	27.87	15.27
T10	27.55	24.8
T11	27.54	14.32
T12	27.51	23.94
T13	27.13	12.41
T14	26.91	13.23
T15	26.82	11.08
T16	26.77	13.81
T17	26.53	16.07
T18	26.04	11.95
T19	25.78	17.64
T20	25.44	15.52
T21	25.42	17.53
T22	25.09	15.8
T23	25.03	6.26
T24	24.82	15.84
T25	24.26	23.48
T26	24.26	19.34
T27	24.21	3.84
T28	24.15	11.58
T29	24.14	7.81
T30	24.03	8.8
T31	23.96	19.86
T32	23.96	16.6
T33	23.85	14.43
T34	23.82	8.83
T35	23.82	8.94
T36	23.79	19.42
T37	23.62	9.8
T38	23.47	10.94
T39	23.44	14.35
T40	23.35	9.94
T42	23.17	19.39
T43	23.15	14.66
T44	23.02	16.03
T45	22.99	16.34
T46	22.9	18.74
T47	22.63	8.28
T48	22.52	17.69
T49	22.14	16.54
T50	22.12	12.74
T51	22.06	9.91
T52	22.04	5.02
T53	21.99	17.28
T54	21.96	14.65
T55	21.89	20.54
T56	21.82	16.84
T57	21.75	15.67
T58	21.71	13.49
T59	21.65	13.08
T60	21.46	18.97
T61	21.41	19.39
T62	21.4	11.93
T63	21.38	15.81
T64	21.36	15.02
T66	21.24	10.29
T67	21.22	12.35
T68	21.19	18.49
T69	21.15	11.51
T70	21.15	14.12
T71	21.11	11.22
T72	21.04	13.08
T74	20.97	9.21
T75	20.96	9.4
T76	20.95	18.07
T77	20.93	18.55
T78	20.9	17.54
T79	20.7	15.91
T80	20.68	11.72
T81	20.67	16.73
T82	20.62	16.63
T83	20.59	17.58
T84	20.34	11.97
T85	20.33	17.26
T86	20.33	0.0
T87	20.32	13.55
T88	20.21	18.61
T89	20.2	8.38
T90	20.15	17.6
T91	20.14	17.08
T92	20.09	11.83
T93	19.99	10.54
T94	19.88	14.23
T95	19.83	17.89
T96	19.82	15.0
T97	19.8	8.66
T98	19.78	8.27
T99	19.77	13.58
T100	19.74	17.61
T101	19.71	14.93
T102	19.58	14.09
T103	19.56	16.3
T104	19.52	13.36
T105	19.48	12.48
T106	19.44	14.02
T107	19.41	17.2
T108	19.4	7.54
T109	19.39	13.77
T110	19.36	12.02
T111	19.2	16.78
T112	19.2	15.45
T113	19.07	14.4
T114	18.97	2.59
T115	18.95	14.66
T116	18.94	18.38
T118	18.79	16.81
T119	18.69	15.76
T120	18.69	8.12
T121	18.68	7.48
T122	18.56	17.02
T123	18.56	18.02
T124	18.52	17.73
T125	18.46	10.09
T126	18.43	14.94
T127	18.37	7.85
T128	18.34	8.59
T129	18.33	14.38
T130	18.25	13.23
T131	18.2	17.43
T132	18.19	11.67
T133	18.16	14.16
T134	18.06	9.66
T136	18.02	8.82
T137	17.95	16.43
T139	17.85	16.81
T140	17.82	8.3
T141	17.76	16.93
T142	17.75	14.46
T143	17.71	8.79
T144	17.63	14.76
T145	17.59	13.47
T146	17.56	14.03
T147	17.34	10.38
T148	17.29	4.94
T149	17.25	11.03
T150	17.2	7.75
T151	17.08	14.02
T152	16.99	10.84
T153	16.97	16.2
T154	16.96	14.39
T155	16.95	13.32
T156	16.71	15.66
T157	16.67	14.17
T158	16.66	7.84
T159	16.63	10.35
T160	16.61	8.62
T161	16.54	14.36
T162	16.48	11.13
T163	16.47	9.52
T164	16.35	14.73
T165	16.29	10.35
T166	16.29	10.73
T167	16.28	12.2
T168	16.21	13.92
T169	16.16	13.91
T171	16.0	13.99
T172	15.83	11.99
T174	15.8	5.91
T177	15.7	12.89
T178	15.68	13.3
T179	15.65	14.42
T180	15.62	13.07
T181	15.61	9.63
T184	15.47	12.78
T185	15.37	11.0
T186	15.3	13.24
T187	15.24	14.21
T188	15.21	11.88
T189	15.12	9.32
T191	14.44	5.62
T192	14.4	11.57
T193	14.2	13.37
T194	13.97	12.79
T195	13.96	10.99
T197	13.72	5.06
T198	13.56	3.08
T199	13.42	11.93
T200	13.31	10.23
T201	13.28	0.0
T203	13.1	11.46
T206	12.88	9.96
T207	12.54	5.49
T209	12.1	8.37
T210	12.09	8.96
T212	11.69	9.91
T213	11.61	5.89
T214	10.99	9.18
T215	10.49	5.74
T216	10.24	9.47
T217	10.14	5.31
T218	9.23	0.0
T221	8.79	2.65
T222	8.73	6.19
T223	8.7	8.08
T224	8.63	7.2
T225	8.28	5.09
T226	7.76	0.0
T227	7.7	1.83
T228	7.2	5.62
T229	7.04	2.44
T232	6.11	4.62
T233	5.56	2.21
