NMDS1	NMDS2	Africa	America	Eurasia	Island	Grassland	Temperature	Humans	PVR1	PVR2
-0.0810981217987767	-0.799016239637565	1	0	0	0	1	1.04794499242837	0	-0.814293923980678	0.463187252709724
-0.0184602625500703	-0.567317586836067	1	0	0	0	1	0.252003651070391	0	-0.979440462268483	0.938953311335323
0.142035802312936	-1.56118648538441	0	1	0	0	1	-0.0777514857153596	0	-1.02408712424014	1.05044011379156
0.194266825002114	-1.63273240063768	0	1	0	0	1	-0.504534653586701	0	-1.02377879767105	1.049674626354
0.263965938334339	-0.170495841571779	0	0	1	0	1	-0.572555508444858	0	0.804789218632809	-0.000825133999593981
0.263965938334339	-0.170495841571779	0	0	1	0	1	-0.747961319055046	0	0.809865402738513	-0.00083780963514687
0.242329146842273	-0.175542130996932	1	0	0	0	1	1.09342201502387	0	0.820694791646733	-0.00086581871183514
0.134814355994058	-0.243390226809055	0	0	1	0	1	-0.435275640065413	0	0.787178364015754	-0.000780052525566333
0.19495139849217	-0.223090670725096	1	0	0	0	1	0.904505479378887	0	0.809381561141147	-0.000836613756697319
0.100421214012633	-0.386225089427438	0	0	0	1	1	0.157078153563701	0	0.804915557670972	-0.000825066364424226
0.13077149655276	-0.207110947575169	1	0	0	0	1	0.801870692082892	0	0.821403826812055	-0.000867627609411715
0.217094065020907	-0.238321888268395	0	0	1	0	1	-0.389549428305012	0	0.807990711837412	-0.000833116510837283
0.29186712293248	-0.180649591666838	0	0	1	0	1	0.157078153563701	0	0.821329313847699	-0.0008674270707122
0.28098057105069	-0.175243889773299	1	0	0	0	1	0.896796189589582	0	0.823094668384139	-0.000871966065001146
-0.666339184502935	-0.978623531843796	0	0	1	0	1	-0.351688249561983	0	-0.964608787650458	0.901397856999438
-0.530823275802624	-1.09025744803064	1	0	1	0	1	0.443092804746902	0	-0.926215962030657	0.811460801926349
-2.45263487793742	1.08959153900003	1	0	0	0	1	0.801870692082892	0	-0.924621863281627	0.772769930741771
-1.73451104900531	1.13340697049122	1	0	0	0	1	1.16241626505744	0	-0.958092305375093	0.870015201495022
-0.346161952688902	-0.497534449635795	0	0	1	0	1	-0.584954226831253	0	-0.828437136496184	0.483076101224056
-0.0984097137815234	-0.870448273676343	0	0	1	0	1	-0.394657806185602	0	-0.820396799585963	0.471689920560476
-0.974507467842991	-0.283534196697913	0	0	1	0	1	-0.671460245428654	0	-0.82051241303094	0.471898361440659
-0.369716114281058	-0.53141789121383	0	0	1	0	1	-0.351688249561983	0	-0.822376011134292	0.474450616925961
-0.0282152712225646	-0.68239770389694	1	0	0	0	1	1.24589463530122	0	-0.820979841722892	0.47252626456535
-0.414583843029675	-0.53445284639467	0	0	1	0	1	-0.528137539800218	0	-0.825535795835629	0.478945804817994
0.43787219068675	-0.560068068712387	0	1	0	0	1	0.680679099162743	0	-1.18985317678924	-2.75162341445171
-1.71873449869772	1.66982240067779	1	0	0	0	1	1.03875614197243	0	-1.06711833311605	1.15066015967841
-1.6866405917305	1.90822505694254	0	0	1	0	1	-0.560298516396004	0	-1.06441246488381	1.14359466809615
-1.68664059173146	1.90822505694352	0	0	1	0	1	0.157078153563701	0	-1.05619393116144	1.12216720099921
-1.67311018539467	1.73061536594545	0	0	1	0	1	-0.584954226831253	0	-1.06198965533923	1.13727048165958
-1.68664059173608	1.90822505694826	0	0	1	0	1	-0.50996697738167	0	-1.06972561708333	1.15751539609854
1.37285055676594	0.648309788828526	1	0	0	0	1	0.968827432570459	0	1.30960505890365	-0.167022545560619
1.06234113213693	0.616778334033209	1	0	0	0	1	1.07800343544526	0	1.28356413095456	-0.158857940170377
1.37285055676594	0.648309788828526	0	0	1	0	0	0.188024332980566	0	1.3203564443666	-0.170382201799387
1.37285055676594	0.648309788828527	0	0	1	0	1	1.67154087760768	0	1.32087162882973	-0.170543441681413
1.30741179705183	0.635066864936334	0	0	1	0	1	-0.00430297935907564	0	1.32253938295237	-0.171065080173821
1.06000256094101	0.733434697159816	1	0	1	0	1	0.344120579030942	0	1.28904424593895	-0.16055234306603
-0.815959002114192	1.10228837072399	1	0	0	0	1	0.814844102980853	0	-0.867748110157335	0.590888087683312
-0.70665578525507	-0.734049517803922	1	0	0	0	1	1.05433046477911	0	-0.797014051084765	0.484530410565646
-0.0396905546967406	-1.27754260390367	0	1	0	0	1	-0.761152770472301	0	-1.08577927430346	-2.17144087507552
0.356160389552288	-1.10612747792026	0	1	0	0	1	0.152265687816438	0	-1.09761873828698	-2.23455431046278
0.423212791123226	-1.18916153862621	0	1	0	0	1	-0.537287454449141	0	-1.10217159543585	-2.25711212812514
-0.343765582145374	-1.0365355480159	1	0	1	0	1	0.0562032647448588	0	0.3052177097058	0.0913657709791172
-0.370101165135938	-0.851733865646352	0	0	1	0	1	-0.747961319055046	0	0.123478158907208	0.10796857170233
-0.447344999291067	-0.877743982550461	1	0	0	0	1	1.01227979320108	0	-0.609732771609783	0.170539227093668
-0.307519002546884	-0.826177802592687	0	0	1	0	0	0.12831237933977	0	0.493030185123701	0.0674613515470771
-0.370101165135938	-0.851733865646352	0	0	1	0	1	-0.351688249561983	0	0.305774593592114	0.0917707809569428
-0.399408460837228	-0.839437818975207	0	0	1	0	1	-0.143942357643732	0	0.129012047837463	0.107254563611347
-0.370101165135938	-0.851733865646352	0	0	1	0	1	-0.34612821632	0	0.0905314354031516	0.110350166509433
-0.57789663886497	-0.763704961138203	0	0	1	0	1	-0.747961319055046	0	0.305668524895005	0.0916939467054931
-0.370101165135938	-0.851733865646352	0	0	1	0	1	-0.61980021667891	0	0.304301869786164	0.0907019067854783
-0.100356671834941	-1.33411877387726	0	1	0	0	1	-1.37601146055706	0	0.53086989846243	0.063211897730091
-0.350217659449109	-1.10061656866568	0	0	1	0	1	-0.525918198800267	0	0.550248279728616	0.0612470721524405
-0.444332803618098	-1.11884892485171	0	0	1	0	1	-0.428010218476099	0	0.407344599554822	0.0783971201506884
-0.399408460837228	-0.839437818975207	0	0	1	0	1	-0.36332226869857	0	0.273733011568238	0.0922271998624191
-0.404282214879937	-1.05941177694698	0	0	1	0	1	-0.351688249561983	0	0.409282282364985	0.0793062470365258
-0.370101165135938	-0.851733865646352	0	0	1	0	1	-0.351688249561983	0	0.44814221126514	0.0734744358594102
-0.223422809527815	-0.396749683668074	0	0	1	0	1	-0.671460245428654	0	-0.770333331773332	0.416063103866797
0.151002162174363	-1.42219607157858	0	0	1	0	1	-0.471454791945321	0	-1.02904225455716	1.06300009317314
0.170683466246357	-1.44908740346427	0	1	0	0	1	-0.0281784162217099	0	-1.02876646147956	1.06229768425458
0.300060328236166	-1.36857456152947	1	0	0	0	1	0.801870692082892	0	-1.03226871048042	1.07110639831783
0.0980591364424912	-1.19886651941199	0	0	1	0	1	-0.351688249561983	0	-1.026353443205	1.05627477985621
-2.20167075377711	0.483958968833103	1	0	0	0	1	1.24589463530122	0	-0.812253715914728	0.491358588819488
1.04878505394002	0.863758290508446	1	0	0	0	1	1.14777640161917	0	1.30041930851412	-0.164591146263601
1.08299254011512	0.669883789413162	1	0	0	0	1	0.88115956949168	0	1.37122714026224	-0.188276526902766
1.27222745085973	0.587721096377361	1	0	0	0	1	0.853951227548417	0	1.36265754537496	-0.185429208501095
0.925248582959033	0.636195851535037	1	0	0	0	1	0.716476680133888	0	1.30378919458993	-0.16576029302795
1.08299254011512	0.669883789413162	1	0	0	0	1	1.11366863467255	0	1.37122714026224	-0.188276526902765
1.02839671264375	0.73507046434162	1	0	0	0	1	1.09342201502387	0	1.33277561517099	-0.17544129815105
-0.239250630511692	1.69602367332516	0	1	0	0	1	-1.25640066140179	0	-0.943371410901603	0.729657219627053
-0.539360890058233	1.80141832356426	1	0	1	0	1	-0.0371440347174187	0	-0.941323017741354	0.725814992335086
-0.96188790502483	1.54173471109299	1	0	1	0	1	0.00546731248164183	0	-0.941900335078653	0.726892646153072
1.12192988625783	0.556943356837852	1	0	0	0	1	0.904505479378887	0	1.30495286383611	-0.165592187942978
1.30539697666393	0.821895143121385	0	1	0	0	1	-1.23975171032145	0	1.34373970939144	-0.178010266095429
1.13783525334634	0.966247957669062	0	0	0	1	1	-0.394657806185602	0	1.32783972665305	-0.172834528430467
1.21401142690682	0.947028098839172	0	0	0	1	1	-0.399439123287252	0	1.34421546994181	-0.17816272439843
1.17218857430516	0.721349911109801	0	0	1	0	1	-0.465499170904048	0	1.31992892062414	-0.170340051476736
1.20089888930885	0.872512673167317	0	0	0	1	1	-0.345692135281413	0	1.32860804789329	-0.173077079625557
1.28699654356522	0.794307984511626	1	1	1	0	1	-0.135185694645679	0	1.32152728724782	-0.170845915886114
1.20912952757134	0.674248570396191	0	1	1	0	1	-1.06550099531943	0	1.34387375089649	-0.178052647674796
1.18450236810203	0.587199497869649	0	0	1	0	1	-0.625765182313867	0	1.34241954934787	-0.177586574859794
1.12951613361097	0.607002383911984	0	0	1	0	1	-0.305588254054222	0	1.31451279508848	-0.168621317988514
0.945999231421686	0.532412806128064	1	0	0	0	1	0.739277488722861	0	1.30215710877958	-0.164730424256818
1.30539697666393	0.821895143121385	0	0	1	0	1	-0.631311198665324	0	1.3428611004436	-0.177728064559007
-0.0396905546967406	-1.27754260390367	0	1	0	0	1	-0.0724873646067032	0	-1.04511494930716	-1.94323030035101
-0.0396905546967406	-1.27754260390367	0	1	0	0	1	-0.761152770472301	0	-1.04547355386648	-1.94484408989207
-0.100356671834941	-1.33411877387726	0	1	0	0	1	0.152265687816438	0	-1.04483199761753	-1.94194501752127
-0.64275858523332	1.43198601115371	0	0	1	0	1	-0.351688249561983	0	-0.910349606269813	0.667852462965278
