	ts	te
T0	35.0	26.85
T1	31.72	13.51
T2	30.33	28.44
T3	29.88	28.15
T4	29.86	13.83
T5	29.27	25.82
T6	28.93	27.29
T7	28.82	24.56
T8	28.49	24.99
T9	28.04	27.28
T10	28.01	24.79
T11	27.77	26.64
T12	27.49	25.96
T13	27.15	2.69
T14	27.04	20.74
T15	26.33	24.15
T16	26.23	24.29
T17	25.96	16.49
T18	25.79	17.65
T19	25.78	22.89
T20	25.64	24.84
T21	25.23	23.11
T23	24.65	23.28
T24	24.62	20.09
T25	24.3	23.1
T26	24.24	15.75
T27	24.07	23.51
T28	23.87	6.99
T29	23.49	21.67
T30	23.22	21.9
T34	21.23	17.51
T35	21.18	11.35
T36	20.93	19.87
T37	20.78	17.64
T38	20.7	15.56
T39	20.52	17.33
T40	20.46	8.69
T41	20.12	13.11
T42	20.01	16.92
T44	19.83	18.94
T45	19.76	5.57
T46	19.66	18.7
T47	19.18	12.33
T48	19.07	14.83
T50	18.94	17.63
T51	18.72	0.07
T52	18.69	10.02
T53	18.69	15.15
T54	18.67	14.04
T55	18.36	9.19
T56	17.82	17.75
T57	17.58	9.09
T58	17.47	11.51
T59	17.37	9.49
T60	17.23	15.69
T61	17.1	16.64
T62	16.98	13.54
T64	16.65	0.0
T65	16.59	15.06
T66	16.46	7.56
T67	16.34	6.77
T68	16.25	11.58
T69	16.24	0.0
T70	16.05	13.59
T72	15.32	2.26
T73	14.89	13.49
T75	14.35	13.66
T76	14.24	13.49
T78	14.14	0.0
T79	14.14	13.39
T80	14.14	6.89
T81	14.05	8.8
T85	13.67	11.27
T88	13.51	7.33
T89	13.38	4.26
T90	13.37	11.44
T91	13.33	5.41
T92	13.28	9.14
T93	13.08	12.46
T94	13.04	7.53
T96	13.02	12.2
T98	12.83	12.14
T99	12.82	0.0
T101	12.64	8.29
T102	12.63	11.61
T103	12.5	9.51
T104	12.42	2.1
T105	12.41	4.88
T107	12.32	0.0
T108	12.32	10.22
T110	12.09	8.72
T112	12.02	7.98
T113	11.95	5.7
T115	11.72	7.38
T116	11.69	5.41
T117	11.49	9.82
T118	11.46	10.54
T119	11.42	10.72
T120	11.31	0.0
T121	11.25	10.58
T122	11.04	5.3
T123	11.04	0.0
T124	10.7	6.57
T125	10.67	0.0
T127	10.57	6.54
T128	10.53	1.52
T130	10.42	9.02
T131	10.41	9.74
T132	10.32	8.37
T133	10.11	0.0
T134	10.05	5.18
T135	10.02	9.44
T136	9.86	8.87
T139	9.59	3.72
T140	9.54	0.0
T141	9.47	7.3
T142	9.44	6.09
T143	9.43	8.62
T145	9.38	0.0
T146	9.36	8.49
T151	9.02	0.0
T152	8.9	4.42
T153	8.82	0.0
T154	8.75	2.79
T155	8.51	1.24
T156	8.35	6.04
T157	8.31	0.0
T158	8.29	6.11
T159	8.28	6.97
T160	8.27	3.97
T161	8.16	6.87
T162	8.0	0.0
T167	7.59	6.81
T169	7.55	0.0
T170	7.39	4.31
T171	7.31	3.8
T172	7.27	4.97
T174	7.11	5.18
T176	6.89	0.0
T177	6.84	0.0
T178	6.81	6.6
T179	6.77	4.91
T180	6.72	0.0
T181	6.63	3.44
T182	6.58	0.02
T183	6.57	5.31
T184	6.48	2.46
T185	6.39	0.0
T186	6.34	6.08
T187	6.3	0.0
T188	6.23	0.0
T189	6.17	0.0
T190	6.15	3.56
T191	5.99	2.74
T192	5.98	1.17
T193	5.72	0.0
T194	5.38	0.0
T195	5.37	0.0
T196	5.28	0.0
T197	5.23	3.56
T198	5.23	3.07
T201	5.1	0.0
T202	5.09	0.0
T203	5.06	0.0
T204	4.97	0.0
T205	4.89	0.0
T206	4.83	0.0
T207	4.66	4.57
T208	4.56	1.93
T210	4.52	3.08
T211	4.32	0.0
T212	4.29	0.0
T214	4.22	0.0
T215	4.19	0.0
T216	4.09	0.0
T217	4.05	0.0
T219	4.02	0.0
T221	3.91	2.28
T222	3.66	3.1
T223	3.61	0.0
T224	3.56	0.0
T225	3.48	0.0
T229	3.19	0.2
T230	3.14	0.0
T232	2.94	1.74
T233	2.89	0.73
T234	2.85	0.0
T235	2.83	0.0
T236	2.79	0.57
T240	2.41	0.0
T241	2.4	0.0
T242	2.36	1.17
T243	2.35	0.0
T245	2.26	1.15
T247	2.17	0.0
T248	2.16	1.0
T252	2.0	0.0
T253	1.99	1.14
T254	1.98	0.0
T255	1.97	1.18
T256	1.95	0.0
T257	1.88	0.0
T258	1.86	0.0
T259	1.84	0.0
T260	1.74	0.0
T261	1.65	0.0
T262	1.63	0.0
T263	1.55	0.89
T264	1.43	0.0
T265	1.4	0.0
T266	1.35	0.0
T269	1.3	0.27
T270	1.23	0.0
T271	1.07	0.0
T273	1.01	0.0
T274	0.85	0.11
T275	0.8	0.05
T276	0.78	0.0
T277	0.72	0.0
T278	0.55	0.0
T279	0.54	0.0
T280	0.53	0.0
T284	0.33	0.0
T288	0.17	0.0
