	ts	te
T0	35.0	29.73
T1	34.05	27.16
T2	33.59	14.31
T3	32.64	30.34
T4	30.06	18.72
T5	27.71	22.75
T6	25.78	8.02
T7	24.38	15.42
T8	24.18	15.5
T9	23.95	15.56
T10	23.87	15.27
T11	23.75	0.0
T12	23.27	4.56
T14	22.88	15.34
T15	22.26	16.92
T16	20.75	19.87
T17	20.62	14.16
T18	20.42	0.22
T19	20.1	7.74
T20	19.92	8.13
T21	19.89	14.89
T22	19.85	0.0
T23	19.75	0.0
T24	19.37	10.94
T25	19.07	6.0
T26	19.05	7.31
T27	18.83	17.19
T28	18.66	15.6
T29	18.63	14.35
T31	18.09	11.03
T32	17.86	0.0
T33	17.1	8.19
T34	17.1	16.26
T35	16.72	5.81
T37	16.5	8.43
T38	16.25	0.0
T39	16.19	3.66
T41	16.1	0.0
T42	15.89	0.0
T43	15.7	4.06
T44	15.59	0.0
T46	15.35	1.49
T47	14.39	8.91
T48	14.32	1.81
T49	14.17	11.87
T50	13.84	0.73
T51	13.55	0.0
T52	13.52	8.77
T53	13.51	0.0
T54	13.51	10.73
T55	13.3	0.0
T56	13.15	0.0
T57	13.07	5.07
T58	12.76	12.64
T59	12.72	0.0
T60	12.66	0.0
T61	12.36	0.0
T62	12.35	8.36
T63	12.24	10.28
T64	12.07	0.0
T66	11.83	10.49
T68	11.8	10.82
T69	11.73	0.58
T70	11.65	7.51
T71	11.45	0.0
T74	11.26	7.54
T75	11.19	0.0
T77	10.97	5.77
T78	10.86	0.0
T79	10.62	0.0
T80	10.56	6.44
T81	10.5	6.15
T82	10.45	9.55
T83	10.38	0.92
T85	10.16	0.0
T86	10.08	0.0
T87	10.0	2.53
T88	9.81	8.2
T89	9.72	0.0
T90	9.58	4.74
T93	9.46	0.0
T94	9.37	0.87
T95	9.33	2.56
T96	9.32	1.98
T97	9.26	2.58
T98	9.0	0.0
T99	8.96	0.0
T100	8.78	2.72
T101	8.74	2.16
T102	8.71	4.82
T104	8.63	0.0
T105	8.28	6.99
T107	8.21	0.0
T108	8.17	1.9
T109	8.04	0.0
T110	8.0	0.0
T111	7.93	5.17
T112	7.91	3.93
T113	7.58	5.0
T114	7.53	6.92
T115	7.38	2.53
T116	7.24	0.0
T117	7.22	1.09
T118	7.13	0.0
T121	6.75	0.0
T124	6.32	4.11
T125	6.05	0.07
T126	5.83	0.0
T127	5.74	3.89
T128	5.66	0.0
T130	5.33	0.0
T131	5.12	0.0
T133	5.1	0.0
T134	5.1	0.0
T135	4.99	3.37
T136	4.96	0.0
T137	4.96	0.0
T139	4.79	0.0
T140	4.69	0.0
T141	4.68	0.0
T142	4.67	0.0
T143	4.66	2.26
T144	4.66	0.0
T145	4.56	0.0
T146	4.49	0.0
T147	4.33	0.79
T150	4.16	0.0
T151	4.14	0.28
T152	4.06	0.0
T153	4.01	0.0
T154	3.98	0.0
T155	3.96	2.2
T156	3.81	0.0
T157	3.7	1.51
T158	3.6	0.0
T159	3.57	0.0
T160	3.55	0.0
T161	3.53	0.0
T162	3.48	0.0
T163	3.47	0.0
T164	3.46	0.0
T165	3.38	0.0
T166	3.35	0.0
T170	3.18	0.47
T175	2.95	0.0
T179	2.56	1.78
T180	2.55	0.0
T182	2.35	0.0
T185	2.25	1.21
T187	2.19	0.0
T188	2.16	0.72
T190	2.02	0.0
T191	2.01	0.0
T192	1.95	0.0
T194	1.91	0.0
T195	1.83	0.0
T196	1.71	0.0
T198	1.6	0.0
T201	1.48	0.0
T203	1.26	0.0
T205	1.17	0.0
T206	1.17	0.0
T207	1.16	0.0
T211	0.95	0.0
T212	0.9	0.0
T213	0.85	0.0
T214	0.8	0.0
T215	0.79	0.0
T217	0.69	0.0
T221	0.57	0.0
T222	0.53	0.0
T223	0.52	0.0
T224	0.44	0.0
T228	0.38	0.0
T233	0.05	0.0
