cat_trait_0,temp,mean,lwr,upr
0.0,-2.335557817056028,0.04594497912975725,0.009725656986695223,0.08352438782646562
0.0,-2.288550132908446,0.04622335237986518,0.00900594345972882,0.08331084993338003
0.0,-2.241542448760864,0.04654171714581022,0.010151217221947173,0.0845919081308184
0.0,-2.194534764613282,0.04690380382680688,0.011005673064555355,0.08643499353625991
0.0,-2.1475270804657005,0.04731379375474658,0.012254790137767502,0.08812726180982727
0.0,-2.1005193963181186,0.04777628716572394,0.010991974412058254,0.0867602919443823
0.0,-2.0535117121705366,0.04829632924443329,0.01260000146917256,0.08822160682371852
0.0,-2.0065040280229547,0.0488794391594261,0.012822120372728415,0.08864971298318546
0.0,-1.9594963438753727,0.04953162193027617,0.01321918674349764,0.08995414016639249
0.0,-1.9124886597277908,0.05025941536843367,0.013183435977157303,0.09053904561441564
0.0,-1.865480975580209,0.051069924815448135,0.013718366473612296,0.09168045929391604
0.0,-1.8184732914326271,0.05197078612813193,0.013682042475928628,0.09229814894445236
0.0,-1.7714656072850454,0.052970181613360146,0.016399715987515755,0.09531638324728425
0.0,-1.7244579231374635,0.05407706108741318,0.01704032729135675,0.09705202721078139
0.0,-1.6774502389898815,0.05530149609101016,0.017672218089928523,0.09886099580531442
0.0,-1.6304425548422996,0.056654570668100195,0.01835207766391216,0.10038416690056838
0.0,-1.5834348706947177,0.058147610300609304,0.01697673021107186,0.1011950030097265
0.0,-1.536427186547136,0.059791550966535906,0.017415130404418916,0.10327401376509092
0.0,-1.489419502399554,0.06159700308819492,0.019147183744504147,0.10635240614310533
0.0,-1.4424118182519723,0.06357453635270904,0.020316988599661044,0.10955193315270861
0.0,-1.3954041341043903,0.06573492563272443,0.021622582519572955,0.11318434447506685
0.0,-1.3483964499568084,0.06808954553374863,0.022756247197200315,0.11632508933544151
0.0,-1.3013887658092265,0.07065046114197565,0.02535154495903903,0.1213883716875496
0.0,-1.2543810816616445,0.07343004396925597,0.02538884211128174,0.12388982813742597
0.0,-1.2073733975140628,0.07644094700253984,0.0279030180495405,0.1296503163743895
0.0,-1.1603657133664809,0.07969634133505762,0.030485908176856674,0.13670518286707742
0.0,-1.113358029218899,0.08320939206390728,0.028050081956401567,0.13814474677385452
0.0,-1.0663503450713172,0.0869925456962465,0.03341473229804136,0.1481454402468818
0.0,-1.0193426609237353,0.09105786688662852,0.030412463439922596,0.14809197532846666
0.0,-0.9723349767761533,0.09541823313220443,0.03615774705274284,0.15901443411034424
0.0,-0.9253272926285714,0.1000874884893058,0.03836511404595463,0.16588393054253187
0.0,-0.8783196084809897,0.10507873503142345,0.043569954064560136,0.17641459053073402
0.0,-0.8313119243334077,0.11040305545562126,0.04785442176797276,0.18624397187315866
0.0,-0.7843042401858258,0.11606960786495442,0.05098199179392992,0.19391446438200832
