cont_trait_0,cat_trait_0,mean,lwr,upr
-2.0239434956781976,0.0,0.17469355521212424,0.06843972118529877,0.28367387960199547
-2.0239434956781976,1.0,0.16516197433628915,0.07130001726304268,0.29279378535227474
-1.9528129203896278,0.0,0.17677109267328123,0.06704786378110295,0.2803979775354228
-1.9528129203896278,1.0,0.16568308165484297,0.06894724566484244,0.29177022481990383
-1.881682345101059,0.0,0.17900217115672126,0.07288747437334649,0.2829030736004769
-1.881682345101059,1.0,0.1661818250607244,0.06829971457543965,0.28926499890854535
-1.8105517698124896,0.0,0.18139704506922935,0.07304151774570274,0.2810070743403537
-1.8105517698124896,1.0,0.16665319388498254,0.07246206201881653,0.2901466970121816
-1.7394211945239202,0.0,0.18396579353967843,0.07765351163457997,0.2828793360971363
-1.7394211945239202,1.0,0.16709063782127723,0.07437913018721302,0.29217809243131065
-1.6682906192353504,0.0,0.18671826003391304,0.08098477608645019,0.28266513607190974
-1.6682906192353504,1.0,0.16748648460774987,0.07642117781821982,0.29228075973688367
-1.5971600439467815,0.0,0.18966404251905772,0.08289971784072878,0.28395029536755867
-1.5971600439467815,1.0,0.16783191488217622,0.0709291721240233,0.2857286738113553
-1.526029468658212,0.0,0.1928125526010882,0.08313599552909133,0.2875739549051622
-1.526029468658212,1.0,0.16811680908236531,0.07050337609484866,0.2844752433345227
-1.4548988933696427,0.0,0.19617247659845385,0.09312294876340733,0.2955781432751331
-1.4548988933696427,1.0,0.16833090420906419,0.07219666624244336,0.28590642095750973
-1.383768318081073,0.0,0.19975019741410513,0.09674482595357768,0.29612706640566944
-1.383768318081073,1.0,0.1684663480900101,0.07000478643569513,0.2817261114421276
-1.3126377427925038,0.0,0.20354774034182643,0.10327176805037185,0.297314817677613
-1.3126377427925038,1.0,0.16851763791094665,0.07051329979420948,0.2811176492410486
-1.2415071675039346,0.0,0.20756061242330906,0.10831732160881982,0.30160664551923866
-1.2415071675039346,1.0,0.16847959243267402,0.07398232309370259,0.281621054800624
-1.170376592215365,0.0,0.21177678529196162,0.12387087805394308,0.316963847600912
-1.170376592215365,1.0,0.1683463591450447,0.07063455459524257,0.2720790484880306
-1.0992460169267955,0.0,0.21617803273409217,0.12797222666311253,0.3180725207192516
-1.0992460169267955,1.0,0.16810891404753164,0.07100398934495612,0.2686778742283817
-1.0281154416382263,0.0,0.2207435975347031,0.13302928399290104,0.32412351722066707
-1.0281154416382263,1.0,0.16775328469061207,0.07152860739611393,0.2638113214162847
-0.9569848663496572,0.0,0.22545269052703928,0.1344974696426335,0.32216555649633677
-0.9569848663496572,1.0,0.1672622008307789,0.07556587298914033,0.26063067839390663
-0.8858542910610876,0.0,0.2302823319987942,0.1417733287584354,0.3291479636013885
-0.8858542910610876,1.0,0.16662177942342513,0.07618152100027237,0.25447275814932996
-0.8147237157725182,0.0,0.23520257291518457,0.13865597347679393,0.32895176845869434
-0.8147237157725182,1.0,0.1658319591903531,0.07697446113062661,0.25050531241172935
-0.7435931404839489,0.0,0.24017204983879203,0.14415533001884728,0.3362373693090091
-0.7435931404839489,1.0,0.16491285254744306,0.07778074608665472,0.2455190917319052
-0.6724625651953797,0.0,0.24513720508059186,0.15389259007472558,0.3467932109441185
-0.6724625651953797,1.0,0.1639015312550869,0.08438743634033899,0.2455619899443379
-0.6013319899068101,0.0,0.2500381951390312,0.15733310656091126,0.349442076360634
-0.6013319899068101,1.0,0.162841912478796,0.08371456893623251,0.23909707242376674
-0.5302014146182408,0.0,0.25481535589732723,0.1634922822944897,0.3585908775009222
-0.5302014146182408,1.0,0.16177426225705116,0.08708347390398623,0.23800423310620156
-0.4590708393296714,0.0,0.2594093391204787,0.16423690809546196,0.36157294740848867
-0.4590708393296714,1.0,0.1607370293460507,0.08890282881278472,0.23868697373369555
-0.38794026404110227,0.0,0.263759099366852,0.16799538878626735,0.3649327077502824
-0.38794026404110227,1.0,0.15978209114556235,0.09310850327361253,0.23857135151245035
-0.3168096887525327,0.0,0.26780175934754774,0.17351238377742453,0.37266083189872135
-0.3168096887525327,1.0,0.15898090482502358,0.09438978014366958,0.23470645822123362
-0.2456791134639632,0.0,0.27147530611591725,0.17176208000471857,0.3734763116447471
-0.2456791134639632,1.0,0.15840173378821945,0.09241613868288998,0.23171047039220996
-0.17454853817539395,0.0,0.2747227396680476,0.17647905234233882,0.3787188042984711
-0.17454853817539395,1.0,0.15808469236340428,0.08568740495346058,0.22270742261076917
-0.1034179628868247,0.0,0.2774892073929325,0.17476089061635244,0.3796967053838923
-0.1034179628868247,1.0,0.15804424378589377,0.0854768598098251,0.22246943277113918
-0.032287387598255224,0.0,0.2797142929120486,0.19165337788870643,0.39641111016337094
-0.032287387598255224,1.0,0.15828377254475584,0.08841237719414187,0.22500021143326576
0.03884318769031425,0.0,0.2813325239435119,0.194267786308346,0.39507717217329186
0.03884318769031425,1.0,0.15880326090910818,0.092147660753149,0.23046439473309377
0.1099737629788835,0.0,0.2822827733242287,0.190409222888459,0.38919410051577713
0.1099737629788835,1.0,0.15959801911123303,0.08901020030625806,0.23076046093755967
0.1811043382674527,0.0,0.28251643469358956,0.19372305253059732,0.3865954472511529
0.1811043382674527,1.0,0.16065941243132234,0.09419648577035426,0.23480225781559513
0.2522349135560222,0.0,0.28199533327872145,0.19882279881673343,0.38766988394322915
0.2522349135560222,1.0,0.16198071867857364,0.09454779014021115,0.23624849197512277
0.3233654888445917,0.0,0.28069093592101974,0.19502300837474656,0.3800594572877203
0.3233654888445917,1.0,0.16356914762927605,0.09067608483828771,0.2382106111986051
0.3944960641331612,0.0,0.27860593756692964,0.1962124356528806,0.3745786692196243
0.3944960641331612,1.0,0.16544019913744265,0.09187426465170578,0.24294205427721444
0.46562663942173016,0.0,0.2758016328662183,0.19541426849327886,0.36709751959683146
0.46562663942173016,1.0,0.16760308077563982,0.09508752546548935,0.24694853122819274
0.5367572147102997,0.0,0.27239975725324306,0.19844687180482576,0.3627179173865265
0.5367572147102997,1.0,0.17006333195903675,0.09566704092990908,0.24868505975837885
0.6078877899988692,0.0,0.268558577995788,0.20186907083709985,0.36221580058576996
0.6078877899988692,1.0,0.1728216104923604,0.09673954579492464,0.2560496955660326
0.6790183652874381,0.0,0.26446285825094945,0.19324842702494438,0.34919724729623663
0.6790183652874381,1.0,0.17586601462434798,0.08799619899541154,0.255117649280017
0.7501489405760076,0.0,0.2603132149546302,0.1903146285327479,0.34504821274042086
0.7501489405760076,1.0,0.17917240808574425,0.08893330336032444,0.26154642000352263
0.8212795158645771,0.0,0.25627922315223967,0.18233690325738924,0.3368285078339691
0.8212795158645771,1.0,0.18271177505722203,0.08920119996963795,0.26725007165832193
0.8924100911531466,0.0,0.25246684653859236,0.17447540202751183,0.328474135009346
0.8924100911531466,1.0,0.18644448377255723,0.09926022001908415,0.2802840803715082
0.9635406664417161,0.0,0.24893430877687964,0.1688731461107167,0.3207641277621879
0.9635406664417161,1.0,0.19031993318553167,0.09507344508531058,0.28054281850425533
1.034671241730285,0.0,0.24573394225732553,0.16362199385609755,0.31487834640742174
1.034671241730285,1.0,0.1943013813550801,0.0937311486287173,0.2882716094330792
1.1058018170188546,0.0,0.24291855801263276,0.15866303553430333,0.31022764601488334
1.1058018170188546,1.0,0.19837397634975967,0.10378436034070282,0.3061235998842964
1.1769323923074242,0.0,0.24053330814545215,0.15443037390003492,0.3066239516463882
1.1769323923074242,1.0,0.20252068987873842,0.09840752700931116,0.30795177285758224
