age	temp
0.94	-2.10214374176552
0.942	-1.88428592906499
0.944	-1.76340998137308
0.946	-1.75638230999564
0.948	-1.6945388018742
0.95	-1.50057507185696
0.952	-1.30380027328873
0.954	-1.1744911199439
0.956	-1.1520025715361
0.958	-0.983338458477627
0.96	-0.86246251078572
0.962	-0.908845141876801
0.964	-2.1935034696722
0.966	-1.56382411425388
0.968	-2.58283646398218
0.97	-2.49428780462648
0.972	-2.49428780462648
0.974	-2.10214374176552
0.976	-2.10917141314296
0.978	-1.90396340892181
0.98	-1.97564565697167
0.982	-1.67767239056836
0.984	-1.69875540470067
0.986	-2.17242045553989
0.988	-2.15414850995855
0.99	-2.08808839901065
0.992	-2.11901015307137
0.994	-2.30454067743569
0.996	-2.14430977003014
0.998	-1.88147486051402
1	-1.74092143296528
1.002	-1.72264948738395
1.004	-1.76903211847503
1.006	-2.07262752198029
1.008	-1.94050730008448
1.01	-2.12884889299978
1.012	-2.18366472974379
1.014	-2.12744335872429
1.016	-2.20755881242707
1.018	-1.87444718913658
1.02	-1.86320291493268
1.022	-1.5624185799784
1.024	-1.49073633192854
1.026	-1.67345578774189
1.028	-1.55960751142742
1.03	-1.74654357006723
1.032	-1.87444718913658
1.034	-2.28064659475241
1.036	-2.48866566752453
1.038	-2.70371241167409
1.04	-2.69246813747019
1.042	-2.37200632265909
1.044	-2.61656928659388
1.046	-2.53785936716659
1.048	-2.49709887317745
1.05	-2.58705306680864
1.052	-2.51537081875879
1.054	-2.46477158484125
1.056	-2.4366608993315
1.058	-2.17242045553989
1.06	-1.90677447747279
1.062	-1.64253403368117
1.064	-1.77324872130149
1.066	-1.56101304570291
1.068	-1.40640427539931
1.07	-1.04658750087456
1.072	-1.22368481958596
1.074	-1.16605791429098
1.076	-1.39234893264443
1.078	-1.6172344167224
1.08	-1.48089759200013
1.082	-1.74092143296528
1.084	-2.01781168523628
1.086	-1.89553020326889
1.088	-2.00375634248141
1.09	-2.17382598981537
1.092	-1.9826733283491
1.094	-1.9166132174012
1.096	-2.08808839901065
1.098	-2.23566949793682
1.1	-2.7135511516025
1.102	-2.39027826824042
1.104	-1.99813420537946
1.106	-2.22583075800841
1.108	-1.89131360044243
1.11	-2.15414850995855
1.112	-1.63691189657922
1.114	-2.01781168523628
1.116	-1.68470006194579
1.118	-1.99110653400203
1.12	-1.9826733283491
1.122	-2.49147673607551
1.124	-2.88221526466098
1.126	-2.74728397421419
1.128	-2.54207596999305
1.13	-2.20334220960061
1.132	-2.52802062723818
1.134	-2.62359695797131
1.136	-2.52099295586074
1.138	-2.08106072763321
1.14	-2.01078401385885
1.142	-2.0599777135009
1.144	-2.10776587886747
1.146	-2.03186702799116
1.148	-1.95456264283935
1.15	-1.94753497146192
1.152	-1.94191283435997
1.154	-1.74373250151626
1.156	-1.37829358988956
1.158	-1.68751113049677
1.16	-1.32207221887007
1.162	-1.47527545489818
1.164	-1.3080168761152
1.166	-1.43592049518454
1.168	-1.35018290437981
1.17	-1.31785561604361
1.172	-1.71983841883298
1.174	-1.49073633192854
1.176	-1.55257984004999
1.178	-1.55679644287645
1.18	-1.49354740047952
1.182	-1.57647392273327
1.184	-1.58209605983522
1.186	-1.57506838845778
1.188	-2.46898818766771
1.19	-2.54629257281951
1.192	-2.73322863145932
1.194	-2.84426583922282
1.196	-2.93843663568047
1.198	-2.63062462934875
1.2	-2.7908555367543
1.202	-2.73744523428578
1.204	-2.59970287528803
1.206	-2.38606166541396
1.208	-2.40433361099529
1.21	-1.9826733283491
1.212	-2.11619908452039
1.214	-0.956633307243369
1.216	-2.07403305625578
1.218	-2.09933267321455
1.22	-1.67767239056836
1.222	-1.7395158986898
1.224	-1.44857030366393
1.226	-1.54274110012157
1.228	-1.67345578774189
1.23	-1.50057507185696
1.232	-1.0971867347921
1.234	-1.16043577718903
1.236	-1.28693386198289
1.238	-0.956633307243369
1.24	-1.41343194677674
1.242	-1.40640427539931
1.244	-1.35018290437981
1.246	-2.29189086895631
1.248	-2.53785936716659
1.25	-2.78382786537686
1.252	-2.74868950848968
1.254	-2.7135511516025
1.256	-3.06493472047432
1.258	-2.23566949793682
1.26	-2.24972484069169
1.262	-2.02483935661372
1.264	-1.97845672552264
1.266	-1.93347962870705
1.268	-1.95456264283935
1.27	-1.97564565697167
1.272	-1.78589852978088
1.274	-1.771843187026
1.276	-1.75778784427113
1.278	-1.57506838845778
1.28	-1.39937660402187
1.282	-1.48089759200013
1.284	-1.57085178563132
1.286	-1.96861798559423
1.288	-1.9053689431973
1.29	-1.9053689431973
1.292	-2.24972484069169
1.294	-2.1372820986527
1.296	-2.20053114104963
1.298	-2.26378018344656
1.3	-1.6172344167224
1.302	-2.16539278416245
1.304	-2.08106072763321
1.306	-2.11619908452039
1.308	-1.9053689431973
1.31	-1.6945388018742
1.312	-1.64956170505861
1.314	-1.70156647325164
1.316	-1.56522964852937
1.318	-1.68329452767031
1.32	-1.98688993117556
1.322	-2.04311130219506
1.324	-2.22161415518194
1.326	-2.17242045553989
1.328	-2.29189086895631
1.33	-2.78382786537686
1.332	-1.79995387253575
1.334	-2.25675251206912
1.336	-2.09933267321455
1.338	-1.94050730008448
1.34	-1.86320291493268
1.342	-1.78589852978088
1.344	-1.59615140259009
1.346	-1.75778784427113
1.348	-1.91942428595217
1.35	-1.13935276305672
1.352	-1.81400921529062
1.354	-1.32207221887007
1.356	-1.0198823496403
1.358	-0.619305081126416
1.36	-0.816079879694639
1.362	-1.50479167468342
1.364	-1.15340810581159
1.366	-1.47668098917367
1.368	-1.76762658419954
1.37	-1.8168202838416
1.372	-1.86601398348366
1.374	-2.03889469936859
1.376	-2.01078401385885
1.378	-2.27783552620143
1.38	-2.46055498201478
1.382	-2.20053114104963
1.384	-2.35795097990421
1.386	-2.1372820986527
1.388	-1.96861798559423
1.39	-1.77887085840344
1.392	-0.998799335507989
1.394	-1.64534510223215
1.396	-1.4626256464188
1.398	-1.5399300315706
1.4	-1.31504454749263
1.402	-1.20260180545365
1.404	-1.22368481958596
1.406	-1.75778784427113
1.408	-1.85617524355524
1.41	-2.3481122399758
1.412	-2.17242045553989
1.414	-2.35513991135324
1.416	-2.26799678627302
1.418	-1.98970099972654
1.42	-2.01781168523628
1.422	-2.04592237074603
1.424	-1.63550636230374
1.426	-1.3080168761152
1.428	-1.72264948738395
1.43	-1.22368481958596
1.432	-1.26585084785058
1.434	-1.13935276305672
1.436	-0.281976855009463
1.438	-0.577139052861797
1.44	-1.15340810581159
1.442	-0.556056038729487
1.444	-0.858245907959257
1.446	-0.928522621733624
1.448	-0.816079879694639
1.45	-1.02691002101773
1.452	-1.89834127181986
1.454	-2.35513991135324
1.456	-2.44931070781089
1.458	-2.54488703854402
1.46	-2.54488703854402
1.462	-2.37622292548555
1.464	-2.26378018344656
1.466	-1.75778784427113
1.468	-2.08106072763321
1.47	-1.18854646269877
1.472	-2.01078401385885
1.474	-1.60317907396753
1.476	-1.49073633192854
1.478	-1.37829358988956
1.48	-1.30098920473776
1.482	-1.22368481958596
1.484	-1.0971867347921
1.486	-0.605249738371543
1.488	-0.942577964488496
1.49	-0.809052208317202
1.492	-0.675526452145909
1.494	-0.91446727897875
1.496	-1.15340810581159
1.498	-1.13091955740379
1.5	-1.108431008996
1.502	-1.0859424605882
1.504	-1.0634539121804
1.506	-1.04096536377261
1.508	-1.2517955050957
1.51	-1.4626256464188
1.512	-1.67345578774189
1.514	-1.88428592906499
1.516	-1.74794910434272
1.518	-1.61301781389594
1.52	-1.44857030366393
1.522	-1.77887085840344
1.524	-1.26585084785058
1.526	-1.58912373121266
1.528	-1.72967715876139
1.53	-2.49288227035099
1.532	-1.88428592906499
1.534	-2.270807854824
1.536	-1.71562181600651
1.538	-1.94050730008448
1.54	-2.16539278416245
1.542	-2.08106072763321
1.544	-1.50900827750988
1.546	-1.64815617078312
1.548	-1.78589852978088
1.55	-1.57506838845778
1.552	-1.81400921529062
1.554	-2.05295004212347
1.556	-1.89834127181986
1.558	-1.9053689431973
1.56	-1.91239661457474
1.562	-1.0971867347921
1.564	-1.51181934606085
1.566	-1.4626256464188
1.568	-1.35018290437981
1.57	-1.53290236019316
1.572	-2.17944812691732
1.574	-2.22161415518194
1.576	-2.15133744140758
1.578	-2.27783552620143
1.58	-2.18366472974379
1.582	-2.09089946756162
1.584	-1.99672867110397
1.586	-1.6945388018742
1.588	-1.70999967890456
1.59	-1.72546055593492
1.592	-1.74092143296528
1.594	-1.75497677572016
1.596	-1.77043765275052
1.598	-1.78589852978088
1.6	-1.87023058631012
1.602	-1.6172344167224
1.604	-1.771843187026
1.606	-1.23774016234083
1.608	-1.27990619060545
1.61	-1.5399300315706
1.612	-1.20962947683108
1.614	-1.67345578774189
1.616	-1.42045961815418
1.618	-1.87023058631012
1.62	-1.66642811636446
1.622	-1.78589852978088
1.624	-1.49073633192854
1.626	-1.53290236019316
1.628	-1.64956170505861
1.63	-1.95877924566582
1.632	-1.81400921529062
1.634	-1.97564565697167
1.636	-1.08313139203723
1.638	-1.43873156373551
1.64	-1.23774016234083
1.642	-1.20260180545365
1.644	-1.20962947683108
1.646	-1.79995387253575
1.648	-1.43451496090905
1.65	-2.26378018344656
1.652	-2.58705306680864
1.654	-2.22161415518194
1.656	-2.51677635303428
1.658	-1.78168192695442
1.66	-1.9826733283491
1.662	-2.43244429650504
1.664	-2.23566949793682
1.666	-2.1049548103165
1.668	-1.97283458842069
1.67	-2.3481122399758
1.672	-2.53083169578915
1.674	-1.86039184638171
1.676	-2.17944812691732
1.678	-1.75357124144467
1.68	-1.68751113049677
1.682	-1.57787945700876
1.684	-1.46684224924526
1.686	-1.35721057575725
1.688	-1.57506838845778
1.69	-1.49776400330598
1.692	-1.42045961815418
1.694	-1.43029835808259
1.696	-1.78589852978088
1.698	-0.984743992753115
1.7	-1.75778784427113
1.702	-1.72967715876139
1.704	-2.26378018344656
1.706	-2.58705306680864
1.708	-2.25675251206912
1.71	-1.92645195732961
1.712	-1.78589852978088
1.714	-1.48651972910208
1.716	-1.50057507185696
1.718	-1.18995199697426
1.72	-0.879328922091567
1.722	-1.44857030366393
1.724	-1.74373250151626
1.726	-1.88428592906499
1.728	-1.70156647325164
1.73	-1.51884701743829
1.732	-1.60317907396753
1.734	-1.56804071708035
1.736	-1.20260180545365
1.738	-1.88709699761596
1.74	-2.57299772405377
1.742	-2.39027826824042
1.744	-2.05295004212347
1.746	-1.771843187026
1.748	-2.5027210102794
1.75	-1.87725825768755
1.752	-1.2517955050957
1.754	-2.08808839901065
1.756	-1.37829358988956
1.758	-0.967877581447268
1.76	-0.556056038729487
1.762	-0.68536519207432
1.764	-0.816079879694639
1.766	-1.16746344856647
1.768	-0.900411936223877
1.77	-1.22368481958596
1.772	-1.18854646269877
1.774	-1.15340810581159
1.776	-1.20962947683108
1.778	-1.09015906341466
1.78	-0.970688649998242
1.782	-1.39234893264443
1.784	-1.81400921529062
1.786	-1.83509222942293
1.788	-1.85617524355524
1.79	-2.22161415518194
1.792	-2.58705306680864
1.794	-2.62921909507326
1.796	-1.72264948738395
1.798	-2.1372820986527
1.8	-1.77887085840344
1.802	-1.47668098917367
1.804	-1.67626685629287
1.806	-1.87725825768755
1.808	-1.6172344167224
1.81	-1.80857874195351
1.812	-1.33421092397655
1.814	-1.31664174553296
1.816	-1.33421092397655
1.818	-1.56261024374324
1.82	-1.75587120662274
1.822	-1.60653318985221
1.824	-1.45719517308169
1.826	-1.66802531440478
1.828	-1.33421092397655
1.83	-3.47765069409469
1.832	-1.53977031176657
1.834	-1.61004702554093
1.836	-1.6803237393153
1.838	-2.77488355635104
1.84	-2.38836163059203
1.842	-3.0384212330049
1.844	-2.42877074101229
1.846	-2.20388525693432
1.848	-2.01940888327661
1.85	-1.90520922339327
1.852	-1.66802531440478
1.854	-2.05454724016379
1.856	-1.39570304852912
1.858	-1.69437908207017
1.86	-1.89115388063839
1.862	-2.19510066771252
1.864	-2.45863834436639
1.866	-1.6328869575176
1.868	-1.79100956350992
1.87	-1.54504106529964
1.872	-1.93156299105865
1.874	-1.69086524638145
1.876	-1.6803237393153
1.878	-1.66802531440478
1.88	-1.30785715631116
1.882	-1.6416715467394
1.884	-1.36934928086373
1.886	-1.28150338864578
1.888	-1.50990270841246
1.89	-1.14094996109704
1.892	-1.34299551319834
1.894	-1.09702701498807
1.896	-1.53625647607785
1.898	-1.6030193541635
1.9	-1.94913216950224
1.902	-2.0369780617202
1.904	-2.12482395393816
1.906	-2.58162259347153
1.908	-2.77488355635104
1.91	-2.33565409526125
1.912	-2.15996231082534
1.914	-2.05454724016379
1.916	-2.07738717214046
1.918	-2.09847018627277
1.92	-2.49377670125358
1.922	-1.56261024374324
1.924	-1.78573880997685
1.926	-2.01062429405481
1.928	-1.87885545572788
1.93	-1.45719517308169
1.932	-1.42205681619451
1.934	-1.35178010242014
1.936	-1.24636503175859
1.938	-1.32542633475475
1.94	-1.8437170988407
1.942	-1.28150338864578
1.944	-1.51341654410118
1.946	-1.74708661740094
1.948	-2.05454724016379
1.95	-2.56405341502794
1.952	-2.66419773215641
1.954	-1.79100956350992
1.956	-1.86128627728429
1.958	-1.65572688949427
1.96	-1.73303127464607
1.962	-1.94034758028045
1.964	-1.66802531440478
1.966	-1.65045613596119
1.968	-1.58896401140862
1.97	-1.31664174553296
1.972	-0.982827355104723
1.974	-1.01796571199191
1.976	-1.01796571199191
1.978	-1.228795853315
1.98	-1.42381373403887
1.982	-1.62058853260709
1.984	-1.81560641333095
1.986	-2.01062429405481
1.988	-3.37223562343314
1.99	-2.12482395393816
1.992	-2.15996231082534
1.994	-2.47620752280998
1.996	-1.58017942218683
1.998	-2.2478082030433
2	-1.72073284973556
2.002	-2.21266984615611
2.004	-1.80857874195351
2.006	-1.56261024374324
2.008	-1.62410236829581
2.01	-1.42205681619451
2.012	-1.95791675872404
2.014	-1.91399381261506
2.016	-1.14622071463012
2.018	-1.24636503175859
2.02	-1.21122667487141
2.022	-0.965258176661132
2.024	-0.771997213781628
2.026	-1.14094996109704
2.028	-1.04783331534601
2.03	-1.46597976230348
2.032	-1.27271879942398
2.034	-1.8437170988407
2.036	-1.8437170988407
2.038	-1.90169538770455
2.04	-2.07211641860738
2.042	-1.84898785237377
2.044	-1.228795853315
2.046	-1.20244208564961
2.048	-1.17608831798423
2.05	-1.48354894074707
2.052	-1.35178010242014
2.054	-1.15851913954064
2.056	-0.991611944326519
2.058	-1.4396259946381
2.06	-1.64518538242812
2.062	-2.42349998747921
2.064	-1.89642463417147
2.066	-2.52891505814076
2.068	-2.63433012880231
2.07	-2.6431147180241
2.072	-2.88029862701258
2.074	-2.48499211203178
2.076	-2.45863834436639
2.078	-2.12482395393816
2.08	-2.55526882580615
2.082	-2.12482395393816
2.084	-2.30051573837407
2.086	-2.00183970483302
2.088	-2.35322327370484
2.09	-1.228795853315
2.092	-1.35178010242014
2.094	-1.62761620398452
2.096	-1.37813387008553
2.098	-1.21122667487141
2.1	-0.66658214312008
2.102	-0.982827355104723
2.104	-1.13743612540833
2.106	-1.29028797786757
2.108	-1.8437170988407
2.11	-1.48354894074707
2.112	-1.51341654410118
2.114	-1.54504106529964
2.116	-1.41327222697271
2.118	-1.1813590715173
2.12	-1.35529393810886
2.122	-1.52747188685605
2.124	-1.46597976230348
2.126	-1.56261024374324
2.128	-1.98427052638943
2.13	-1.9895412799225
2.132	-1.62058853260709
2.134	-1.25163578529167
2.136	-0.807135570668811
2.138	-0.561167072458532
2.14	-0.056931651127462
2.142	-1.01796571199191
2.144	-1.36934928086373
2.146	-1.73830202817915
2.148	-1.96670134794584
2.15	-2.66946848568949
