	ts	te
T0	35.0	31.83
T2	33.35	23.99
T3	33.1	28.17
T5	32.37	28.9
T7	31.06	24.52
T8	30.14	29.89
T9	30.07	26.42
T11	29.26	19.63
T12	29.06	27.3
T13	28.96	22.06
T14	28.71	23.71
T17	28.48	22.57
T18	28.29	26.38
T19	28.28	27.94
T20	27.79	26.92
T21	27.58	25.09
T22	27.56	24.8
T23	27.51	27.33
T24	27.42	19.24
T25	27.33	24.46
T26	26.94	26.18
T27	26.88	25.19
T28	26.86	26.31
T29	26.44	24.37
T30	26.41	20.66
T31	26.32	23.28
T33	26.25	25.3
T34	26.19	20.01
T35	26.15	24.78
T36	26.1	23.57
T37	26.06	25.72
T38	25.98	23.96
T39	25.97	24.08
T40	25.96	22.17
T41	25.93	24.95
T43	25.67	20.17
T44	25.45	24.9
T46	25.36	11.4
T47	25.33	20.59
T48	25.03	23.8
T49	24.83	23.53
T50	24.79	15.1
T51	24.66	23.95
T53	24.15	20.27
T55	24.06	21.01
T57	23.58	22.88
T58	23.14	21.32
T59	22.51	20.13
T62	22.29	21.71
T66	20.63	16.59
T67	20.36	16.73
T70	19.91	18.91
T71	19.64	18.03
T72	19.61	18.46
T74	19.31	0.0
T77	18.56	17.68
T79	18.13	16.64
T80	17.8	16.63
T81	17.77	15.36
T82	17.56	7.48
T83	17.0	15.07
T84	16.83	1.34
T85	16.73	6.67
T86	16.67	2.58
T87	16.27	2.1
T88	16.11	15.93
T89	15.88	0.0
T90	14.74	5.64
T92	13.63	9.54
T94	12.83	10.37
T95	12.76	9.04
T96	12.63	9.56
T100	11.51	9.83
T102	11.24	7.84
T103	11.06	9.99
T104	10.7	9.43
T107	10.52	0.0
T109	10.32	0.0
T110	10.23	0.0
T112	9.97	6.21
T113	9.91	6.47
T114	9.6	9.04
T116	9.51	3.34
T117	9.37	5.07
T118	9.25	6.45
T122	8.9	6.34
T126	8.29	5.89
T127	8.25	7.85
T128	8.05	0.0
T129	8.01	7.17
T130	7.86	7.56
T131	7.71	4.53
T132	7.48	3.31
T134	7.15	5.32
T137	6.67	2.43
T138	6.28	4.92
T142	5.43	0.0
T143	5.37	2.5
T144	5.31	0.0
T145	5.1	0.0
T146	4.67	0.53
T147	4.51	0.0
T148	4.47	1.68
T150	4.24	0.0
T152	4.12	0.0
T153	3.93	0.0
T154	3.87	3.19
T155	3.83	0.0
T156	3.8	1.89
T158	3.75	0.0
T160	3.62	0.0
T162	3.51	2.93
T166	3.38	2.27
T168	3.35	0.15
T169	3.31	0.0
T170	3.3	2.93
T172	3.24	0.0
T174	3.18	2.29
T175	3.11	2.89
T176	3.02	1.28
T180	2.81	0.0
T181	2.77	0.62
T183	2.65	0.63
T184	2.65	1.54
T186	2.33	0.0
T187	1.96	0.36
T188	1.84	0.0
T189	1.83	0.02
T190	1.8	0.0
T192	1.69	0.0
T193	1.67	0.0
T194	1.62	0.0
T196	1.44	0.14
T198	1.42	0.06
T199	1.38	0.0
T200	1.37	0.0
T201	1.31	0.0
T203	1.27	0.34
T205	0.8	0.0
T207	0.73	0.0
T208	0.72	0.22
T212	0.29	0.0
