	ts	te
T0	35.0	31.93
T1	34.61	34.19
T2	33.43	30.72
T3	32.71	29.47
T4	32.19	24.41
T5	32.06	30.45
T8	30.13	28.95
T9	29.56	22.74
T12	27.78	26.08
T13	26.69	25.78
T14	26.51	26.0
T15	25.28	24.71
T16	23.59	19.21
T17	23.53	20.0
T18	23.42	22.81
T19	22.72	19.12
T20	21.87	19.76
T22	20.7	17.41
T24	20.19	11.86
T25	20.18	16.34
T27	20.06	17.47
T28	19.96	17.09
T30	19.74	8.8
T32	19.14	16.86
T33	18.63	0.0
T34	18.51	13.93
T36	18.06	11.18
T38	17.71	13.89
T39	17.47	0.0
T40	17.37	15.48
T42	15.65	11.41
T43	15.52	9.73
T44	15.49	10.89
T45	15.37	8.82
T47	15.16	9.24
T48	14.83	5.32
T49	14.74	6.45
T51	14.42	8.25
T53	14.12	7.55
T54	13.83	11.51
T56	13.62	1.89
T57	13.57	8.37
T59	13.47	6.91
T60	13.38	10.48
T61	13.18	12.02
T62	13.1	10.2
T63	13.06	8.24
T65	12.82	11.97
T66	12.67	2.33
T67	12.48	12.3
T70	12.3	11.26
T71	12.29	6.36
T72	11.94	6.86
T73	11.93	10.56
T74	11.92	0.0
T75	11.75	10.84
T76	11.7	10.35
T78	11.63	10.1
T79	11.54	7.95
T80	11.5	0.0
T81	11.41	0.0
T83	10.83	0.0
T85	10.69	9.36
T87	10.64	0.0
T89	10.53	9.96
T90	10.5	8.44
T91	10.49	8.06
T92	10.47	7.15
T93	10.46	0.0
T96	10.2	7.45
T97	10.16	0.0
T98	9.86	7.44
T99	9.8	5.19
T100	9.79	8.64
T101	9.66	7.65
T102	9.47	0.0
T103	9.35	8.19
T104	9.33	6.65
T105	9.31	4.87
T106	9.27	3.48
T107	9.19	6.8
T108	9.04	1.83
T110	8.75	6.56
T112	8.69	2.32
T113	8.67	8.45
T115	8.5	1.47
T116	8.43	6.71
T119	8.28	6.7
T120	8.19	0.0
T121	8.11	7.57
T126	7.69	7.17
T127	7.62	5.7
T128	7.6	4.58
T130	7.59	0.0
T131	7.57	6.76
T134	7.52	6.14
T135	7.48	4.26
T136	7.42	0.0
T137	7.36	6.2
T140	7.24	6.02
T141	7.19	4.26
T142	7.15	6.35
T143	7.13	6.7
T144	7.02	0.0
T145	6.96	4.19
T146	6.77	3.46
T147	6.72	2.9
T148	6.69	0.0
T149	6.66	0.0
T151	6.64	0.0
T153	6.53	5.93
T154	6.33	6.08
T157	6.18	4.19
T158	6.1	3.78
T160	5.93	3.09
T162	5.87	0.0
T163	5.83	4.37
T164	5.83	4.52
T165	5.77	0.0
T166	5.75	0.0
T167	5.73	1.27
T168	5.71	0.0
T169	5.69	2.92
T170	5.63	5.18
T173	5.5	4.74
T174	5.46	0.0
T177	5.06	0.0
T179	4.95	0.0
T181	4.75	2.12
T185	4.57	0.0
T186	4.53	0.0
T187	4.5	3.23
T188	4.43	0.0
T191	4.24	2.43
T192	4.09	3.17
T193	4.02	0.47
T194	3.9	0.29
T195	3.83	2.22
T196	3.82	0.74
T198	3.72	3.16
T199	3.71	2.72
T201	3.62	1.86
T202	3.58	0.0
T203	3.53	0.82
T204	3.43	3.01
T207	3.28	0.87
T208	3.17	0.0
T209	3.13	0.0
T210	3.13	2.69
T211	2.98	0.0
T212	2.96	0.0
T216	2.83	0.0
T217	2.77	0.74
T218	2.7	0.0
T219	2.67	0.0
T220	2.42	0.0
T221	2.37	2.05
T222	2.36	0.0
T223	2.35	0.0
T224	2.34	0.0
T225	2.34	0.0
T226	2.18	1.12
T227	2.18	0.0
T228	2.16	0.0
T231	2.0	0.0
T232	1.91	0.14
T234	1.58	0.0
T235	1.45	0.0
T237	1.18	0.0
T238	1.17	0.0
T241	0.96	0.0
T242	0.94	0.0
T243	0.7	0.0
T245	0.62	0.0
T247	0.54	0.0
T249	0.44	0.0
T250	0.4	0.0
T253	0.24	0.0
T254	0.16	0.0
