	ts	te
T0	35.0	25.73
T1	34.54	30.16
T2	34.41	32.75
T3	34.23	19.71
T4	33.81	33.13
T5	33.54	33.17
T6	32.47	30.13
T7	32.01	30.75
T8	31.78	23.31
T9	31.29	29.62
T10	31.09	30.07
T13	30.35	18.32
T14	29.16	28.85
T15	29.15	28.84
T16	29.0	26.77
T18	27.89	27.46
T20	27.52	22.95
T21	27.26	20.15
T22	27.19	24.43
T24	26.97	12.72
T25	26.16	17.54
T27	25.64	23.09
T28	25.27	17.82
T29	24.73	14.99
T30	24.6	21.81
T31	24.32	24.16
T32	24.18	15.81
T33	23.93	22.51
T35	23.75	21.72
T36	23.72	18.9
T37	23.47	17.5
T40	23.17	22.14
T41	22.69	18.95
T43	22.6	19.79
T44	22.21	21.56
T45	21.97	8.54
T47	21.85	0.0
T48	21.27	13.78
T49	20.4	17.13
T50	20.35	18.81
T51	20.2	19.33
T52	20.01	14.39
T53	19.97	15.53
T54	19.9	14.39
T55	19.71	6.89
T56	19.54	17.57
T57	19.29	16.2
T58	19.09	15.99
T59	18.78	15.88
T60	18.38	10.53
T61	18.31	15.5
T62	18.21	14.66
T63	18.13	17.24
T64	17.67	15.29
T65	17.24	15.28
T66	17.09	12.65
T67	17.09	3.05
T68	16.84	14.34
T69	16.74	2.66
T70	16.54	11.35
T71	16.41	15.22
T73	16.08	0.0
T74	16.07	0.0
T75	15.94	14.98
T76	15.59	11.25
T77	15.58	8.26
T78	15.52	8.88
T79	15.45	10.71
T80	15.42	14.22
T81	15.16	14.07
T83	15.06	3.26
T84	15.06	14.46
T85	14.94	10.72
T86	14.58	13.98
T87	14.49	11.57
T88	14.37	6.07
T89	14.11	0.0
T90	14.03	12.03
T91	13.93	11.11
T92	13.91	9.99
T94	13.29	5.57
T95	13.21	8.36
T96	12.84	11.51
T97	12.68	10.49
T98	12.49	0.0
T99	12.46	11.64
T101	12.06	6.08
T102	11.62	2.16
T103	11.62	7.43
T104	11.56	6.2
T105	11.51	0.0
T106	11.38	1.48
T107	11.33	0.0
T108	11.27	5.11
T111	10.96	9.06
T112	10.94	8.83
T113	10.8	8.42
T114	9.52	5.99
T115	9.48	1.71
T116	9.46	6.71
T117	9.29	0.0
T118	9.24	6.92
T119	8.45	1.39
T120	8.17	5.82
T121	8.11	1.64
T122	8.1	0.0
T123	7.95	3.8
T125	7.81	6.15
T128	7.72	2.47
T129	7.27	0.69
T130	7.19	1.76
T131	7.12	3.42
T132	7.0	5.81
T133	6.71	0.0
T134	6.51	5.88
T135	6.47	0.0
T137	6.02	3.53
T138	5.71	0.0
T140	5.59	0.76
T141	5.53	3.9
T142	5.53	5.0
T143	5.47	3.82
T144	5.46	0.11
T145	5.35	0.59
T146	5.33	4.35
T147	5.07	0.31
T149	4.95	0.0
T150	4.89	0.0
T152	4.78	0.0
T153	4.7	4.34
T154	4.64	3.25
T155	4.62	0.0
T156	4.58	0.81
T157	4.37	0.0
T158	4.37	3.01
T159	4.34	3.33
T160	4.24	4.03
T161	4.22	0.0
T162	4.11	1.98
T163	4.1	3.86
T164	4.01	2.99
T165	3.91	0.0
T166	3.9	0.96
T167	3.81	2.77
T170	3.69	2.85
T171	3.66	0.0
T173	3.49	2.4
T174	3.42	3.25
T175	3.17	1.18
T176	3.12	0.12
T177	2.98	2.72
T178	2.83	0.0
T180	2.77	0.0
T181	2.74	0.0
T182	2.57	0.0
T184	2.41	0.0
T185	2.36	0.0
T186	2.22	0.0
T187	2.19	0.0
T188	2.09	0.0
T189	2.03	0.39
T190	2.03	1.6
T191	1.96	0.0
T192	1.92	0.92
T193	1.87	0.52
T194	1.86	0.0
T195	1.79	1.03
T196	1.79	0.68
T197	1.74	0.0
T198	1.73	0.0
T199	1.69	1.44
T200	1.63	0.0
T201	1.58	0.0
T202	1.5	0.0
T203	1.48	0.0
T204	1.47	0.0
T205	1.43	0.0
T206	1.36	0.0
T207	1.35	0.0
T209	1.34	0.0
T210	1.16	0.0
T211	1.11	0.03
T213	1.06	0.0
T214	1.05	0.0
T215	1.03	0.0
T216	1.01	0.49
T218	0.93	0.0
T219	0.91	0.0
T220	0.84	0.0
T223	0.66	0.0
T224	0.55	0.0
T232	0.31	0.0
T233	0.26	0.0
