	ts	te
T0	35.0	0.0
T1	32.33	30.92
T2	31.37	23.73
T3	30.97	0.0
T4	30.26	18.97
T8	27.08	8.93
T11	26.0	24.57
T14	25.4	17.04
T15	24.92	21.13
T17	24.49	22.26
T19	24.1	18.62
T22	22.99	0.0
T23	22.14	3.06
T24	21.84	15.41
T26	21.05	19.71
T27	20.52	16.1
T29	20.26	0.0
T30	20.13	9.38
T32	18.81	6.79
T34	18.77	0.0
T35	18.0	6.83
T36	17.98	0.0
T38	17.52	12.58
T39	17.34	0.0
T40	17.29	11.63
T42	17.11	14.35
T43	16.93	9.65
T44	16.49	9.2
T45	16.42	8.95
T46	16.36	7.29
T49	15.93	14.37
T50	15.74	0.0
T51	15.5	0.0
T52	15.46	6.08
T53	15.46	7.73
T54	15.34	15.18
T55	14.85	8.96
T56	14.78	11.05
T57	14.6	0.0
T58	14.42	0.0
T61	13.9	11.63
T62	13.71	13.37
T63	13.21	0.0
T64	13.14	0.0
T65	13.05	4.95
T66	12.91	8.92
T67	12.83	11.06
T68	12.0	5.26
T69	11.91	10.65
T70	11.83	7.63
T71	11.77	2.28
T74	10.83	6.87
T75	10.8	2.76
T76	10.72	8.89
T77	10.5	0.1
T78	10.42	5.51
T81	9.43	0.0
T82	8.76	0.0
T83	8.75	0.07
T84	8.71	0.0
T85	8.69	0.0
T86	8.63	0.0
T87	8.55	2.66
T88	8.15	0.0
T90	8.13	2.84
T91	8.09	2.85
T92	7.99	0.0
T94	7.94	5.06
T97	7.65	0.0
T98	7.63	0.0
T101	7.44	0.0
T102	7.43	0.0
T103	7.26	5.29
T104	7.16	0.0
T105	7.15	0.0
T106	7.09	6.13
T107	7.04	0.0
T108	6.97	0.0
T109	6.77	0.0
T110	6.55	3.94
T111	6.39	0.0
T112	6.24	0.0
T113	6.05	0.0
T114	6.05	0.0
T115	6.01	2.79
T116	5.78	0.0
T118	5.59	0.0
T119	5.47	0.0
T120	5.43	0.0
T121	5.34	0.0
T122	5.32	0.0
T123	5.25	0.0
T124	5.24	0.0
T125	5.24	0.0
T126	5.06	0.0
T127	4.9	0.0
T128	4.8	0.0
T129	4.49	0.04
T130	4.47	0.0
T131	4.43	0.82
T133	4.35	0.0
T134	4.31	0.0
T135	4.11	0.93
T136	4.11	0.0
T138	3.69	0.59
T139	3.67	0.0
T140	3.57	0.0
T141	3.54	0.0
T142	3.53	2.34
T143	3.49	0.0
T144	3.39	0.0
T145	3.32	2.13
T146	3.29	0.0
T149	3.1	0.0
T152	2.98	0.0
T153	2.9	0.94
T154	2.81	0.0
T155	2.78	0.0
T156	2.71	0.0
T157	2.53	0.0
T158	2.51	0.0
T160	2.44	0.0
T161	2.41	0.0
T162	2.35	0.44
T163	2.35	2.17
T164	2.25	0.0
T167	2.13	0.0
T168	2.0	0.0
T169	1.86	0.0
T170	1.65	0.03
T171	1.65	0.58
T173	1.52	0.0
T174	1.52	0.0
T176	1.38	0.0
T177	1.31	0.0
T178	1.3	0.0
T181	1.22	0.42
T182	1.22	0.0
T184	1.14	0.0
T185	1.12	0.0
T189	0.9	0.0
T190	0.83	0.0
T192	0.65	0.0
T193	0.53	0.0
T199	0.33	0.0
T201	0.28	0.25
T202	0.27	0.0
T207	0.17	0.0
T208	0.14	0.0
