	ts	te
T0	35.0	29.93
T2	31.65	0.0
T5	27.18	22.41
T6	26.84	22.9
T8	26.0	16.65
T9	23.18	22.32
T10	23.13	22.59
T11	23.12	13.52
T13	20.69	7.93
T14	19.14	1.73
T15	19.09	4.13
T16	18.19	0.0
T17	17.69	0.0
T18	17.37	4.99
T19	16.53	11.19
T20	16.2	9.42
T21	15.71	12.29
T23	15.24	9.72
T24	15.1	0.0
T25	15.08	3.11
T26	15.05	6.79
T27	14.92	3.35
T28	14.85	11.29
T29	14.75	9.21
T32	14.37	0.0
T33	14.35	8.41
T34	14.25	10.55
T35	14.08	12.63
T36	14.02	0.0
T37	13.63	11.6
T38	13.36	0.0
T40	13.21	12.05
T41	13.12	0.0
T42	12.92	11.99
T43	12.75	0.0
T45	12.56	8.53
T46	12.55	6.38
T47	12.47	9.86
T48	12.47	7.93
T51	12.35	0.0
T52	12.24	8.08
T53	12.04	4.64
T54	11.96	10.66
T55	11.78	9.45
T56	11.28	7.74
T58	10.94	5.6
T60	10.77	6.23
T61	10.65	0.0
T62	10.63	5.08
T63	10.59	7.5
T64	10.41	6.31
T66	10.38	10.28
T67	10.32	6.86
T68	10.24	5.67
T69	10.22	0.0
T70	9.89	0.0
T71	9.8	6.67
T73	9.32	0.0
T74	9.29	6.86
T75	8.96	8.5
T76	8.83	5.63
T77	8.77	4.35
T78	8.69	8.09
T79	8.59	7.83
T80	8.33	6.21
T81	8.25	5.65
T82	8.25	8.05
T83	8.12	6.25
T84	8.08	3.22
T86	7.75	0.0
T87	7.72	2.05
T88	7.72	7.07
T91	7.49	0.8
T93	7.46	0.0
T94	7.42	0.93
T95	7.3	0.0
T96	7.29	5.18
T97	7.26	2.66
T98	7.23	0.0
T100	7.09	6.65
T101	6.98	0.0
T102	6.98	2.33
T103	6.97	0.0
T104	6.92	0.0
T105	6.83	0.0
T106	6.76	0.0
T107	6.73	0.0
T108	6.58	0.41
T109	6.51	0.0
T110	6.41	0.0
T111	6.38	0.0
T112	6.35	0.0
T113	6.22	0.0
T114	6.15	0.0
T115	5.69	0.0
T116	5.69	3.64
T117	5.65	0.0
T118	5.62	0.0
T119	5.44	0.0
T120	5.34	0.0
T121	5.26	0.0
T122	5.26	0.0
T124	5.1	0.0
T125	5.06	0.0
T126	4.99	0.0
T127	4.98	0.0
T128	4.9	0.0
T129	4.9	0.0
T131	4.87	4.44
T132	4.75	0.0
T133	4.71	0.0
T134	4.63	0.0
T135	4.54	0.0
T136	4.51	4.1
T137	4.48	3.45
T139	4.39	0.0
T140	4.38	0.0
T141	4.37	3.1
T143	4.13	0.0
T144	4.02	0.0
T145	4.0	0.0
T147	3.9	1.49
T148	3.88	0.0
T149	3.84	0.0
T150	3.8	0.0
T151	3.72	0.0
T152	3.66	0.84
T153	3.59	0.0
T154	3.53	0.0
T155	3.44	1.78
T157	3.22	0.0
T158	3.2	0.27
T159	3.11	0.0
T160	3.07	0.0
T161	3.04	1.4
T162	2.99	0.0
T166	2.84	0.0
T167	2.6	1.92
T169	2.45	0.0
T172	2.1	0.0
T174	2.05	1.04
T175	2.04	0.0
T177	2.03	0.0
T178	2.0	1.2
T179	2.0	0.0
T180	2.0	0.0
T181	1.92	0.0
T183	1.81	0.33
T184	1.76	0.0
T185	1.69	0.44
T186	1.6	1.25
T188	1.58	0.0
T190	1.54	0.0
T191	1.44	0.0
T192	1.42	0.0
T194	1.36	0.0
T196	1.27	0.0
T197	1.27	0.0
T198	1.18	0.0
T199	0.97	0.0
T200	0.84	0.0
T201	0.73	0.2
T203	0.47	0.0
T210	0.23	0.0
