	ts	te
T0	35.0	25.05
T1	34.91	33.88
T2	33.75	26.53
T3	33.43	10.03
T4	32.95	15.77
T5	32.64	30.94
T6	30.65	17.23
T8	28.72	10.99
T9	28.7	14.67
T10	27.59	13.43
T11	27.45	20.89
T12	26.91	10.43
T13	26.76	19.3
T14	26.61	14.59
T15	26.52	13.22
T16	26.29	14.79
T17	26.28	2.64
T18	26.18	14.92
T19	25.79	10.12
T20	25.52	16.22
T21	25.46	12.36
T22	25.21	16.27
T23	25.16	14.87
T24	24.88	13.17
T25	24.75	13.39
T26	24.56	20.63
T27	24.45	14.45
T28	24.29	13.23
T29	24.21	10.07
T30	24.16	10.43
T31	24.05	19.8
T32	23.95	16.43
T33	23.95	14.93
T34	23.75	0.0
T35	23.64	14.41
T37	23.59	18.65
T38	23.38	12.31
T39	23.36	19.5
T40	23.27	13.17
T41	23.11	0.0
T42	23.08	11.45
T43	23.01	14.81
T44	22.83	14.77
T45	22.75	14.59
T46	22.72	0.0
T48	22.51	14.78
T49	22.47	11.23
T50	22.39	20.33
T51	22.37	17.41
T53	22.36	13.16
T54	22.17	16.85
T55	22.16	11.69
T56	22.14	11.48
T57	22.04	12.8
T58	21.99	14.37
T59	21.98	14.27
T60	21.96	14.62
T61	21.96	19.96
T62	21.9	18.25
T64	21.73	20.31
T65	21.71	0.0
T66	21.71	12.48
T67	21.64	13.82
T68	21.62	10.81
T69	21.59	0.0
T70	21.55	0.0
T71	21.49	1.86
T72	21.49	10.46
T73	21.48	15.01
T74	21.44	14.19
T76	21.39	14.31
T77	21.37	12.16
T78	21.36	0.0
T79	21.25	15.01
T80	21.24	10.11
T81	21.22	20.5
T82	21.21	11.83
T83	21.2	0.0
T84	21.11	16.16
T85	21.1	14.54
T86	21.07	12.68
T87	21.05	15.86
T88	21.0	0.0
T89	20.97	14.23
T90	20.96	13.94
T91	20.95	20.05
T92	20.95	11.15
T93	20.92	13.46
T94	20.86	18.03
T95	20.81	14.46
T96	20.77	17.0
T97	20.75	12.87
T98	20.74	0.0
T99	20.74	14.69
T100	20.72	14.33
T102	20.7	15.41
T103	20.69	15.61
T104	20.66	16.09
T106	20.51	4.89
T107	20.51	12.94
T108	20.42	10.69
T110	20.34	0.0
T111	20.33	11.66
T113	20.28	12.52
T114	20.28	0.0
T116	20.18	0.0
T118	20.08	11.35
T119	20.07	12.51
T120	20.06	12.43
T121	20.03	12.51
T122	20.03	14.35
T123	20.02	13.91
T124	20.01	13.33
T125	19.94	14.87
T126	19.89	14.57
T127	19.85	12.34
T128	19.65	10.37
T129	19.62	12.14
T131	19.37	11.58
T132	19.36	0.0
T134	19.26	12.27
T135	19.14	0.0
T136	19.08	10.23
T137	19.06	13.56
T138	19.0	11.46
T140	18.83	11.44
T142	18.8	0.0
T144	18.69	0.0
T145	18.63	0.0
T146	18.62	14.39
T147	18.56	0.0
T148	18.47	0.0
T149	18.4	13.49
T150	18.38	12.23
T151	18.37	15.95
T152	18.19	15.1
T153	18.14	12.88
T154	18.14	0.0
T155	18.11	0.0
T157	17.81	14.22
T158	17.81	11.74
T159	17.7	15.43
T161	17.66	15.89
T162	17.56	0.0
T163	17.47	13.92
T164	17.43	17.21
T165	17.39	0.0
T166	17.29	15.08
T167	17.2	10.62
T168	17.16	0.0
T169	17.12	14.13
T170	17.11	0.0
T171	17.06	0.0
T172	17.06	0.0
T173	16.98	0.0
T174	16.96	0.0
T175	16.92	11.01
T176	16.73	0.0
T178	16.61	11.76
T179	16.6	11.16
T180	16.58	12.29
T181	16.55	13.81
T183	16.5	11.06
T185	16.15	12.51
T186	16.13	13.21
T190	15.92	13.29
T191	15.91	14.05
T192	15.9	11.17
T193	15.88	13.92
T194	15.83	12.02
T195	15.79	13.78
T198	15.61	11.1
T199	15.6	14.28
T201	15.31	14.8
T202	15.3	13.68
T203	15.15	0.0
T205	14.82	12.17
T206	14.65	0.0
T208	14.56	13.33
T209	14.23	5.85
T210	14.11	12.63
T212	14.07	13.91
T215	13.97	10.71
T216	13.88	10.96
T217	13.85	13.4
T218	13.73	11.88
T219	13.7	11.0
T220	13.68	0.0
T221	13.47	0.0
T222	13.47	11.66
T223	13.42	0.0
T226	13.04	11.34
T227	13.03	0.0
T228	13.02	12.33
T229	12.92	0.0
T231	12.61	11.94
T233	12.32	0.0
T234	12.3	0.0
T235	12.15	0.0
T236	12.13	0.0
T237	12.03	0.0
T238	11.94	0.0
T239	11.86	0.0
T240	11.82	0.0
T242	10.97	10.65
T244	10.7	0.0
T245	10.61	0.0
T246	10.27	0.0
T247	10.23	0.0
T248	10.19	0.0
T250	8.99	0.0
T251	8.84	0.0
T252	8.83	0.0
T253	3.12	0.0
