	ts	te
T0	35.0	25.89
T1	34.72	25.22
T3	32.84	27.34
T4	29.34	23.52
T5	28.99	13.74
T6	28.58	24.69
T7	28.55	14.48
T8	27.1	26.01
T9	27.09	5.46
T10	25.49	20.71
T11	24.79	23.95
T12	24.66	0.2
T13	24.22	18.74
T14	23.59	17.38
T17	21.54	11.21
T18	21.32	10.78
T20	20.83	0.0
T21	20.7	7.62
T22	20.63	0.0
T23	20.16	15.77
T24	20.01	14.64
T25	19.75	15.81
T26	19.7	0.0
T27	19.61	0.85
T28	19.54	15.34
T30	19.38	18.94
T31	18.76	0.0
T32	18.35	0.0
T33	18.17	0.0
T34	17.71	15.07
T35	17.52	0.0
T36	17.51	2.84
T37	17.5	0.0
T38	17.02	14.99
T39	16.96	0.0
T40	16.96	3.39
T42	16.88	9.49
T43	16.4	12.08
T44	16.37	4.31
T45	16.36	13.79
T46	16.08	0.0
T47	15.96	0.0
T48	15.55	14.47
T49	15.54	13.94
T51	15.35	1.75
T52	15.2	10.46
T53	14.88	3.77
T54	14.77	4.04
T56	14.3	0.0
T57	14.27	10.82
T58	14.26	0.0
T59	14.25	14.19
T60	14.03	0.0
T61	14.0	0.0
T62	13.55	13.06
T63	13.31	10.26
T64	12.96	11.71
T65	12.94	8.42
T66	12.63	0.0
T67	12.46	0.0
T68	12.42	0.0
T69	12.37	0.0
T70	12.23	5.7
T71	12.11	0.0
T72	12.05	0.0
T73	11.82	0.0
T74	11.79	7.16
T75	11.64	0.0
T76	11.59	2.53
T77	11.51	10.42
T78	11.34	0.0
T79	11.23	9.89
T80	11.16	0.0
T81	10.95	5.88
T82	10.86	2.4
T83	10.65	8.61
T84	10.54	0.19
T85	10.36	0.0
T86	10.29	0.0
T87	10.21	0.0
T88	10.18	0.0
T89	10.17	0.0
T90	10.07	8.81
T91	10.05	0.0
T92	9.93	4.07
T93	9.92	7.24
T94	9.76	9.23
T95	9.74	0.0
T96	9.6	0.0
T97	9.56	8.59
T98	9.41	0.0
T99	9.4	7.11
T100	9.34	2.16
T101	9.28	8.17
T102	9.04	0.0
T103	8.99	0.0
T104	8.98	0.0
T105	8.96	0.0
T106	8.74	5.49
T107	8.71	0.0
T109	8.67	6.29
T110	8.57	5.41
T111	8.39	7.38
T112	8.39	0.0
T113	8.16	2.7
T114	8.07	0.0
T115	8.07	0.0
T116	7.95	0.0
T117	7.91	0.0
T118	7.87	0.0
T119	7.84	3.44
T120	7.74	0.0
T121	7.73	0.0
T122	7.69	0.0
T124	7.61	0.0
T125	7.48	0.0
T126	7.28	0.0
T127	7.23	4.04
T128	7.21	4.7
T129	7.17	0.59
T130	7.13	0.0
T131	7.09	0.0
T132	7.08	0.23
T133	6.99	0.0
T134	6.98	6.67
T135	6.9	4.37
T136	6.85	3.22
T137	6.78	5.58
T138	6.75	0.0
T139	6.72	0.0
T140	6.7	0.0
T141	6.69	0.0
T142	6.69	2.77
T143	6.65	0.0
T144	6.54	0.0
T145	6.48	0.0
T146	6.47	1.62
T148	6.44	2.26
T149	6.29	0.0
T150	6.27	0.0
T151	6.23	1.55
T152	6.17	4.25
T153	6.17	0.0
T154	6.1	4.49
T155	6.07	0.0
T156	6.04	0.48
T157	5.99	0.0
T158	5.99	0.0
T159	5.95	5.21
T160	5.94	2.36
T161	5.86	0.0
T162	5.79	0.0
T163	5.79	0.0
T164	5.72	2.58
T165	5.71	0.16
T167	5.61	2.52
T168	5.6	4.52
T169	5.55	0.0
T170	5.5	0.0
T171	5.5	0.0
T172	5.44	4.79
T173	5.41	0.76
T174	5.35	0.99
T176	5.09	0.0
T177	5.06	0.0
T178	5.02	0.0
T179	4.98	0.97
T181	4.87	0.0
T182	4.85	0.0
T183	4.85	0.0
T184	4.78	0.0
T186	4.64	0.74
T187	4.62	1.26
T188	4.54	1.82
T189	4.52	0.97
T190	4.5	0.27
T191	4.46	2.25
T192	4.41	0.0
T193	4.36	0.0
T194	4.32	0.0
T195	4.21	0.0
T196	4.2	0.0
T197	4.14	0.0
T198	4.12	0.0
T199	4.04	0.0
T200	4.01	1.2
T201	3.93	0.0
T202	3.87	0.0
T203	3.82	3.07
T204	3.75	0.0
T205	3.74	1.37
T206	3.69	0.0
T207	3.68	0.0
T208	3.62	0.0
T209	3.57	0.0
T210	3.41	0.82
T211	3.32	0.0
T212	3.31	0.0
T213	3.28	0.0
T214	3.24	0.0
T215	3.22	0.4
T216	3.22	1.95
T217	3.18	0.0
T218	3.16	0.0
T219	3.16	0.0
T220	3.07	0.0
T221	3.03	0.52
T222	2.98	1.31
T225	2.92	0.0
T226	2.78	0.0
T227	2.69	0.0
T228	2.65	0.0
T229	2.63	1.63
T230	2.62	0.0
T231	2.58	0.0
T232	2.52	0.0
T233	2.49	0.0
T234	2.39	0.0
T235	2.39	0.0
T236	2.32	0.0
T237	2.27	0.0
T238	2.21	0.0
T240	2.11	0.0
T241	2.11	0.0
T242	1.98	0.0
T243	1.94	0.0
T246	1.77	0.0
T249	1.69	0.0
T250	1.67	0.0
T253	1.48	0.0
T254	1.48	0.0
T255	1.41	0.0
T256	1.41	0.0
T258	1.37	0.0
T264	1.22	0.0
T265	1.11	0.0
T266	1.07	0.0
T269	1.04	0.0
T270	1.02	0.0
T272	1.0	0.0
T273	0.98	0.0
T274	0.98	0.0
T275	0.85	0.0
T276	0.83	0.0
T277	0.83	0.0
T278	0.82	0.0
T279	0.79	0.0
T281	0.62	0.0
T289	0.34	0.0
T290	0.32	0.0
T292	0.22	0.0
