	ts	te
T0	35.0	10.38
T1	30.29	24.8
T2	26.58	12.69
T3	25.62	3.35
T4	25.42	24.66
T5	24.59	17.9
T6	23.84	22.67
T8	20.87	18.17
T9	20.85	16.93
T10	20.41	19.87
T11	20.01	2.85
T12	19.99	14.25
T13	19.48	19.1
T14	19.35	16.38
T15	18.73	17.3
T16	18.42	11.62
T17	18.27	13.08
T18	18.1	12.4
T19	18.08	0.09
T20	18.05	9.65
T21	17.74	14.84
T22	17.07	5.73
T23	16.99	15.01
T24	16.02	2.38
T25	15.86	13.71
T26	15.62	1.24
T27	15.46	5.41
T28	15.31	0.0
T29	15.11	8.5
T30	14.99	9.78
T31	14.86	8.92
T32	14.42	0.0
T33	13.96	7.49
T34	13.95	9.01
T35	13.93	12.58
T36	13.85	0.0
T37	13.4	9.51
T38	13.33	7.15
T39	13.11	10.73
T40	13.04	7.67
T41	12.74	7.89
T42	12.7	11.54
T43	12.62	0.0
T44	12.56	0.0
T45	12.54	0.0
T46	12.46	9.61
T47	12.33	10.43
T48	12.26	6.32
T49	12.25	10.55
T50	12.2	9.8
T51	12.13	9.53
T52	12.13	8.7
T53	12.11	0.0
T54	11.84	0.0
T55	11.63	7.81
T56	11.6	6.4
T58	11.52	4.32
T59	11.48	10.6
T60	11.41	0.0
T61	11.33	11.16
T63	11.27	6.38
T64	11.11	5.46
T65	11.11	8.39
T66	11.02	6.71
T67	11.0	8.15
T69	10.92	0.0
T70	10.83	6.39
T71	10.66	8.44
T72	10.49	0.0
T73	10.36	10.04
T74	10.15	9.9
T75	10.11	0.0
T76	10.09	3.58
T77	9.99	9.84
T78	9.92	3.42
T79	9.7	8.33
T80	9.62	7.25
T81	9.59	0.0
T83	9.29	6.3
T84	9.17	6.46
T85	9.14	0.0
T86	9.02	8.65
T87	9.01	6.96
T88	8.9	4.3
T89	8.86	0.0
T90	8.78	5.14
T91	8.76	5.66
T92	8.74	0.0
T93	8.62	6.71
T94	8.47	0.0
T95	8.28	2.38
T96	8.23	5.07
T97	8.12	4.51
T98	8.06	5.99
T99	8.03	0.0
T100	7.98	0.0
T101	7.71	5.1
T102	7.63	6.09
T103	7.58	3.07
T104	7.46	0.0
T105	7.39	3.97
T106	7.39	2.39
T107	7.38	6.54
T109	7.25	0.0
T110	7.25	0.0
T111	7.24	4.81
T112	7.16	5.91
T113	7.14	3.1
T114	6.94	2.33
T115	6.92	5.79
T116	6.9	0.0
T117	6.89	0.0
T118	6.86	0.0
T120	6.79	0.0
T121	6.78	0.0
T122	6.64	5.18
T123	6.59	0.0
T124	6.33	4.38
T125	6.3	5.51
T126	6.19	0.0
T127	6.13	0.0
T129	5.92	3.59
T130	5.84	0.0
T131	5.81	0.0
T132	5.79	0.0
T134	5.79	0.0
T135	5.73	0.0
T136	5.55	0.0
T137	5.52	0.0
T138	5.5	0.0
T139	5.42	0.0
T140	5.38	0.0
T141	5.28	0.0
T142	5.26	0.0
T143	5.23	0.0
T144	5.21	2.3
T145	5.18	0.0
T146	5.17	0.14
T147	5.12	0.0
T148	5.07	0.51
T149	5.06	0.0
T150	5.02	0.0
T151	4.98	0.0
T153	4.84	0.0
T154	4.69	0.0
T155	4.65	0.0
T156	4.62	0.0
T157	4.62	4.21
T158	4.57	0.0
T160	4.39	0.0
T161	4.38	0.0
T162	4.34	0.0
T163	4.2	0.0
T164	4.16	0.0
T165	4.16	0.0
T166	4.14	0.0
T167	4.11	0.0
T168	4.1	0.0
T169	4.06	2.06
T170	3.9	0.0
T171	3.77	0.0
T172	3.75	0.0
T173	3.75	0.0
T174	3.75	0.0
T175	3.66	0.0
T177	3.61	0.0
T178	3.61	0.0
T179	3.57	0.0
T180	3.49	0.0
T181	3.49	0.0
T182	3.48	0.0
T183	3.44	0.0
T184	3.41	0.0
T186	3.28	1.85
T187	3.27	0.0
T188	3.21	0.0
T189	3.2	0.0
T192	3.11	0.0
T194	3.08	0.0
T195	2.92	0.0
T196	2.83	0.0
T197	2.82	1.78
T198	2.8	0.0
T199	2.79	0.0
T200	2.71	0.77
T202	2.55	0.0
T203	2.45	1.57
T204	2.39	0.0
T205	2.3	1.41
T206	2.26	0.0
T208	2.22	0.0
T209	2.22	1.08
T210	2.18	1.27
T211	2.13	0.0
T212	2.08	0.22
T213	2.06	0.0
T214	2.01	0.0
T216	1.94	1.56
T217	1.94	0.92
T219	1.85	0.0
T220	1.79	0.0
T221	1.76	0.0
T222	1.73	0.0
T223	1.73	1.05
T224	1.72	0.0
T225	1.38	0.0
T226	1.31	0.25
T228	1.14	0.0
T229	1.07	0.6
T230	0.94	0.0
T233	0.81	0.0
T234	0.78	0.47
T235	0.67	0.0
T236	0.57	0.0
T237	0.55	0.0
T240	0.46	0.0
