	ts	te
T0	35.0	21.32
T1	33.72	11.2
T2	33.68	9.75
T3	30.45	9.44
T4	29.63	14.23
T5	27.77	25.37
T6	27.12	13.4
T7	26.97	12.14
T8	26.56	15.79
T9	26.44	13.89
T10	26.33	14.34
T11	25.84	10.56
T12	25.82	23.21
T13	25.74	9.23
T14	25.55	21.23
T15	25.4	12.37
T16	25.39	15.7
T17	25.33	15.92
T18	25.33	16.85
T19	25.22	10.01
T20	25.16	13.43
T21	25.12	15.83
T22	25.05	20.09
T23	24.91	12.7
T24	24.88	18.52
T25	24.86	22.82
T26	24.8	15.84
T27	24.79	14.69
T28	24.72	22.29
T29	24.67	18.2
T30	24.63	23.79
T31	24.46	15.43
T32	24.4	17.5
T33	24.36	18.75
T34	24.24	10.34
T35	24.18	9.65
T36	24.07	13.48
T37	23.77	14.08
T38	23.64	16.4
T39	23.61	16.23
T40	23.53	18.98
T41	23.5	12.4
T42	23.42	6.66
T43	23.36	11.06
T44	23.23	17.56
T45	23.11	10.86
T46	23.11	15.72
T47	23.07	20.84
T48	22.96	14.74
T49	22.79	14.97
T50	22.71	16.09
T51	22.59	16.64
T52	22.58	17.17
T53	22.56	17.32
T54	22.54	18.87
T55	22.4	15.66
T56	22.39	18.01
T57	22.37	12.13
T58	22.35	15.08
T59	22.32	11.95
T60	22.32	18.09
T61	22.23	14.37
T62	22.14	14.0
T63	22.12	20.72
T64	22.12	17.18
T65	22.07	19.24
T66	22.06	17.06
T67	22.05	17.75
T68	21.69	15.65
T69	21.62	20.44
T70	21.57	13.87
T71	21.56	18.21
T72	21.5	19.23
T73	21.42	14.29
T74	21.22	14.23
T75	21.2	11.47
T76	21.16	17.63
T78	21.06	10.95
T79	21.01	10.6
T80	20.97	20.49
T81	20.9	10.17
T82	20.8	13.79
T83	20.79	10.05
T84	20.74	11.5
T85	20.67	12.06
T86	20.67	12.65
T87	20.58	11.39
T88	20.57	17.9
T89	20.55	17.62
T90	20.46	15.98
T91	20.44	13.74
T92	20.43	18.2
T93	20.32	9.84
T94	20.26	18.82
T96	20.18	14.66
T97	20.15	17.55
T98	20.12	12.47
T99	20.1	11.75
T100	20.1	14.61
T101	20.09	18.79
T102	20.08	9.59
T103	20.02	15.39
T104	19.98	14.2
T105	19.98	15.6
T106	19.92	13.43
T107	19.91	9.15
T108	19.81	9.07
T109	19.81	12.53
T110	19.81	12.85
T111	19.8	16.78
T112	19.79	11.13
T113	19.79	15.92
T114	19.72	17.27
T115	19.72	13.19
T116	19.7	15.64
T117	19.66	19.03
T118	19.65	8.38
T119	19.64	13.73
T120	19.59	15.61
T121	19.55	4.58
T122	19.53	3.99
T123	19.44	15.67
T124	19.4	13.97
T125	19.37	5.63
T127	19.33	10.18
T128	19.33	16.23
T129	19.23	14.87
T130	19.21	13.32
T131	19.17	13.67
T133	19.13	17.94
T134	19.11	16.62
T136	19.08	12.46
T137	18.97	18.16
T138	18.89	17.31
T139	18.89	9.92
T140	18.88	13.14
T142	18.84	17.03
T143	18.74	15.99
T144	18.73	17.46
T145	18.69	9.88
T146	18.67	11.41
T147	18.61	12.08
T148	18.55	5.93
T149	18.52	17.76
T151	18.44	14.13
T152	18.44	8.6
T153	18.37	10.24
T154	18.3	15.89
T155	18.29	15.0
T156	18.21	17.35
T157	18.21	16.88
T158	18.19	16.05
T159	18.19	14.28
T160	18.18	14.11
T161	18.12	10.36
T162	18.11	11.07
T164	18.07	16.95
T165	17.92	0.0
T167	17.85	14.38
T169	17.61	16.16
T172	17.5	10.41
T173	17.32	11.01
T174	17.26	13.78
T179	16.92	13.41
T180	16.81	14.99
T181	16.76	14.9
T184	16.66	8.22
T185	16.6	10.57
T186	16.59	5.64
T188	16.53	15.43
T189	16.42	13.53
T190	16.37	10.2
T191	16.37	6.36
T192	16.18	12.67
T193	16.1	15.29
T194	16.09	7.72
T195	15.82	9.98
T196	15.75	13.7
T199	15.65	9.06
T200	15.58	8.23
T201	15.58	12.96
T203	15.54	14.83
T204	15.46	13.37
T205	15.45	6.83
T206	15.39	0.0
T207	15.35	12.72
T208	15.31	13.76
T209	15.23	12.73
T211	15.0	12.47
T212	14.83	13.68
T213	14.77	11.16
T214	14.66	13.23
T215	14.65	12.89
T216	14.61	11.77
T217	14.59	14.21
T218	14.52	9.82
T219	14.49	10.25
T220	14.45	12.73
T221	14.44	13.55
T222	14.43	10.18
T224	14.37	11.91
T225	14.33	11.54
T229	13.87	11.62
T230	13.75	11.79
T233	13.59	9.07
T234	13.58	7.71
T235	13.54	8.71
T238	13.45	10.41
T239	13.42	11.86
T240	13.4	9.47
T241	13.34	0.0
T242	13.26	11.66
T243	13.22	3.51
T244	13.02	7.52
T245	12.99	9.05
T246	12.92	9.3
T247	12.87	4.92
T248	12.8	10.66
T249	12.79	9.47
T250	12.71	12.5
T251	12.6	3.16
T254	11.77	0.42
T255	11.56	8.02
T257	11.47	2.72
T258	11.39	6.54
T259	11.37	10.14
T260	11.22	0.0
T262	10.83	8.54
T263	10.82	8.8
T264	10.73	8.4
T265	10.65	1.6
T267	10.21	3.65
T268	8.82	8.14
T269	8.73	8.46
T270	8.64	6.34
T272	7.8	5.93
T273	6.83	6.21
T274	4.93	0.0
T275	4.74	2.03
T276	4.62	1.04
T277	4.24	0.0
T279	2.39	0.0
T280	2.27	1.86
T281	1.59	0.9
T282	1.5	0.0
T284	1.19	0.0
T285	0.73	0.0
