scientificName	ts	te	speciation	extinction	ancestral_speciation	cont_trait_anc_0	cont_trait_ts_0	cont_trait_te_0	cat_trait_0	cat_trait_anc_0
T0	35.0	31.17	0.4946983011950146	0.21055987896006745	0.0	-0.006491719960028889	NA	0.04778383616420867	0.0	NA
T2	32.21	27.47	0.3109632266274943	0.23434288703534306	0.3109632266274943	-0.18562955070098322	-0.5045665438215625	-0.0487791851885022	0.0	0.0
T3	30.34	25.86	0.062382564661195815	0.015443881377510873	0.4323157365338188	-0.39995454892748555	-0.9369764894565824	-0.7813434093860405	1.0	0.0
T4	30.17	22.1	0.4865062859147565	0.1669241934747736	0.4865062859147565	-0.019207679773267167	0.4120110028115577	0.3178605078933766	0.0	0.0
T6	29.68	13.4	0.3837154020075473	0.2378315144254887	0.3837154020075473	-0.38073013665783584	-0.31425338202559705	-0.2799223841118603	0.0	0.0
T7	27.42	1.2	0.09859115382174878	0.23761613084580696	0.09859115382174878	-0.7729813702265775	-0.3255615177758389	-0.8361988043418029	1.0	1.0
T8	26.53	17.97	0.4929004730780173	0.1572719203928903	0.4929004730780173	0.4558263293293292	0.7386514596004614	0.7562831759436752	0.0	0.0
T9	25.91	17.6	0.46539933067848915	0.21747504155501113	0.46539933067848915	0.6746590183276235	0.2643450400088906	0.8439576437154904	0.0	0.0
T10	25.77	22.91	0.3895077186681278	0.18321085614346938	0.3895077186681278	-0.2702811952303893	-1.438555062569805	-1.6954605858089626	0.0	0.0
T11	24.32	20.6	0.37706442355764885	0.21384877550546527	0.37706442355764885	0.42953589712364737	0.5158726848109816	0.451986874439983	0.0	0.0
T13	23.32	20.21	0.36576141131788004	0.17038346618699435	0.36576141131788004	-1.724300457776157	-1.828539525971233	-1.779193791240586	0.0	0.0
T14	23.13	6.37	0.014146576145765075	0.07541086583228007	0.48055172504924953	0.6172342232202942	0.9904569105126336	1.1963819140227785	1.0	0.0
T15	23.08	17.99	0.4923258146593208	0.22042002743529945	0.4923258146593208	-1.6284706324248357	-1.5570955280123109	-1.6640544816518619	0.0	0.0
T16	22.26	6.25	0.4528276265925358	0.17175178141883352	0.4528276265925358	-0.14035425102998372	-0.6215461504019435	-0.8628837259770432	0.0	0.0
T17	21.97	20.49	0.46534901834592257	0.19714101182301022	0.46534901834592257	-0.07793221347778342	-0.643425586538482	-0.4885002388286029	0.0	0.0
T20	20.42	12.01	0.3335571796359608	0.22861661348587647	0.3335571796359608	-1.860430909212619	-2.2392414081008307	-2.5443758614148044	0.0	0.0
T22	19.25	14.48	0.4218685833874346	0.19315629570560108	0.4218685833874346	-2.2382365156217454	-2.9913412207537053	-2.8707385521560256	0.0	0.0
T23	19.21	6.84	0.46489445127465373	0.18451062620405762	0.46489445127465373	-0.5244738833829489	-0.2765872483635987	0.0028379156097566036	0.0	0.0
T25	18.88	4.3	0.46509687104602915	0.13862061857220126	0.46509687104602915	-2.113270515778379	-1.633437665458137	-2.521168995216035	0.0	0.0
T26	18.86	15.29	0.32768279248259174	0.1394658783361288	0.32768279248259174	-0.27204687283183887	-0.32828123061610154	-0.09997889803962708	0.0	0.0
T27	18.69	12.4	0.44462214699018704	0.21614428599800126	0.44462214699018704	-3.6444473174792797	-2.8734314396182654	-2.555625437830058	0.0	0.0
T30	18.5	3.11	0.09477613427999283	0.16640329566597845	0.09477613427999283	1.3641691832378913	1.7649437316464618	0.8665634477042897	1.0	1.0
T31	18.15	15.4	0.39054734180507633	0.20411879714602446	0.39054734180507633	-0.5487806940230151	-1.0766660404138562	-1.0743590446076599	0.0	0.0
T32	17.76	13.23	0.34131545886177617	0.2374257147472683	0.34131545886177617	-0.12671269222846973	0.06641160626172707	0.3794831171288131	0.0	0.0
T33	17.52	13.81	0.34865224990445426	0.2168161610446261	0.34865224990445426	0.11333846473582834	0.2108154345111645	-0.08289755211049969	0.0	0.0
T35	17.05	8.08	0.3658639560788144	0.1735465731489056	0.3658639560788144	0.05062335254147449	-0.3009744036929343	-0.23759615346211976	0.0	0.0
