	ts	te
T0	35.0	17.6
T1	32.24	27.01
T2	32.09	0.0
T3	31.76	10.93
T4	29.66	11.78
T5	29.5	0.0
T6	29.09	26.08
T7	28.83	23.16
T8	28.14	11.26
T9	27.8	13.76
T10	27.23	11.81
T11	27.08	19.92
T12	26.61	14.09
T13	26.54	23.57
T14	26.46	13.89
T15	26.14	15.13
T17	25.82	12.53
T18	25.75	19.25
T19	25.51	14.26
T20	25.39	14.52
T21	25.26	18.86
T22	25.24	15.57
T23	24.72	2.23
T24	24.71	14.92
T25	24.58	13.31
T26	24.55	0.0
T27	24.45	19.66
T28	24.3	14.43
T29	24.29	22.2
T30	24.28	11.36
T31	24.18	22.42
T32	24.04	13.33
T33	24.04	13.88
T34	24.0	21.33
T35	23.8	10.37
T36	23.78	0.0
T37	23.68	14.06
T38	23.53	12.79
T39	23.46	10.28
T40	23.43	13.56
T41	23.35	20.26
T42	23.34	13.68
T43	23.31	18.93
T45	22.95	18.68
T46	22.94	14.16
T47	22.93	13.66
T48	22.93	0.0
T49	22.77	14.16
T50	22.75	18.62
T51	22.59	18.4
T52	22.57	16.98
T53	22.56	14.09
T54	22.51	11.41
T55	22.49	14.47
T57	22.47	0.0
T58	22.38	13.5
T59	22.34	12.25
T60	22.32	13.49
T61	22.32	17.58
T62	22.19	14.86
T63	22.1	13.74
T64	22.08	19.13
T65	22.02	0.0
T66	22.02	14.8
T67	22.01	0.0
T68	21.99	0.0
T69	21.96	15.01
T70	21.9	14.69
T71	21.86	18.7
T72	21.83	18.03
T73	21.78	19.05
T74	21.75	14.65
T75	21.73	14.92
T76	21.72	10.91
T77	21.69	12.72
T78	21.67	10.68
T79	21.64	16.28
T80	21.64	11.79
T81	21.56	0.0
T82	21.52	14.55
T83	21.45	3.99
T84	21.43	14.37
T85	21.43	12.51
T86	21.43	13.29
T87	21.42	13.13
T88	21.41	0.0
T89	21.41	0.0
T90	21.4	20.62
T91	21.36	18.98
T92	21.32	19.25
T93	21.12	0.0
T94	21.09	14.39
T95	21.05	0.0
T96	20.95	13.64
T97	20.95	0.0
T98	20.92	12.09
T99	20.92	14.35
T100	20.89	14.45
T101	20.89	10.75
T102	20.89	0.0
T103	20.89	10.03
T104	20.88	11.07
T105	20.85	14.64
T106	20.85	14.09
T107	20.85	13.93
T108	20.82	12.31
T109	20.8	13.45
T110	20.78	0.0
T112	20.69	4.94
T113	20.67	16.63
T114	20.65	18.54
T115	20.64	10.81
T116	20.59	14.32
T117	20.56	12.09
