	ts	te
T0	35.0	29.2
T1	33.41	29.37
T2	32.9	28.96
T3	31.45	27.83
T4	30.61	28.66
T5	30.23	25.72
T6	30.09	26.22
T8	29.3	25.59
T9	28.36	26.79
T10	26.86	24.39
T13	25.98	23.96
T14	25.82	22.67
T16	25.26	13.15
T17	25.08	21.33
T20	22.8	22.41
T21	22.72	17.63
T22	22.33	22.1
T24	21.63	20.82
T25	21.4	18.71
T26	20.88	19.58
T27	20.64	16.1
T28	20.44	17.99
T31	19.89	11.49
T34	19.04	17.39
T35	18.8	17.2
T37	18.24	14.07
T38	18.17	10.77
T39	17.79	8.38
T40	17.75	15.89
T43	16.79	14.95
T46	16.55	14.34
T48	16.53	14.01
T50	16.4	13.54
T51	16.21	11.89
T53	15.83	12.64
T54	15.64	13.9
T55	15.64	10.88
T56	15.6	13.49
T57	15.59	11.82
T58	15.48	9.72
T59	15.46	14.03
T60	15.31	12.54
T61	15.18	13.56
T63	14.96	10.49
T66	14.48	13.29
T67	14.46	13.58
T69	13.87	7.18
T70	13.73	9.82
T73	13.62	10.78
T75	13.47	11.09
T76	13.41	12.89
T77	13.2	10.74
T78	13.14	4.29
T79	13.11	8.88
T81	12.86	11.32
T82	12.77	10.64
T83	12.72	11.39
T84	12.7	11.99
T85	12.66	6.76
T86	12.6	11.53
T89	12.49	4.33
T90	12.47	0.0
T91	12.45	11.95
T92	11.73	5.99
T93	11.69	5.82
T95	11.38	5.71
T96	11.33	0.0
T97	11.17	0.0
T98	11.12	8.42
T99	10.73	9.83
T100	10.47	6.6
T101	10.37	9.03
T102	10.14	9.34
T103	10.01	6.63
T104	9.85	0.0
T105	9.77	6.66
T106	9.75	9.32
T107	9.73	7.21
T110	9.44	4.73
T111	9.36	0.0
T112	9.35	0.0
T114	9.21	8.91
T116	9.01	6.6
T117	8.75	3.32
T118	8.61	8.19
T119	8.59	2.39
T120	8.58	6.29
T121	8.41	7.92
T122	8.37	7.16
T124	8.16	6.47
T125	8.11	2.9
T127	7.96	0.0
T128	7.8	6.25
T129	7.7	4.09
T130	7.68	0.0
T131	7.64	1.87
T132	7.61	6.89
T134	7.37	6.03
T135	7.35	0.0
T137	7.29	5.8
T138	7.13	4.26
T139	7.0	4.83
T140	6.93	4.68
T141	6.85	0.0
T143	6.65	4.94
T144	6.56	0.0
T146	6.39	2.05
T147	6.1	1.58
T148	6.06	0.97
T149	5.8	0.0
T150	5.72	1.58
T151	5.67	0.0
T152	5.66	2.83
T153	5.62	4.78
T155	5.48	3.77
T156	5.32	1.19
T158	5.2	3.59
T159	5.14	2.54
T160	5.11	1.3
T161	5.1	0.0
T162	5.09	2.24
T165	4.87	3.53
T166	4.76	0.4
T168	4.54	4.46
T169	4.54	2.01
T170	4.52	3.39
T171	4.46	2.77
T174	4.38	0.0
T175	4.3	0.0
T178	4.05	1.85
T179	4.03	0.91
T180	3.79	0.41
T181	3.78	2.74
T182	3.77	3.05
T183	3.7	0.09
T184	3.59	0.0
T185	3.55	2.83
T186	3.51	0.58
T188	3.36	0.0
T189	3.28	2.64
T194	3.03	0.0
T195	2.87	0.0
T196	2.81	0.0
T197	2.78	0.0
T198	2.74	0.0
T199	2.67	2.06
T200	2.21	0.0
T201	2.16	0.0
T202	2.14	0.52
T203	1.99	0.0
T204	1.96	0.99
T205	1.93	0.0
T207	1.81	0.73
T208	1.81	0.0
T210	1.67	0.0
T211	1.63	0.18
T212	1.61	0.39
T213	1.39	0.0
T214	1.35	0.0
T215	1.33	0.0
T218	1.21	0.78
T220	1.09	0.0
T221	1.03	0.0
T222	0.8	0.06
T223	0.8	0.0
T225	0.72	0.0
T227	0.5	0.0
T228	0.5	0.0
T229	0.48	0.0
T231	0.35	0.0
T235	0.13	0.0
