	ts	te
T0	35.0	27.65
T1	33.51	23.85
T2	31.72	2.91
T3	30.79	30.13
T4	30.55	23.96
T5	30.53	8.37
T6	30.43	26.97
T7	30.38	10.86
T8	29.77	28.9
T9	29.54	20.58
T10	29.17	10.15
T11	29.15	25.07
T12	28.23	27.78
T13	27.96	21.33
T14	27.92	14.02
T15	27.71	22.8
T16	26.29	19.75
T17	26.23	11.79
T19	25.29	19.55
T20	24.49	24.06
T21	24.45	18.85
T22	23.56	20.05
T23	22.05	0.8
T24	21.86	20.67
T25	20.77	17.42
T26	19.95	18.16
T27	19.75	14.48
T28	19.72	17.42
T29	19.61	4.02
T30	19.19	14.93
T31	19.01	16.16
T32	18.7	13.28
T33	18.68	10.1
T35	18.22	9.67
T36	18.13	14.9
T37	17.69	0.0
T38	17.57	0.0
T40	17.4	5.72
T41	17.16	15.16
T42	16.75	4.9
T43	16.57	8.19
T44	16.03	10.3
T45	15.66	9.66
T48	15.42	15.02
T49	15.35	3.16
T50	15.33	2.11
T51	15.25	5.51
T52	15.23	0.0
T53	15.01	13.95
T55	14.4	10.33
T56	14.28	11.11
T59	13.93	4.69
T61	13.83	10.46
T63	13.8	0.0
T64	13.2	3.07
T65	13.16	10.76
T66	12.97	0.0
T67	12.94	10.56
T68	12.84	0.0
T69	12.13	10.01
T70	12.04	0.0
T71	12.03	5.95
T72	11.91	8.03
T73	11.86	1.42
T74	11.67	0.0
T75	11.32	0.0
T76	11.16	1.76
T78	11.09	7.3
T79	11.09	1.86
T81	11.02	3.02
T82	10.87	0.0
T83	10.78	0.0
T84	10.7	1.23
T85	10.66	6.5
T86	10.55	4.33
T89	9.8	3.97
T90	9.68	0.91
T91	9.62	1.76
T93	9.3	0.0
T95	9.08	8.27
T96	8.98	1.73
T97	8.9	0.0
T98	8.59	0.0
T99	8.54	0.0
T100	8.38	0.0
T101	8.32	0.0
T102	8.23	3.84
T104	7.81	3.13
T105	7.76	4.54
T106	7.7	0.0
T107	7.64	0.0
T108	7.38	0.0
T109	7.26	0.0
T110	7.22	3.1
T112	7.12	3.87
T113	7.07	2.48
T114	7.01	0.0
T115	6.93	2.14
T116	6.74	1.27
T117	6.46	4.9
T118	6.33	2.97
T119	6.33	4.75
T120	6.27	2.41
T121	6.21	2.09
T122	6.18	0.0
T123	6.12	0.0
T124	6.07	0.0
T125	6.05	0.0
T127	5.98	0.0
T129	5.65	0.0
T131	5.15	3.37
T132	5.13	0.0
T133	5.1	0.0
T135	4.82	0.0
T137	4.73	0.0
T139	4.62	0.0
T140	4.61	2.75
T141	4.6	0.0
T142	4.6	0.0
T143	4.49	0.0
T146	4.47	0.99
T147	4.43	1.65
T149	4.35	0.0
T150	4.23	0.0
T151	3.99	0.0
T153	3.77	0.0
T154	3.76	0.0
T155	3.75	0.0
T156	3.74	2.34
T157	3.71	0.0
T160	3.52	0.0
T161	3.45	2.6
T162	3.43	0.0
T163	3.4	0.0
T164	3.35	2.71
T165	3.34	0.0
T168	3.12	0.0
T169	3.09	0.0
T171	2.99	0.0
T172	2.9	0.0
T173	2.89	0.0
T174	2.85	0.0
T175	2.81	0.0
T176	2.79	1.72
T177	2.76	1.06
T178	2.74	0.0
T179	2.68	1.87
T180	2.6	0.0
T181	2.47	2.24
T183	2.45	0.0
T186	2.29	0.0
T187	2.29	0.0
T188	2.17	0.0
T189	2.1	0.0
T190	2.08	0.0
T191	2.08	0.0
T192	2.08	0.0
T193	2.07	0.0
T195	1.99	0.0
T196	1.98	0.0
T197	1.93	0.0
T199	1.75	0.0
T202	1.71	0.0
T205	1.48	0.0
T210	1.11	0.0
T211	0.96	0.0
T212	0.91	0.0
T214	0.83	0.0
T216	0.75	0.26
T217	0.74	0.0
T220	0.67	0.0
T221	0.63	0.0
T223	0.45	0.0
T224	0.44	0.0
