	ts	te
T1	34.46	30.27
T2	34.39	9.32
T3	24.74	10.16
T4	22.97	0.0
T5	21.46	9.62
T6	19.31	16.7
T7	18.36	11.28
T8	17.92	11.94
T9	17.89	10.63
T10	17.3	13.68
T11	17.08	10.9
T12	17.04	15.57
T13	16.96	15.78
T16	16.72	15.58
T17	16.69	9.31
T20	16.11	12.96
T21	15.81	15.72
T22	15.71	13.26
T23	15.62	13.16
T24	15.5	15.21
T26	15.25	12.87
T28	14.97	10.44
T29	14.89	12.72
T30	14.78	12.74
T31	14.66	10.79
T32	14.52	14.3
T34	14.41	5.97
T35	14.35	13.13
T36	14.31	8.4
T37	14.26	11.51
T38	14.21	12.12
T39	14.18	13.73
T40	14.07	8.52
T41	14.01	13.38
T42	13.96	6.44
T43	13.89	11.86
T45	13.7	11.0
T46	13.63	13.19
T48	13.31	11.28
T49	13.21	11.99
T50	13.03	5.56
T51	13.0	7.89
T53	12.79	12.75
T54	12.74	12.45
T56	12.7	11.65
T57	12.6	10.64
T58	12.56	8.87
T59	12.55	11.03
T60	12.37	1.59
T61	12.22	9.53
T63	12.06	0.0
T64	11.73	5.98
T65	11.67	9.05
T66	11.66	10.88
T67	11.64	10.73
T68	11.5	10.68
T69	11.3	0.0
T70	11.1	5.9
T71	10.86	6.73
T72	10.78	8.64
T75	10.1	4.6
T77	9.96	8.57
T79	9.64	4.66
T80	9.26	2.65
T81	9.22	8.29
T83	9.15	6.02
T84	9.14	0.0
T85	8.8	4.59
T87	8.57	5.29
T89	8.51	0.0
T90	8.36	6.87
T92	8.31	5.14
T94	8.19	0.0
T98	8.03	4.69
T99	8.01	0.0
T100	7.98	1.75
T102	7.84	3.57
T103	7.81	0.94
T104	7.79	0.0
T106	7.72	4.88
T107	7.63	5.48
T108	7.6	7.32
T110	7.51	4.41
T111	7.43	6.08
T112	7.41	2.75
T113	7.1	2.94
T114	7.07	0.0
T115	7.05	5.39
T117	6.95	0.0
T118	6.91	0.1
T119	6.9	0.0
T120	6.66	5.38
T121	6.63	5.73
T122	6.58	5.8
T123	6.58	0.0
T124	6.52	4.68
T125	6.45	0.0
T126	6.45	0.0
T127	6.34	5.74
T128	6.26	5.66
T129	6.17	5.44
T130	6.13	5.45
T131	6.08	3.45
T132	5.97	1.55
T133	5.83	0.0
T134	5.79	3.53
T135	5.79	4.98
T137	5.78	3.15
T138	5.61	5.2
T140	5.52	4.89
T141	5.37	0.51
T146	5.18	2.81
T149	5.0	4.72
T151	4.93	1.29
T152	4.92	0.0
T154	4.85	3.7
T155	4.55	0.0
T156	4.39	3.97
T157	4.38	4.3
T158	4.28	3.38
T164	3.72	0.0
T165	3.64	0.0
T167	3.44	0.83
T168	3.41	0.0
T169	3.28	2.65
T170	3.27	0.0
T172	3.08	0.0
T173	2.42	2.06
T174	2.37	0.0
T176	2.16	0.0
T178	1.8	1.26
T183	1.39	0.0
T185	1.3	0.86
T186	1.27	0.96
T190	1.06	0.0
T191	1.02	0.0
T192	0.98	0.0
T193	0.91	0.0
T196	0.76	0.24
T197	0.7	0.0
T198	0.69	0.0
T199	0.54	0.0
T200	0.54	0.0
T201	0.45	0.0
T202	0.42	0.11
