sp	hmin	hmax
T0	22.577773530218387	22.577773530218387
T0	19.63413950569713	19.63413950569713
T0	13.691712896857174	13.691712896857174
T0	13.50582389785562	13.50582389785562
T0	12.128657948172902	12.128657948172902
T0	13.230391529739542	13.230391529739542
T0	13.042018591632152	13.042018591632152
T1	31.762244518049005	31.762244518049005
T1	30.953738513912036	30.953738513912036
T1	29.3002522282997	29.3002522282997
T1	33.48027929248758	33.48027929248758
T1	31.345383858936373	31.345383858936373
T1	32.62643556410327	32.62643556410327
T1	31.695629542838482	31.695629542838482
T1	28.665120941764552	28.665120941764552
T1	28.292771707949942	28.292771707949942
T1	31.25268003850972	31.25268003850972
T1	29.207311333367638	29.207311333367638
T1	29.393856950723062	29.393856950723062
T1	32.65800901080878	32.65800901080878
T1	33.553051331169364	33.553051331169364
T1	30.17270205784204	30.17270205784204
T1	26.29194153494535	26.29194153494535
T1	28.072608523523314	28.072608523523314
T1	23.995312882062237	23.995312882062237
T1	27.222217474981136	27.222217474981136
T1	24.772500325101046	24.772500325101046
T1	24.141122660491384	24.141122660491384
T1	22.974832483470614	22.974832483470614
T1	22.440677015530692	22.440677015530692
T1	16.037463611822005	16.037463611822005
T1	17.49919161044617	17.49919161044617
T1	17.50175486881398	17.50175486881398
T1	18.335010146543848	18.335010146543848
T1	18.050789102423504	18.050789102423504
T1	18.04219598472955	18.04219598472955
T1	16.56164825118767	16.56164825118767
T1	18.24139562503059	18.24139562503059
T1	17.389593744714702	17.389593744714702
T1	19.910120279707325	19.910120279707325
T1	17.45448502547436	17.45448502547436
T1	15.70430002875969	15.70430002875969
T1	13.411038865226006	13.411038865226006
T1	12.737885855923746	12.737885855923746
T1	11.654320968101866	11.654320968101866
T1	13.394409898409105	13.394409898409105
T1	12.504155548237524	12.504155548237524
T1	12.40927004815401	12.40927004815401
T1	13.382331004312991	13.382331004312991
T1	13.370620207253813	13.370620207253813
T1	11.655689091443396	11.655689091443396
T1	12.262060237872573	12.262060237872573
T1	12.491621684624135	12.491621684624135
T1	11.767633164958642	11.767633164958642
T1	12.114039898909402	12.114039898909402
T1	10.97823015163013	10.97823015163013
T1	10.766669564572506	10.766669564572506
T1	7.764634011778783	7.764634011778783
T1	9.252772995292085	9.252772995292085
T1	8.200258541883976	8.200258541883976
T1	6.618914624809215	6.618914624809215
T1	5.564660624478181	5.564660624478181
T1	7.199822655412995	7.199822655412995
T1	3.88543059780927	3.88543059780927
T1	4.550260983786968	4.550260983786968
T1	5.036559267506946	5.036559267506946
T1	4.109375919655033	4.109375919655033
T1	4.687467891592124	4.687467891592124
T1	4.337687050054342	4.337687050054342
T1	4.526662766690273	4.526662766690273
T1	3.7787171658346193	3.7787171658346193
T1	4.496786384320836	4.496786384320836
T1	4.827013395361658	4.827013395361658
T1	2.060390082174928	2.060390082174928
T1	2.465010424808499	2.465010424808499
T1	0.7983953379936359	0.7983953379936359
T1	1.6237593594725839	1.6237593594725839
T2	31.520915819457397	31.520915819457397
T2	33.43296419990136	33.43296419990136
T2	29.77076970261432	29.77076970261432
T2	30.364172069955508	30.364172069955508
T2	27.0166649609276	27.0166649609276
T2	26.66275890827701	26.66275890827701
T2	23.509627707431974	23.509627707431974
T2	21.369418437993424	21.369418437993424
T2	22.13800724253775	22.13800724253775
T2	20.46922596933459	20.46922596933459
T2	21.947927841824097	21.947927841824097
T2	20.935248823906996	20.935248823906996
T2	16.40957325680582	16.40957325680582
T2	16.28763548571616	16.28763548571616
T2	16.535606185037622	16.535606185037622
T2	16.38778972888919	16.38778972888919
T2	17.832426782017716	17.832426782017716
T2	16.77001092834549	16.77001092834549
T2	15.730735605206972	15.730735605206972
T3	31.32414085417859	31.32414085417859
T3	28.92966673353008	28.92966673353008
T3	31.767331489860133	31.767331489860133
T3	30.27160128323092	30.27160128323092
T3	30.535686043370415	30.535686043370415
T3	30.843815177611727	30.843815177611727
T3	30.459498534660263	30.459498534660263
T3	28.11177236755648	28.11177236755648
T3	28.503573749385204	28.503573749385204
T3	31.185455163746106	31.185455163746106
T3	28.296429073893535	28.296429073893535
T3	30.875121338484142	30.875121338484142
T3	32.114181497461615	32.114181497461615
T3	25.27777209853755	25.27777209853755
T3	27.087230355747828	27.087230355747828
T3	25.872740021325754	25.872740021325754
T3	25.21074807054483	25.21074807054483
T3	27.875772157759304	27.875772157759304
T3	27.767435677550324	27.767435677550324
T3	27.23674618629775	27.23674618629775
T3	25.59548113566498	25.59548113566498
T3	25.398352348039474	25.398352348039474
T4	29.601319550305803	29.601319550305803
T4	30.54502517932937	30.54502517932937
T4	28.139211626541375	28.139211626541375
T4	30.300422087855935	30.300422087855935
T4	29.8148733400859	29.8148733400859
T4	24.77255146584229	24.77255146584229
T4	28.08964588761457	28.08964588761457
T4	22.95456548679644	22.95456548679644
T4	21.979308607716415	21.979308607716415
T4	17.032738055195036	17.032738055195036
T4	16.734876889243257	16.734876889243257
T4	17.41892393757893	17.41892393757893
T4	18.810435696398073	18.810435696398073
T4	15.121041806916951	15.121041806916951
T4	15.105587191998149	15.105587191998149
T4	15.403938346731895	15.403938346731895
T4	15.887358276028598	15.887358276028598
T4	14.685161445298865	14.685161445298865
T4	15.674515840092761	15.674515840092761
T4	13.086802534639268	13.086802534639268
T4	13.69248164736015	13.69248164736015
T4	12.84828117750591	12.84828117750591
T4	12.74038389239199	12.74038389239199
T4	13.548902643313674	13.548902643313674
