time	speciation	extinction	trait_weighted_speciation	trait_weighted_extinction	sampling
0.0	0.5	0.4	0.0	0.0	4.024295340073655
0.010002857959416977	0.5	0.4	0.09829986777988226	0.07863989422390583	4.024295340073655
0.020005715918833954	0.5	0.4	0.09755812368026792	0.07804649894421434	4.024295340073655
0.03000857387825093	0.5	0.4	0.09835596950075204	0.07868477560060165	4.024295340073655
0.04001143183766791	0.5	0.4	0.09823863303449694	0.07859090642759754	4.024295340073655
0.05001428979708489	0.5	0.4	0.09889667175195713	0.07911733740156572	4.024295340073655
0.06001714775650186	0.5	0.4	0.09923700842960333	0.07938960674368264	4.024295340073655
0.07002000571591883	0.5	0.4	0.09921028100074944	0.07936822480059955	4.024295340073655
0.08002286367533581	0.5	0.4	0.09872591022986923	0.07898072818389539	4.024295340073655
0.0900257216347528	0.5	0.4	0.09896998879763984	0.07917599103811188	4.024295340073655
0.10002857959416978	0.5	0.4	0.10016185716310286	0.08012948573048227	4.024295340073655
0.11003143755358674	0.5	0.4	0.1006975935289152	0.0805580748231322	4.024295340073655
0.12003429551300372	0.5	0.4	0.10186063017696077	0.08148850414156862	4.024295340073655
0.1300371534724207	0.5	0.4	0.10196737918937451	0.08157390335149962	0.8717757239886663
0.14004001143183767	0.5	0.4	0.10259798071396581	0.08207838457117266	0.8717757239886663
0.15004286939125466	0.5	0.4	0.10197454214634068	0.08157963371707252	0.8717757239886663
0.16004572735067163	0.5	0.4	0.1013121437478276	0.0810497149982621	0.8717757239886663
0.1700485853100886	0.5	0.4	0.09991515693450953	0.07993212554760763	0.8717757239886663
0.1800514432695056	0.5	0.4	0.09975712473772212	0.07980569979017772	0.8717757239886663
0.19005430122892256	0.5	0.4	0.10121556146967733	0.08097244917574185	0.8717757239886663
0.20005715918833955	0.5	0.4	0.10110019458897095	0.08088015567117676	0.8717757239886663
0.21006001714775652	0.5	0.4	0.0982692258202759	0.07861538065622072	0.8717757239886663
0.22006287510717348	0.5	0.4	0.09794568726159024	0.07835654980927219	0.8717757239886663
0.23006573306659048	0.5	0.4	0.09793481411712573	0.07834785129370057	0.8717757239886663
0.24006859102600744	0.5	0.4	0.09709816768746736	0.0776785341499739	0.8717757239886663
0.25007144898542444	0.5	0.4	0.09847079704833032	0.07877663763866426	0.8717757239886663
0.2600743069448414	0.5	0.4	0.09904850630302692	0.0792388050424215	0.8717757239886663
0.27007716490425837	0.5	0.4	0.09849821106940748	0.07879856885552598	0.8717757239886663
0.28008002286367534	0.5	0.4	0.09935655578672722	0.07948524462938178	0.8717757239886663
0.2900828808230923	0.5	0.4	0.09918818060399731	0.07935054448319785	0.8717757239886663
0.3000857387825093	0.5	0.4	0.09814926356756112	0.0785194108540489	0.8717757239886663
0.3100885967419263	0.5	0.4	0.09820004210547847	0.07856003368438277	0.8717757239886663
0.32009145470134326	0.5	0.4	0.09899399073690132	0.07919519258952107	0.8717757239886663
0.3300943126607602	0.5	0.4	0.10048876716856292	0.08039101373485032	0.8717757239886663
0.3400971706201772	0.5	0.4	0.0992792317153948	0.07942338537231584	0.8717757239886663
0.3501000285795942	0.5	0.4	0.09932916695913918	0.07946333356731136	0.8717757239886663
0.3601028865390112	0.5	0.4	0.09944600958984114	0.0795568076718729	0.8717757239886663
0.37010574449842815	0.5	0.4	0.10268069458623784	0.0821445556689903	0.8717757239886663
0.3801086024578451	0.5	0.4	0.10326629286237325	0.08261303428989861	0.8717757239886663
0.3901114604172621	0.5	0.4	0.10271542603962631	0.08217234083170105	0.8717757239886663
0.4001143183766791	0.5	0.4	0.10453487636558716	0.08362790109246972	0.8717757239886663
0.41011717633609607	0.5	0.4	0.10443821031088661	0.08355056824870928	0.8717757239886663
0.42012003429551303	0.5	0.4	0.10483841615475042	0.08387073292380033	0.8717757239886663
0.43012289225493	0.5	0.4	0.10528277821094315	0.08422622256875453	0.8717757239886663
0.44012575021434697	0.5	0.4	0.10528426910705853	0.08422741528564683	0.8717757239886663
0.45012860817376393	0.5	0.4	0.10699491110212792	0.08559592888170234	0.8717757239886663
0.46013146613318096	0.5	0.4	0.10704379215123112	0.08563503372098491	0.8717757239886663
0.4701343240925979	0.5	0.4	0.107032837144946	0.08562626971595681	0.8717757239886663
0.4801371820520149	0.5	0.4	0.10639275179469186	0.08511420143575348	0.8717757239886663
0.49014004001143185	0.5	0.4	0.10590260601310994	0.08472208481048796	0.8717757239886663
0.5001428979708489	0.5	0.4	0.10566066027258016	0.08452852821806413	0.8717757239886663
0.5101457559302658	0.5	0.4	0.10534568669791512	0.08427654935833212	0.8717757239886663
0.5201486138896828	0.5	0.4	0.10602994318891217	0.08482395455112973	0.8717757239886663
0.5301514718490997	0.5	0.4	0.10734213465672407	0.08587370772537924	0.8717757239886663
0.5401543298085167	0.5	0.4	0.10735421082490025	0.0858833686599202	0.8717757239886663
0.5501571877679338	0.5	0.4	0.1072660660281205	0.08581285282249641	0.8717757239886663
0.5601600457273507	0.5	0.4	0.10694454319281656	0.08555563455425326	0.8717757239886663
0.5701629036867677	0.5	0.4	0.10781256955637519	0.08625005564510017	0.8717757239886663
0.5801657616461846	0.5	0.4	0.10619806222734295	0.08495844978187436	0.8717757239886663
0.5901686196056016	0.5	0.4	0.10652544351404068	0.08522035481123254	0.8717757239886663
0.6001714775650187	0.5	0.4	0.10619094182853923	0.08495275346283139	0.8717757239886663
0.6101743355244356	0.5	0.4	0.10665419843092475	0.0853233587447398	0.8717757239886663
0.6201771934838526	0.5	0.4	0.10747445908519679	0.08597956726815742	0.8717757239886663
0.6301800514432695	0.5	0.4	0.107487166930074	0.08598973354405919	0.8717757239886663
0.6401829094026865	0.5	0.4	0.10707434965641784	0.08565947972513427	0.8717757239886663
0.6501857673621035	0.5	0.4	0.10689560270615275	0.0855164821649222	0.8717757239886663
0.6601886253215205	0.5	0.4	0.10770973294013737	0.08616778635210988	0.8717757239886663
0.6701914832809375	0.5	0.4	0.1083139272162987	0.08665114177303898	0.8717757239886663
0.6801943412403544	0.5	0.4	0.10845014193527996	0.08676011354822397	0.8717757239886663
0.6901971991997714	0.5	0.4	0.10935857094794278	0.08748685675835423	0.8717757239886663
0.7002000571591884	0.5	0.4	0.11008215120541957	0.08806572096433567	0.8717757239886663
0.7102029151186053	0.5	0.4	0.11064888955054973	0.08851911164043978	0.8717757239886663
0.7202057730780224	0.5	0.4	0.11031204261261812	0.0882496340900945	0.8717757239886663
0.7302086310374393	0.5	0.4	0.11086583661992629	0.08869266929594102	0.8717757239886663
0.7402114889968563	0.5	0.4	0.110826614458517	0.08866129156681361	0.8717757239886663
0.7502143469562733	0.5	0.4	0.11061013871706189	0.0884881109736495	0.8717757239886663
0.7602172049156902	0.5	0.4	0.11135447224375121	0.08908357779500096	0.8717757239886663
0.7702200628751072	0.5	0.4	0.11265260969356729	0.09012208775485382	0.8717757239886663
0.7802229208345242	0.5	0.4	0.11288624511212277	0.09030899608969821	0.8717757239886663
0.7902257787939412	0.5	0.4	0.11358806273715562	0.0908704501897245	1.9759231622979072
0.8002286367533582	0.5	0.4	0.11399200839070103	0.09119360671256083	1.9759231622979072
0.8102314947127751	0.5	0.4	0.11397884847985387	0.0911830787838831	1.9759231622979072
0.8202343526721921	0.5	0.4	0.11342726991490197	0.09074181593192157	1.9759231622979072
0.830237210631609	0.5	0.4	0.11225857374758885	0.0898068589980711	1.9759231622979072
0.8402400685910261	0.5	0.4	0.11145605153651048	0.08916484122920838	1.9759231622979072
0.850242926550443	0.5	0.4	0.10848411950124637	0.08678729560099707	1.9759231622979072
0.86024578450986	0.5	0.4	0.10804987180174593	0.0864398974413967	1.9759231622979072
0.870248642469277	0.5	0.4	0.10783298443137608	0.0862663875451009	1.9759231622979072
0.8802515004286939	0.5	0.4	0.10765545999316795	0.08612436799453436	1.9759231622979072
0.890254358388111	0.5	0.4	0.10747439403625066	0.08597951522900056	1.9759231622979072
0.9002572163475279	0.5	0.4	0.10780846237571402	0.0862467699005712	1.9759231622979072
0.9102600743069449	0.5	0.4	0.10845339361553183	0.08676271489242546	1.9759231622979072
0.9202629322663619	0.5	0.4	0.10913552743275753	0.087308421946206	1.9759231622979072
0.9302657902257788	0.5	0.4	0.10909011951390105	0.08727209561112081	1.9759231622979072
0.9402686481851958	0.5	0.4	0.10910361403673653	0.08728289122938923	1.9759231622979072
0.9502715061446128	0.5	0.4	0.109578676945065	0.08766294155605199	1.9759231622979072
0.9602743641040298	0.5	0.4	0.1097446901132686	0.0877957520906149	1.9759231622979072
0.9702772220634468	0.5	0.4	0.10910664667980546	0.08728531734384436	1.9759231622979072
0.9802800800228637	0.5	0.4	0.10936346026794197	0.08749076821435357	1.9759231622979072
0.9902829379822807	0.5	0.4	0.10734504134971039	0.08587603307976831	1.9759231622979072
1.0002857959416978	0.5	0.4	0.10744939851603372	0.085959518812827	1.9759231622979072
1.0102886539011147	0.5	0.4	0.10720406912379048	0.08576325529903236	1.9759231622979072
1.0202915118605316	0.5	0.4	0.1072276287042219	0.08578210296337752	1.9759231622979072
1.0302943698199487	0.5	0.4	0.10759497603147553	0.08607598082518043	1.9759231622979072
1.0402972277793656	0.5	0.4	0.10822892425525162	0.0865831394042013	1.9759231622979072
1.0503000857387825	0.5	0.4	0.10838678173677792	0.08670942538942232	1.9759231622979072
1.0603029436981994	0.5	0.4	0.10849469921259218	0.08679575937007376	1.9759231622979072
1.0703058016576166	0.5	0.4	0.10892198875077024	0.0871375910006162	1.9759231622979072
1.0803086596170335	0.5	0.4	0.10766772259790869	0.08613417807832698	1.9759231622979072
1.0903115175764504	0.5	0.4	0.10762703479697495	0.08610162783757998	1.9759231622979072
1.1003143755358675	0.5	0.4	0.10870987416142998	0.08696789932914399	1.9759231622979072
1.1103172334952844	0.5	0.4	0.1090245211377665	0.08721961691021322	1.9759231622979072
1.1203200914547014	0.5	0.4	0.11095073943118965	0.08876059154495172	1.9759231622979072
1.1303229494141185	0.5	0.4	0.11084333740598108	0.08867466992478487	1.9759231622979072
1.1403258073735354	0.5	0.4	0.10809013063136268	0.08647210450509013	1.9759231622979072
1.1503286653329523	0.5	0.4	0.10817364148877809	0.08653891319102247	1.9759231622979072
1.1603315232923692	0.5	0.4	0.10810256089830655	0.08648204871864526	1.9759231622979072
1.1703343812517863	0.5	0.4	0.1079863105932862	0.08638904847462894	1.9759231622979072
1.1803372392112033	0.5	0.4	0.10761794428079825	0.08609435542463859	1.9759231622979072
1.1903400971706202	0.5	0.4	0.10587431509709254	0.08469945207767403	1.9759231622979072
1.2003429551300373	0.5	0.4	0.1025927323795446	0.08207418590363567	1.9759231622979072
1.2103458130894542	0.5	0.4	0.10226827797575053	0.0818146223806004	1.9759231622979072
1.2203486710488711	0.5	0.4	0.10161353368334151	0.08129082694667321	1.9759231622979072
1.2303515290082883	0.5	0.4	0.10146565201082672	0.08117252160866137	1.9759231622979072
1.2403543869677052	0.5	0.4	0.1022516848963287	0.08180134791706296	1.9759231622979072
1.250357244927122	0.5	0.4	0.10353815691443145	0.08283052553154516	1.9759231622979072
1.260360102886539	0.5	0.4	0.10431816895721467	0.08345453516577175	1.9759231622979072
1.2703629608459561	0.5	0.4	0.10346931279927106	0.08277545023941686	1.9759231622979072
1.280365818805373	0.5	0.4	0.10375160315160327	0.08300128252128262	1.9759231622979072
1.29036867676479	0.5	0.4	0.10412338646737597	0.08329870917390078	1.9759231622979072
1.300371534724207	0.5	0.4	0.103550360104773	0.08284028808381841	1.9759231622979072
1.310374392683624	0.5	0.4	0.10338707184619089	0.0827096574769527	1.9759231622979072
1.320377250643041	0.5	0.4	0.10395249107005015	0.08316199285604015	1.9759231622979072
1.3303801086024578	0.5	0.4	0.10414463414535231	0.08331570731628186	1.9759231622979072
1.340382966561875	0.5	0.4	0.1035864424077645	0.08286915392621162	1.9759231622979072
1.3503858245212919	0.5	0.4	0.10424537116178768	0.08339629692943015	1.9759231622979072
1.3603886824807088	0.5	0.4	0.10320711381750285	0.08256569105400229	1.9759231622979072
1.370391540440126	0.5	0.4	0.10344491721227674	0.08275593376982138	1.9759231622979072
1.3803943983995428	0.5	0.4	0.10265255260795574	0.08212204208636457	1.9759231622979072
1.3903972563589597	0.5	0.4	0.10428729868160991	0.08342983894528788	1.9759231622979072
1.4004001143183769	0.5	0.4	0.10453563774286605	0.08362851019429283	1.9759231622979072
1.4104029722777938	0.5	0.4	0.1052578227811653	0.08420625822493223	1.9759231622979072
1.4204058302372107	0.5	0.4	0.10551866153317922	0.08441492922654341	1.9759231622979072
1.4304086881966276	0.5	0.4	0.10585229428970726	0.08468183543176581	1.9759231622979072
1.4404115461560447	0.5	0.4	0.1062172220810709	0.08497377766485673	1.9759231622979072
1.4504144041154616	0.5	0.4	0.10585533926349658	0.08468427141079728	1.9759231622979072
1.4604172620748785	0.5	0.4	0.10548969905618764	0.08439175924495011	1.9759231622979072
1.4704201200342957	0.5	0.4	0.10486953845827575	0.08389563076662061	1.9759231622979072
1.4804229779937126	0.5	0.4	0.10601533890562045	0.08481227112449635	1.9759231622979072
1.4904258359531295	0.5	0.4	0.10447139676891279	0.08357711741513024	1.9759231622979072
1.5004286939125466	0.5	0.4	0.10385404464773725	0.0830832357181898	1.9759231622979072
1.5104315518719635	0.5	0.4	0.1028095830892094	0.08224766647136755	1.9759231622979072
1.5204344098313805	0.5	0.4	0.10110082291900478	0.08088065833520384	1.9759231622979072
1.5304372677907974	0.5	0.4	0.10165835824924518	0.08132668659939614	1.9759231622979072
1.5404401257502145	0.5	0.4	0.10155695504969485	0.08124556403975587	1.9759231622979072
1.5504429837096314	0.5	0.4	0.10058462579056056	0.08046770063244844	1.9759231622979072
1.5604458416690483	0.5	0.4	0.10100410778275346	0.08080328622620278	1.9759231622979072
1.5704486996284654	0.5	0.4	0.099555333096366	0.07964426647709279	1.9759231622979072
1.5804515575878824	0.5	0.4	0.09933614219356303	0.07946891375485043	1.9759231622979072
1.5904544155472993	0.5	0.4	0.10108069667008161	0.08086455733606529	1.9759231622979072
1.6004572735067164	0.5	0.4	0.1014239684182476	0.08113917473459807	1.9759231622979072
1.6104601314661333	0.5	0.4	0.10067342892012117	0.08053874313609694	1.9759231622979072
1.6204629894255502	0.5	0.4	0.1004834652969244	0.08038677223753948	1.9759231622979072
1.6304658473849671	0.5	0.4	0.10148704547316059	0.08118963637852847	1.9759231622979072
1.6404687053443843	0.5	0.4	0.10174075912242483	0.08139260729793986	1.9759231622979072
1.6504715633038012	0.5	0.4	0.10330248367511699	0.0826419869400936	1.9759231622979072
1.660474421263218	0.5	0.4	0.10425576170006601	0.0834046093600528	1.9759231622979072
1.6704772792226352	0.5	0.4	0.1039541913096323	0.08316335304770583	1.9759231622979072
1.6804801371820521	0.5	0.4	0.10512529475056115	0.08410023580044891	1.9759231622979072
1.690482995141469	0.5	0.4	0.10533723187184459	0.08426978549747566	1.9759231622979072
1.700485853100886	0.5	0.4	0.10472885478364098	0.08378308382691277	1.9759231622979072
1.710488711060303	0.5	0.4	0.10614238422521952	0.08491390738017562	1.9759231622979072
1.72049156901972	0.5	0.4	0.1034013924482181	0.08272111395857448	1.9759231622979072
1.730494426979137	0.5	0.4	0.10331064198395155	0.08264851358716124	1.9759231622979072
1.740497284938554	0.5	0.4	0.10239486011332613	0.08191588809066092	1.9759231622979072
1.750500142897971	0.5	0.4	0.10264181589712872	0.08211345271770297	1.9759231622979072
1.7605030008573879	0.5	0.4	0.1016706218106661	0.08133649744853287	1.9759231622979072
1.770505858816805	0.5	0.4	0.10347444494927573	0.08277955595942058	1.9759231622979072
1.780508716776222	0.5	0.4	0.10379645239853474	0.08303716191882779	1.9759231622979072
1.7905115747356388	0.5	0.4	0.10536837622280992	0.08429470097824796	1.9759231622979072
1.8005144326950557	0.5	0.4	0.1055875968781419	0.08447007750251351	1.2678070974915576
1.8105172906544729	0.5	0.4	0.10598801927631041	0.08479041542104836	1.2678070974915576
1.8205201486138898	0.5	0.4	0.1057061348121416	0.08456490784971327	1.2678070974915576
1.8305230065733067	0.5	0.4	0.10665003356906091	0.08532002685524874	1.2678070974915576
1.8405258645327238	0.5	0.4	0.10678970852990217	0.08543176682392173	1.2678070974915576
1.8505287224921407	0.5	0.4	0.10930276893320581	0.08744221514656465	1.2678070974915576
1.8605315804515576	0.5	0.4	0.1097335873275867	0.08778686986206938	1.2678070974915576
1.8705344384109748	0.5	0.4	0.10958426991005021	0.08766741592804018	1.2678070974915576
1.8805372963703917	0.5	0.4	0.11156203569536563	0.08924962855629251	1.2678070974915576
