	ts	te
T0	35.0	25.09
T2	34.74	33.5
T3	34.6	31.0
T5	33.56	28.18
T6	33.28	32.03
T7	32.74	31.91
T8	32.51	27.69
T10	31.87	31.67
T11	31.69	29.76
T12	31.43	28.28
T14	31.14	29.08
T15	31.11	28.27
T19	30.09	24.92
T21	29.02	27.06
T22	28.73	26.1
T23	28.56	19.62
T24	28.43	27.08
T27	28.27	22.75
T28	28.2	27.03
T29	28.2	26.16
T30	27.82	20.72
T31	27.74	26.89
T32	27.66	24.59
T33	27.65	18.86
T34	27.54	23.39
T35	27.12	24.32
T37	26.82	23.59
T38	26.77	23.43
T39	26.72	22.74
T40	26.61	25.28
T42	26.46	22.68
T43	26.36	24.45
T44	26.19	23.28
T49	25.32	21.54
T50	25.14	9.89
T51	25.02	23.94
T54	24.26	17.21
T55	23.95	16.93
T61	22.14	18.3
T63	20.4	18.56
T64	20.27	16.96
T66	19.44	15.35
T67	19.25	18.61
T69	18.33	7.88
T70	18.19	16.71
T71	18.1	12.63
T72	18.07	13.19
T75	15.72	0.0
T76	15.56	14.03
T78	15.31	8.24
T80	14.68	0.0
T81	14.66	4.89
T82	14.41	12.63
T83	14.33	3.22
T84	14.04	0.0
T87	13.24	11.07
T89	12.76	12.12
T91	12.14	4.07
T92	11.72	8.37
T93	11.49	10.1
T94	11.46	7.09
T97	11.29	7.02
T98	11.27	9.41
T99	11.27	10.74
T100	10.87	4.42
T101	10.36	0.79
T103	10.07	7.8
T104	10.04	8.51
T105	9.93	3.07
T108	9.7	0.0
T110	9.25	3.57
T111	8.8	3.82
T112	8.76	5.06
T114	8.61	4.1
T115	8.58	0.0
T116	8.58	0.62
T117	8.5	6.55
T119	8.38	6.86
T121	8.27	2.32
T123	8.17	5.88
T126	7.9	6.06
T127	7.79	3.42
T128	7.77	3.8
T129	7.68	1.81
T134	7.37	6.73
T136	7.31	6.75
T137	7.27	4.34
T139	6.92	6.52
T141	6.83	5.28
T144	6.65	4.06
T145	6.63	3.66
T146	6.58	4.93
T148	6.44	3.71
T149	6.37	0.0
T151	6.32	1.46
T154	5.96	4.64
T155	5.95	0.0
T156	5.75	2.79
T157	5.63	1.05
T158	5.6	1.65
T161	5.19	0.0
T162	5.17	3.66
T163	5.14	0.22
T165	5.05	0.0
T167	4.9	0.0
T171	4.61	3.32
T172	4.61	0.0
T173	4.45	0.0
T174	4.4	2.28
T175	4.37	0.34
T177	4.23	0.0
T178	4.17	0.0
T181	3.88	0.58
T184	3.75	0.0
T185	3.74	0.05
T186	3.62	0.0
T187	3.56	0.0
T188	3.5	0.0
T189	3.49	0.0
T194	3.24	1.44
T197	3.12	0.0
T200	3.02	2.32
T201	3.01	0.0
T204	2.87	0.68
T205	2.84	0.72
T206	2.83	0.0
T209	2.46	1.2
T210	2.43	1.07
T211	2.36	0.0
T213	2.26	0.0
T214	2.19	1.41
T216	2.13	0.0
T217	2.03	1.49
T218	1.91	0.53
T224	1.39	0.0
T225	1.35	0.57
T227	1.23	0.0
T228	1.19	0.38
T231	0.96	0.0
T233	0.76	0.0
T235	0.63	0.0
