	ts	te
T0	35.0	12.13
T1	33.6	8.2
T2	31.26	17.08
T5	26.95	14.49
T6	26.9	12.49
T7	26.85	15.6
T8	26.69	15.61
T9	26.11	13.88
T10	26.06	9.52
T11	25.92	16.48
T12	25.63	19.03
T13	25.4	13.74
T15	25.27	9.3
T18	24.75	13.99
T20	24.52	15.44
T21	24.34	21.56
T22	24.23	16.42
T23	24.13	20.23
T24	24.13	22.71
T25	24.1	15.52
T26	24.05	17.29
T27	23.99	19.45
T28	23.92	9.9
T29	23.84	13.69
T30	23.79	18.62
T32	23.68	9.71
T33	23.48	17.7
T34	23.46	15.8
T36	23.05	14.38
T38	22.74	12.09
T40	22.68	12.22
T41	22.61	15.86
T42	22.6	17.78
T44	22.54	13.58
T45	22.47	12.21
T47	22.27	11.41
T49	22.09	17.72
T50	21.93	18.04
T55	21.5	8.61
T57	21.27	3.51
T58	21.17	16.01
T59	21.16	15.3
T60	21.0	13.78
T61	20.95	17.28
T62	20.8	10.45
T65	20.57	18.37
T67	20.48	16.75
T68	20.47	2.28
T70	20.41	11.49
T71	20.38	12.64
T72	20.34	17.53
T73	20.24	17.97
T74	20.24	18.09
T75	20.22	16.49
T76	20.13	12.35
T77	20.1	10.25
T78	20.09	11.33
T79	20.0	17.52
T80	19.96	18.88
T82	19.94	18.56
T83	19.92	10.32
T84	19.91	9.41
T85	19.86	11.45
T86	19.73	13.39
T87	19.73	15.3
T88	19.64	12.72
T89	19.59	13.8
T90	19.58	14.61
T91	19.47	16.67
T96	19.35	17.81
T97	19.22	16.35
T100	18.82	11.02
T101	18.73	16.1
T102	18.66	8.53
T103	18.6	12.13
T104	18.59	11.88
T105	18.51	18.31
T109	18.39	13.01
T110	18.34	14.26
T111	18.24	11.87
T112	18.1	11.4
T113	18.04	17.46
T114	17.93	15.24
T116	17.85	8.12
T118	17.68	11.98
T121	17.43	6.1
T122	17.39	14.34
T126	17.15	13.59
T127	17.07	11.26
T128	17.06	14.54
T129	16.96	14.75
T131	16.92	12.2
T132	16.91	13.97
T133	16.85	11.76
T134	16.75	8.96
T135	16.74	16.56
T136	16.62	9.78
T138	16.53	15.14
T141	16.37	12.18
T142	16.32	10.52
T143	16.21	9.82
T148	15.44	12.14
T149	15.41	14.04
T150	15.28	14.38
T152	15.18	14.19
T153	15.13	12.39
T156	15.0	7.6
T162	14.64	9.85
T164	14.53	13.73
T165	14.52	13.9
T166	14.49	6.1
T167	14.35	9.55
T168	14.28	13.74
T169	14.13	9.62
T170	14.1	7.04
T171	14.09	13.1
T172	13.93	11.63
T173	13.68	10.7
T177	12.96	0.16
T178	12.78	11.51
T179	12.75	8.6
T180	12.67	11.61
T181	12.46	11.07
T182	12.37	10.19
T183	12.32	9.15
T184	12.29	5.12
T185	12.15	11.94
T186	12.08	10.78
T187	11.89	10.89
T188	11.86	6.74
T190	11.69	8.35
T191	11.6	0.0
T192	11.53	8.5
T193	11.36	7.82
T194	10.92	4.0
T196	10.75	9.94
T197	10.62	6.61
T199	8.83	0.02
T201	7.85	6.37
T202	7.83	5.6
T203	7.8	7.51
T206	6.86	3.55
T209	5.6	2.44
T210	5.41	0.0
T211	4.84	1.93
T212	4.73	3.89
T214	2.2	0.46
