	ts	te
T1	33.29	22.64
T2	32.99	0.0
T3	31.46	28.51
T6	31.11	29.75
T7	30.93	26.01
T8	27.54	7.45
T9	27.31	10.45
T10	26.87	13.44
T11	26.78	25.88
T12	26.73	25.67
T14	24.76	21.31
T17	23.0	21.55
T19	20.56	17.93
T20	19.73	18.89
T22	18.99	17.41
T23	17.96	16.84
T24	17.93	16.6
T25	17.9	16.08
T26	17.84	16.49
T27	17.44	15.05
T28	16.77	12.32
T29	16.68	15.63
T30	16.45	13.72
T31	16.03	10.66
T33	15.83	2.38
T34	15.79	5.29
T36	15.4	8.81
T38	14.87	11.82
T39	14.73	12.88
T40	14.65	13.65
T41	14.53	12.73
T42	14.5	10.56
T43	14.3	12.91
T44	14.13	12.41
T46	13.82	11.15
T47	13.61	11.61
T48	13.44	13.14
T49	13.42	0.0
T50	13.01	9.92
T52	12.95	10.96
T53	12.64	12.22
T54	12.6	11.47
T56	12.53	11.36
T57	12.52	6.47
T58	12.46	5.04
T59	12.42	3.75
T60	12.19	11.21
T61	12.16	5.63
T62	11.94	11.76
T63	11.88	10.68
T64	11.8	5.72
T65	11.75	10.34
T66	11.7	10.33
T68	11.48	11.2
T70	11.39	8.9
T71	11.39	6.64
T72	11.31	7.87
T73	11.25	4.98
T75	10.64	9.56
T76	10.63	5.12
T77	10.6	7.21
T78	10.56	0.0
T79	10.56	0.0
T80	10.46	7.65
T81	10.3	0.44
T82	10.15	2.15
T83	9.94	0.0
T84	9.76	7.11
T85	9.75	7.2
T86	9.74	8.15
T87	9.73	8.2
T88	9.73	7.77
T89	9.6	2.35
T91	9.44	9.23
T92	9.3	4.78
T93	8.84	7.27
T95	8.69	7.56
T96	8.36	4.21
T98	8.31	3.71
T100	8.02	6.1
T101	7.97	5.22
T102	7.5	6.2
T104	7.32	5.61
T105	7.29	5.78
T107	7.11	5.81
T108	7.09	5.43
T110	7.06	3.88
T113	6.97	2.24
T115	6.7	6.22
T116	6.53	5.9
T118	6.21	2.52
T119	6.19	0.0
T120	6.1	4.83
T121	6.05	5.78
T123	5.95	2.23
T124	5.91	4.02
T125	5.79	4.26
T126	5.71	1.29
T128	5.3	0.06
T129	5.19	0.0
T130	5.18	2.11
T131	5.14	3.21
T132	5.14	0.0
T133	5.1	2.0
T134	4.97	0.0
T135	4.88	0.0
T136	4.79	2.57
T138	4.74	0.0
T139	4.65	2.64
T142	4.57	4.13
T143	4.57	0.0
T145	4.31	0.0
T147	4.05	0.0
T148	3.8	0.0
T152	3.69	0.0
T153	3.6	2.39
T155	3.49	0.0
T158	3.15	0.47
T160	2.9	0.0
T161	2.81	0.0
T162	2.81	1.57
T166	2.52	0.0
T167	2.37	0.0
T170	2.2	0.0
T171	2.14	0.0
T172	2.03	0.0
T173	2.02	0.0
T174	1.93	0.2
T176	1.8	0.88
T178	1.72	0.19
T179	1.42	0.0
T181	1.28	0.0
T182	1.28	0.0
T183	1.23	0.0
T184	1.17	0.0
T185	1.11	0.0
T186	0.99	0.0
T187	0.94	0.3
T188	0.88	0.0
T189	0.84	0.0
T190	0.8	0.0
T191	0.8	0.0
T193	0.7	0.0
T195	0.59	0.0
T200	0.41	0.0
T206	0.21	0.0
