	ts	te
T0	35.0	10.39
T1	33.75	31.13
T3	30.72	23.05
T4	30.62	20.12
T5	29.65	28.79
T6	28.5	10.65
T8	28.14	27.12
T9	27.76	23.47
T11	27.45	25.64
T13	26.87	24.42
T14	26.47	14.63
T15	26.42	15.61
T16	26.17	18.72
T17	26.08	14.31
T18	26.01	10.38
T19	25.53	22.36
T20	25.48	17.63
T21	25.43	14.73
T22	25.42	17.19
T24	25.08	13.98
T25	25.0	19.02
T26	24.83	12.95
T28	24.6	18.57
T29	24.57	13.81
T30	24.49	17.86
T31	24.36	22.27
T33	24.25	17.68
T34	23.91	12.17
T35	23.89	12.07
T36	23.82	15.73
T37	23.69	18.38
T40	23.42	10.71
T41	23.21	18.87
T42	22.88	19.93
T43	22.87	10.84
T44	22.79	8.93
T45	22.71	13.88
T46	22.59	9.35
T47	22.56	5.24
T48	22.52	10.91
T50	22.36	20.02
T51	22.27	12.24
T52	22.22	18.41
T53	22.21	7.77
T54	21.91	14.97
T56	21.83	13.21
T57	21.81	12.56
T58	21.73	8.45
T59	21.65	13.52
T60	21.56	18.06
T61	21.44	12.54
T62	21.4	11.6
T64	21.34	17.86
T65	21.29	17.76
T66	21.24	14.61
T67	21.24	20.11
T68	21.21	14.18
T69	21.13	18.89
T70	21.09	11.92
T71	20.87	16.68
T72	20.78	12.25
T73	20.76	12.67
T74	20.67	10.81
T75	20.65	14.71
T77	20.6	16.95
T78	20.54	10.24
T80	20.44	7.13
T81	20.44	19.19
T82	20.29	19.36
T84	20.27	13.84
T85	20.27	17.21
T86	20.25	18.0
T87	20.22	13.88
T88	20.11	13.64
T90	20.04	11.9
T91	19.97	19.07
T92	19.88	18.64
T93	19.87	13.99
T94	19.76	15.92
T96	19.64	15.58
T97	19.61	15.39
T98	19.57	17.21
T100	19.52	12.03
T101	19.46	14.25
T102	19.44	15.4
T103	19.43	13.98
T104	19.4	4.32
T105	19.31	7.35
T106	19.3	6.87
T107	19.26	16.45
T108	19.22	17.89
T109	19.21	16.12
T110	19.21	18.2
T111	19.17	12.13
T112	19.15	11.45
T113	19.09	8.81
T114	19.06	11.1
T115	19.01	17.59
T116	18.97	12.88
T117	18.94	9.38
T119	18.88	16.46
T120	18.87	15.54
T121	18.68	15.52
T122	18.65	12.64
T123	18.61	17.06
T126	18.37	10.09
T127	18.33	15.03
T128	18.29	15.77
T129	18.18	10.32
T130	18.16	13.36
T132	17.94	10.98
T135	17.69	15.06
T136	17.68	13.15
T137	17.67	16.15
T138	17.6	14.95
T139	17.55	16.69
T140	17.55	15.43
T141	17.52	14.48
T142	17.39	8.6
T143	17.38	15.25
T144	17.34	13.95
T145	17.3	9.3
T146	17.17	12.78
T147	17.05	12.36
T148	16.94	14.42
T149	16.91	14.2
T151	16.79	13.76
T152	16.74	6.73
T153	16.64	16.15
T156	16.44	8.42
T158	16.39	14.08
T159	16.33	10.99
T160	16.19	13.29
T161	16.04	14.82
T162	15.76	15.22
T164	15.74	11.23
T165	15.7	13.72
T166	15.54	11.33
T167	15.54	11.65
T168	15.47	7.73
T172	15.1	11.27
T173	14.97	13.66
T174	14.94	11.14
T175	14.9	13.62
T176	14.9	12.92
T178	14.66	11.95
T179	14.65	7.88
T181	14.51	6.92
T182	14.46	7.1
T184	14.29	8.32
T185	14.2	12.35
T186	14.17	13.58
T187	14.11	13.39
T189	13.74	9.17
T191	13.55	12.42
T192	13.52	8.89
T195	12.74	9.56
T196	12.5	11.19
T199	12.0	8.09
T200	11.93	0.0
T201	11.88	10.79
T202	11.74	10.21
T203	11.38	5.57
T204	11.22	9.32
T206	10.44	7.29
T207	10.26	8.09
T208	10.23	3.0
T210	10.04	9.22
T211	9.75	2.7
T212	8.67	7.51
T214	8.5	6.65
T216	7.62	0.77
T218	6.97	5.85
T219	6.93	4.5
T220	6.9	0.0
T222	6.57	5.13
T223	5.97	2.09
T224	4.95	3.3
T226	4.5	0.38
