	ts	te
T0	35.0	34.07
T1	34.56	22.87
T3	33.39	28.15
T4	32.43	19.31
T8	31.23	29.85
T10	30.89	22.71
T11	30.79	25.87
T14	30.61	27.38
T15	30.42	28.55
T16	30.39	28.68
T17	30.31	28.19
T19	29.94	26.69
T24	28.77	25.06
T25	28.76	25.46
T26	28.48	27.99
T28	27.79	25.45
T33	27.36	23.12
T35	26.7	25.55
T37	26.51	26.38
T45	26.15	23.02
T46	25.96	22.97
T48	25.9	11.47
T49	25.1	20.15
T51	24.73	22.26
T53	23.94	17.92
T54	23.69	22.82
T55	23.28	11.78
T56	23.19	19.92
T58	22.99	18.82
T60	22.31	11.25
T61	22.24	15.75
T62	22.14	17.97
T64	21.72	20.1
T65	21.59	15.53
T67	21.42	19.52
T68	21.01	19.65
T71	20.49	18.39
T73	20.11	14.5
T74	19.75	9.1
T75	19.34	12.04
T77	18.49	17.07
T82	17.46	14.22
T83	17.34	8.61
T84	17.19	16.65
T86	15.42	9.0
T91	14.87	14.06
T92	14.76	9.81
T93	14.55	13.11
T96	13.97	9.14
T99	12.64	0.0
T100	12.64	0.0
T101	12.46	8.94
T103	12.21	11.95
T104	12.09	10.42
T105	12.06	0.0
T106	11.86	1.25
T107	11.81	6.34
T111	11.38	4.61
T112	11.32	8.82
T113	11.31	9.56
T114	11.2	9.89
T116	10.54	7.23
T117	10.5	4.91
T118	10.3	0.0
T119	10.01	1.07
T120	9.91	7.95
T121	9.61	0.0
T122	9.59	8.45
T123	9.11	3.89
T126	8.64	0.0
T129	8.36	0.65
T130	7.91	0.0
T131	7.76	3.97
T132	7.76	4.49
T137	7.3	4.1
T141	7.02	0.08
T143	6.96	1.27
T150	6.51	2.41
T151	6.47	0.0
T153	6.41	4.95
T154	6.32	5.07
T156	6.18	3.03
T162	5.25	0.0
T163	5.18	0.0
T165	4.98	0.0
T167	4.51	1.28
T168	4.49	0.0
T171	4.07	2.77
T172	3.87	0.0
T173	3.86	1.28
T174	3.86	0.84
T179	3.26	0.0
T181	3.14	0.54
T182	3.1	0.0
T183	3.08	0.0
T184	2.93	2.88
T185	2.91	0.0
T186	2.89	0.0
T188	2.67	0.05
T190	2.1	0.0
T191	2.06	0.11
T192	2.0	0.46
T195	1.41	0.0
T196	1.26	0.0
T197	1.1	0.0
T198	1.08	0.0
T200	1.0	0.0
T201	0.79	0.0
T202	0.78	0.0
T203	0.77	0.0
T205	0.69	0.0
T209	0.25	0.0
