scientificName	ts	te	speciation	extinction	ancestral_speciation	cont_trait_anc_0	cont_trait_ts_0	cont_trait_te_0	cat_trait_0	cat_trait_anc_0
T0	35.0	31.5	0.49995848318385055	0.3868688661236131	0.0	-0.013477522473462022	NA	0.2702147936595383	1.0	NA
T1	33.92	26.83	0.49986867264339996	0.39613465423736555	0.4906552006287721	0.2031511094818993	-0.0239714966870328	0.1457443222497924	1.0	1.0
T4	32.78	31.38	0.48155354186315186	0.39503723963219256	0.4983125223561798	-0.08599535428935505	0.2867570439316868	0.16525696251026636	1.0	1.0
T5	32.18	24.34	0.46932277362688685	0.39698636668735293	0.48936166648334445	0.21689855521608933	0.37216488701234457	0.12862038978433218	1.0	1.0
T6	29.26	26.78	0.2604126866026675	0.2240923151024666	0.4877993059055871	0.23246521839575646	-1.1945688666857597	-1.1258115425810944	1.0	1.0
T7	29.19	27.58	0.22092562049093392	0.18943874208655467	0.26007960410570186	-1.1957401489778146	-1.3366789637618977	-1.2786457495649242	1.0	1.0
T8	28.52	25.45	0.4936959231868145	0.39070200485555107	0.48766002696913224	0.23380494661899254	-0.16660036019210528	-0.22682309689081512	1.0	1.0
T11	27.01	22.83	0.49494564822277365	0.3989537635366335	0.47370408092811306	0.34377359676671154	0.14908156761277638	-0.07569082786603028	1.0	1.0
T13	25.93	24.21	0.4218872341222416	0.36365356398782417	0.49966566658686196	0.03825177032471048	0.6095824043723039	0.4564948520024782	1.0	1.0
T15	25.37	21.61	0.48120060104701695	0.3543426591300077	0.49988781778506414	0.02215518578792482	0.28954007540335946	0.5149031976782846	0.0	1.0
T16	24.0	20.24	0.4092936065164054	0.34404702141616567	0.4999888368415	-0.006988516555144635	0.661727698208031	0.5741307185617455	1.0	1.0
T17	23.71	22.66	0.4371966395485086	0.36435392406703826	0.3908069117994631	0.7341579881247373	0.541864604618727	0.4518613694385634	1.0	1.0
T19	23.08	22.24	0.44091833093277116	0.3624827815011661	0.4993464012060327	-0.05349173128852372	-0.5244756355390804	-0.4641568339269735	1.0	1.0
T21	22.59	20.25	0.49637644284510557	0.3999988319756045	0.4729027388169971	0.3491187570053674	0.12613796449131867	-0.0025273786299827433	1.0	1.0
T22	22.12	20.25	0.43049446334454766	0.2826458387743373	0.43343243310515034	0.5590464107631051	0.5721984602657794	0.8715806768384555	0.0	0.0
T23	21.94	18.46	0.49515453631832984	0.36652694138017444	0.4350868330919076	0.5515425234786658	0.14595304248631258	0.43723121387821284	0.0	0.0
T24	21.83	16.87	0.48413019981132677	0.38194702108105	0.4454421753979509	0.5027376922771205	0.2656239941447666	0.3178435418582144	0.0	0.0
T25	21.64	19.6	0.4806575322037278	0.3959324861441193	0.49539213416496575	0.14231261217406285	0.2937747394588486	0.14952620951779028	1.0	1.0
T26	21.35	20.08	0.4898139337130395	0.38217334056313107	0.4914157795881062	0.19463322196616625	-0.21218914457281848	-0.3157985375485453	0.0	0.0
T28	21.25	15.22	0.486242430863516	0.3572103471266967	0.4841546860116709	0.2654156557304631	0.24704844521591462	0.49748684606869953	1.0	1.0
T30	21.03	17.64	0.3854531966504696	0.3815438146710675	0.48643118144648356	0.24532417496350706	0.7544282304740311	0.3214576089508359	1.0	1.0
T31	21.0	17.85	0.4563742771349465	0.25328402447239845	0.42702971618189545	0.5874418755243005	-0.44688641475916957	-0.999792389662696	1.0	1.0
T32	20.86	19.22	0.494182446837501	0.3850646292905958	0.4922359128413048	0.18502533141649602	0.16000319025464182	0.288516415449733	0.0	0.0
T33	20.78	11.65	0.4588973569619632	0.14217936817694077	0.4932446611407472	0.1724994944999547	-0.43318253796000805	-0.9801790343825355	0.0	0.0
T34	20.71	19.29	0.4610277262961259	0.37576551946858244	0.4660414016395784	-0.3922432937046827	-0.42132580696723054	-0.3697526693552013	1.0	1.0
T35	20.3	17.76	0.38954740601252386	0.37770401653965197	0.42904194978718496	0.578622770724199	0.7389514772224841	0.35420500008820294	1.0	1.0
T36	20.26	19.6	0.49307824294899016	0.39961782997001416	0.49726899682429926	0.10945724556259555	-0.17462603270524768	-0.04572735946270221	1.0	0.0
T37	20.23	0.0	0.44336995049744116	0.06332830137916524	0.4615303926094207	0.4184873555219598	0.5127819405117416	0.6140271669421847	1.0	1.0
T38	20.2	19.09	0.48233418697757047	0.39033792220801056	0.4993766998180348	0.052236380149486165	-0.28051082558618806	-0.2312750065208426	1.0	1.0
T39	20.18	13.06	0.27005661055974756	0.13953367203075012	0.49976744563004266	0.031900815799440665	1.160796527259139	0.9687196244480814	0.0	1.0
T40	20.14	0.0	0.47862465080483985	0.025925563718135404	0.4905024891890067	-0.2048202050070134	0.3091520294662936	-0.3828626524438299	1.0	1.0
T41	20.06	18.7	0.3655219822621111	0.23576345716532227	0.4088615073213886	0.6634712899767164	0.8278307017383947	1.0753558733734332	1.0	1.0
T42	19.72	0.0	0.46051456122613427	0.1878752983404111	0.444116205393061	0.5091822256778664	0.42420711307309766	1.1779260919540733	1.0	1.0
