	ts	te
T0	35.0	29.59
T1	31.13	29.49
T2	31.08	27.01
T3	30.01	21.45
T5	25.58	17.75
T6	23.81	21.21
T7	21.92	21.71
T8	21.86	12.32
T9	21.49	15.97
T10	20.94	16.68
T12	19.45	9.6
T13	18.93	16.33
T14	18.11	14.53
T15	17.59	14.96
T16	17.27	13.71
T17	17.24	16.21
T18	17.08	12.23
T19	17.02	10.38
T20	16.91	12.35
T21	16.71	5.04
T22	16.38	15.44
T24	16.27	15.88
T25	15.99	5.55
T26	15.9	14.83
T27	15.89	12.98
T28	15.8	15.22
T31	15.56	5.25
T32	15.51	14.74
T33	15.44	14.01
T34	15.33	11.88
T35	15.2	13.58
T36	15.1	14.07
T38	14.73	14.63
T40	14.55	6.19
T42	13.23	8.21
T44	12.75	9.69
T45	12.43	3.11
T46	12.32	9.82
T47	12.22	7.32
T48	11.88	11.17
T49	11.77	2.02
T51	11.32	10.92
T52	10.87	8.55
T53	10.76	10.47
T54	10.73	8.44
T56	10.59	6.86
T60	10.32	8.85
T61	10.0	3.92
T62	9.94	6.17
T63	9.82	0.82
T67	9.54	3.95
T69	9.2	0.98
T71	9.0	5.53
T72	8.85	4.88
T73	8.83	6.55
T74	8.81	5.1
T75	8.74	0.0
T76	8.63	5.75
T77	8.54	8.08
T78	8.39	7.44
T79	8.01	0.0
T80	7.65	6.66
T81	7.54	5.11
T83	7.3	5.18
T84	7.06	4.53
T86	6.74	6.02
T87	6.64	1.78
T88	6.41	1.29
T89	6.29	5.46
T91	6.25	0.0
T94	6.15	0.0
T95	6.13	5.01
T97	5.99	0.0
T100	5.81	1.4
T101	5.79	2.62
T102	5.77	5.5
T103	5.66	1.32
T104	5.63	0.0
T106	5.61	4.06
T107	5.56	0.0
T110	5.15	1.38
T111	5.08	0.0
T113	4.93	2.89
T115	4.72	0.0
T121	4.57	0.0
T122	4.51	0.0
T123	4.46	1.36
T124	4.44	3.93
T126	4.41	2.03
T127	4.4	0.0
T128	4.34	3.3
T129	4.27	3.62
T130	4.25	1.63
T131	4.17	3.87
T133	4.07	0.26
T136	3.79	2.41
T138	3.74	0.0
T139	3.56	2.85
T141	3.34	1.34
T142	3.31	0.0
T143	3.28	0.0
T144	3.26	0.43
T146	3.14	0.0
T147	3.13	0.0
T148	3.08	0.0
T150	3.0	0.0
T153	2.87	0.0
T154	2.83	1.85
T155	2.83	1.0
T156	2.77	0.0
T159	2.67	1.18
T160	2.66	0.0
T161	2.63	0.0
T162	2.54	0.06
T163	2.51	0.0
T169	2.32	0.0
T175	2.01	0.0
T176	2.0	0.0
T177	1.98	1.42
T178	1.9	1.15
T180	1.77	0.0
T181	1.75	0.0
T182	1.72	0.0
T183	1.71	0.3
T184	1.58	0.0
T185	1.58	0.8
T186	1.47	0.0
T187	1.31	0.0
T188	1.26	0.16
T191	1.11	0.0
T194	0.92	0.0
T199	0.67	0.0
T201	0.62	0.0
T202	0.46	0.0
T203	0.46	0.0
T206	0.41	0.0
T210	0.25	0.0
T211	0.25	0.0
T212	0.24	0.0
