	ts	te
T0	35.0	32.49
T1	34.21	33.36
T5	32.54	30.04
T7	29.72	22.71
T8	29.7	23.35
T9	29.07	28.58
T11	28.9	24.2
T12	28.8	12.13
T13	28.19	22.6
T15	27.26	24.27
T17	26.81	22.44
T18	26.67	24.52
T20	26.24	24.33
T21	25.11	18.69
T22	25.04	24.28
T23	24.74	23.1
T24	24.6	4.56
T25	24.46	23.11
T26	24.4	24.27
T27	24.18	20.88
T28	23.99	22.08
T29	23.92	21.09
T30	23.84	23.4
T31	23.55	23.09
T32	23.54	19.22
T34	23.2	7.04
T36	23.12	16.53
T37	22.88	21.41
T38	22.76	11.93
T40	22.25	21.58
T41	22.11	0.0
T42	21.84	14.93
T43	21.68	16.31
T44	21.58	18.99
T45	21.33	19.02
T47	20.85	15.64
T48	20.46	13.05
T52	19.62	15.77
T55	18.74	8.09
T56	18.04	12.17
T58	17.84	15.23
T59	17.05	6.61
T60	16.92	14.24
T61	16.72	11.0
T63	16.34	0.0
T64	16.06	14.45
T65	15.69	15.26
T67	15.54	13.94
T68	15.23	0.0
T69	15.09	12.35
T70	14.94	13.64
T73	14.49	11.79
T74	14.16	12.46
T75	14.1	10.27
T77	14.0	7.05
T78	13.92	13.54
T79	13.71	12.27
T80	13.61	3.79
T82	13.55	11.59
T86	13.43	10.37
T87	13.37	4.39
T88	13.22	6.36
T89	13.21	0.0
T90	12.99	7.16
T91	12.93	12.15
T93	12.81	0.0
T96	12.64	10.2
T97	12.61	8.34
T101	12.38	10.19
T102	12.38	11.67
T104	12.17	9.53
T105	12.17	2.34
T107	11.84	9.79
T108	11.72	2.99
T109	11.57	0.0
T110	11.56	10.96
T111	11.37	6.04
T113	11.08	2.54
T114	10.87	0.67
T116	10.81	9.11
T117	10.75	4.43
T120	10.58	8.09
T121	10.57	0.0
T122	10.5	9.96
T123	10.47	0.0
T124	10.44	9.29
T126	10.35	7.84
T127	10.01	9.48
T128	9.88	8.28
T129	9.87	9.05
T130	9.82	8.08
T131	9.58	8.61
T132	9.56	8.06
T133	9.53	3.65
T134	9.51	9.16
T135	9.46	8.26
T136	9.41	5.11
T137	9.32	7.37
T138	9.32	8.85
T141	9.17	2.91
T143	9.07	8.15
T146	9.02	3.64
T147	8.89	2.66
T148	8.84	0.0
T149	8.81	6.68
T150	8.51	7.48
T152	8.37	1.84
T154	8.14	2.0
T156	8.01	3.57
T157	8.0	0.22
T164	7.51	3.87
T165	7.38	7.28
T167	6.86	4.46
T168	6.85	0.0
T169	6.8	4.49
T171	6.69	6.45
T172	6.66	0.0
T173	6.66	5.3
T178	6.04	0.93
T179	5.98	3.71
T180	5.94	4.35
T182	5.63	4.05
T185	5.37	3.85
T186	5.15	0.0
T187	5.12	0.0
T188	4.91	0.08
T189	4.52	0.97
T190	4.48	0.0
T191	4.41	0.0
T192	4.4	3.76
T193	4.06	0.0
T194	3.95	3.17
T195	3.94	0.0
T196	3.91	0.0
T199	3.7	0.0
T200	3.62	0.0
T201	3.52	0.36
T203	3.39	0.0
T205	3.19	0.0
T206	3.17	1.22
T209	2.7	1.15
T211	2.47	1.97
T212	2.15	0.0
T214	2.02	0.0
T215	1.76	0.0
T217	1.64	0.0
T218	1.54	1.3
T221	1.41	0.0
T222	1.2	0.0
T224	0.76	0.3
T225	0.47	0.0
T226	0.33	0.0
T227	0.33	0.12
T229	0.27	0.0
T230	0.26	0.0
T232	0.2	0.0
