	ts	te
T0	35.0	32.28
T1	34.22	16.42
T2	26.11	9.05
T3	23.67	11.72
T4	23.66	18.2
T5	22.93	19.81
T6	22.91	20.71
T7	22.87	15.56
T8	22.41	0.0
T9	21.87	0.0
T10	21.45	7.81
T11	21.29	0.0
T12	20.8	15.3
T13	20.73	16.41
T14	20.71	17.17
T15	20.18	18.17
T16	20.09	13.82
T17	20.06	18.98
T18	19.84	8.07
T19	18.41	0.0
T20	18.39	16.42
T21	18.18	11.02
T22	18.1	0.0
T23	18.0	0.0
T24	17.97	0.0
T25	17.84	13.52
T26	17.48	17.4
T27	17.26	14.28
T28	17.2	0.0
T29	16.95	0.0
T30	16.78	0.0
T31	16.61	5.78
T32	16.55	2.16
T33	16.42	14.89
T34	16.33	11.69
T35	16.24	0.0
T36	15.73	10.27
T37	15.73	10.09
T38	15.43	0.0
T39	15.42	11.02
T40	14.55	0.0
T41	14.51	12.4
T42	14.51	1.55
T43	14.21	13.17
T44	14.14	2.36
T45	14.05	6.13
T46	13.93	11.12
T47	13.88	9.33
T48	13.49	10.06
T49	13.41	1.67
T50	13.33	10.9
T51	13.1	7.7
T52	12.97	6.28
T53	12.96	0.0
T54	12.83	9.09
T55	12.69	11.17
T56	12.59	0.0
T57	12.49	10.41
T59	12.32	0.0
T60	12.11	9.13
T61	12.04	2.68
T62	11.95	4.56
T63	11.89	0.0
T64	11.81	9.06
T66	11.53	9.62
T67	11.45	4.95
T68	11.33	10.06
T69	11.29	7.42
T70	11.26	2.18
T71	11.14	9.55
T72	11.1	0.0
T73	11.08	0.0
T76	10.86	0.0
T77	10.74	4.57
T78	10.6	0.0
T79	10.58	4.05
T83	10.3	0.0
T84	10.29	8.09
T85	10.15	0.0
T86	10.07	0.0
T87	9.96	6.42
T88	9.88	0.0
T89	9.88	0.05
T90	9.82	8.93
T91	9.39	0.0
T92	9.28	0.0
T93	9.26	0.0
T94	9.21	0.0
T95	9.18	0.71
T96	9.1	0.0
T97	9.08	0.0
T98	9.07	8.45
T99	9.05	0.0
T100	9.04	4.69
T101	8.94	0.69
T102	8.7	0.0
T104	8.5	5.69
T105	8.35	6.91
T106	8.32	1.04
T107	8.3	5.56
T108	7.92	0.0
T109	7.88	4.08
T110	7.8	0.9
T111	7.76	7.22
T112	7.73	0.52
T113	7.71	0.0
T114	7.62	0.0
T115	7.53	0.87
T116	7.32	3.81
T117	7.27	4.77
T118	7.2	0.0
T119	7.14	0.0
T120	7.13	0.0
T121	7.05	2.37
T122	7.01	0.0
T123	6.99	0.0
T124	6.83	4.55
T125	6.67	4.85
T126	6.45	0.0
T127	6.42	0.0
T128	6.27	0.22
T129	6.25	0.0
T130	6.2	0.0
T131	6.17	0.0
T132	6.06	0.0
T135	5.99	0.0
T138	5.95	0.0
T140	5.61	0.0
T141	5.6	0.0
T143	5.55	0.0
T144	5.51	2.71
T145	5.46	0.0
T146	5.37	2.42
T147	5.32	0.0
T148	5.29	0.0
T149	5.17	1.62
T150	4.88	0.0
T151	4.76	0.0
T152	4.69	0.41
T153	4.6	0.0
T154	4.6	0.0
T155	4.35	0.0
T156	4.27	0.0
T157	4.24	0.0
T159	4.13	0.0
T160	4.02	0.0
T161	4.0	0.0
T162	3.99	1.18
T164	3.85	0.0
T165	3.84	0.0
T167	3.8	0.0
T168	3.79	0.0
T169	3.7	0.0
T170	3.66	0.0
T171	3.65	1.62
T172	3.62	0.0
T173	3.5	0.0
T174	3.5	0.71
T175	3.46	0.0
T176	3.42	0.73
T177	3.41	0.22
T179	3.27	0.0
T180	3.25	0.0
T181	3.17	1.76
T182	3.14	0.85
T183	3.12	0.0
T184	3.1	1.14
T185	3.1	0.0
T186	2.92	0.0
T187	2.85	0.0
T188	2.76	0.0
T189	2.73	0.0
T190	2.73	1.21
T191	2.68	0.0
T192	2.64	0.0
T193	2.63	0.0
T194	2.57	0.0
T195	2.53	0.0
T196	2.52	2.02
T197	2.52	0.0
T198	2.46	0.36
T199	2.41	1.92
T200	2.39	0.0
T202	2.3	0.0
T203	2.26	0.0
T204	2.25	0.0
T206	2.21	0.0
T207	2.2	0.0
T210	2.17	0.0
T211	2.17	0.0
T212	2.14	0.0
T213	2.12	0.0
T214	2.09	0.0
T215	2.09	0.0
T216	2.0	0.0
T217	1.99	0.0
T218	1.88	0.0
T219	1.84	0.0
T220	1.79	0.0
T221	1.79	0.0
T222	1.76	0.22
T223	1.68	0.0
T224	1.67	0.0
T225	1.67	0.0
T226	1.66	0.0
T227	1.65	0.0
T228	1.65	0.48
T229	1.62	0.0
T230	1.6	0.0
T232	1.59	0.0
T233	1.56	0.0
T234	1.54	0.0
T235	1.53	0.0
T236	1.5	0.0
T237	1.47	0.0
T238	1.46	0.0
T239	1.34	0.03
T240	1.22	0.0
T242	1.13	0.0
T245	1.0	0.0
T246	0.94	0.0
T248	0.85	0.0
T250	0.75	0.0
T251	0.71	0.0
T253	0.68	0.0
T254	0.66	0.0
T255	0.66	0.0
T257	0.64	0.0
T258	0.61	0.0
T259	0.6	0.0
T262	0.51	0.0
T272	0.26	0.0
T276	0.13	0.0
