	ts	te
T0	35.0	20.66
T1	33.62	30.89
T2	33.1	30.75
T4	25.8	20.48
T5	24.92	19.44
T6	23.65	11.86
T7	22.56	19.92
T10	20.96	16.12
T11	20.75	18.93
T12	20.74	18.49
T13	20.64	14.69
T14	20.49	15.39
T15	20.41	17.13
T16	19.54	0.0
T17	19.37	18.64
T18	19.25	8.23
T19	19.13	18.54
T20	18.9	17.11
T21	18.74	8.82
T22	18.73	15.12
T23	18.65	15.42
T24	18.54	14.03
T25	18.28	13.22
T26	17.89	13.74
T27	17.79	3.02
T28	17.7	0.0
T29	17.68	7.29
T30	17.57	0.62
T31	17.35	10.63
T32	17.31	15.81
T33	17.3	0.0
T34	17.23	16.05
T35	17.23	11.05
T36	16.99	16.27
T37	16.85	0.0
T38	16.73	2.71
T39	16.55	16.53
T40	16.12	5.34
T41	15.76	13.25
T42	15.73	11.0
T43	15.61	9.96
T44	15.53	11.68
T45	14.73	12.0
T46	14.55	6.06
T47	14.4	13.88
T48	14.25	7.35
T49	14.22	12.82
T50	13.99	10.03
T51	13.79	9.42
T52	13.77	0.0
T53	13.59	13.01
T54	13.56	0.0
T55	13.09	0.0
T56	12.99	12.16
T57	12.74	10.43
T58	12.61	11.81
T59	12.52	9.86
T60	12.35	11.49
T61	12.19	11.99
T62	12.16	8.07
T64	11.8	0.0
T65	11.78	0.0
T66	11.77	6.16
T67	11.71	4.39
T68	11.63	3.02
T69	11.53	0.0
T71	11.29	7.55
T72	11.23	0.0
T73	11.23	0.0
T74	11.12	0.0
T76	10.95	4.78
T77	10.94	8.13
T78	10.5	0.0
T80	10.24	7.55
T81	10.12	0.0
T82	10.11	0.0
T83	10.1	4.97
T85	10.07	8.3
T89	9.9	3.74
T90	9.89	0.0
T91	9.69	5.18
T92	9.65	0.0
T93	9.61	0.0
T94	9.59	7.58
T95	9.36	4.06
T96	9.32	0.0
T98	9.21	5.97
T99	9.16	0.0
T100	9.14	8.97
T101	8.78	5.26
T102	8.57	6.06
T103	8.54	4.79
T105	8.43	0.0
T106	8.28	6.14
T107	8.1	7.13
T108	8.1	5.17
T109	8.09	4.42
T110	8.08	0.0
T111	7.98	0.0
T112	7.98	6.61
T113	7.93	0.0
T114	7.89	0.0
T115	7.88	5.22
T116	7.87	0.0
T117	7.76	5.96
T118	7.74	0.0
T119	7.73	0.0
T121	7.7	0.0
T122	7.63	2.67
T123	7.6	0.0
T124	7.57	5.33
T126	7.55	3.55
T127	7.37	0.0
T128	7.31	0.0
T129	7.23	0.0
T130	7.03	6.41
T131	7.0	3.93
T132	6.99	0.0
T133	6.97	1.9
T134	6.94	0.0
T135	6.93	6.01
T136	6.92	0.0
T137	6.9	0.0
T138	6.89	6.3
T139	6.86	3.99
T140	6.81	4.01
T142	6.74	0.0
T143	6.74	0.0
T144	6.64	0.0
T145	6.54	0.0
T146	6.52	1.45
T147	6.51	0.0
T148	6.47	0.0
T150	6.4	0.0
T151	6.33	0.0
T152	6.29	0.0
T153	6.21	0.0
T154	6.14	0.0
T155	6.06	0.0
T156	6.05	0.0
T157	5.97	1.18
T158	5.79	0.0
T160	5.65	0.0
T161	5.64	0.0
T162	5.64	0.0
T163	5.63	0.0
T164	5.55	0.0
T165	5.54	2.28
T166	5.53	0.0
T167	5.48	5.15
T169	5.36	0.0
T170	5.27	4.96
T171	5.26	0.0
T172	5.25	0.0
T173	5.23	4.45
T174	5.22	0.0
T175	5.14	0.0
T176	5.06	0.0
T177	5.06	0.0
T178	5.0	0.0
T179	4.83	1.59
T180	4.83	0.0
T181	4.72	0.0
T182	4.7	0.0
T183	4.66	0.0
T184	4.47	0.0
T185	4.36	1.88
T186	4.32	0.0
T187	4.24	0.0
T188	4.16	0.0
T189	4.14	0.0
T190	4.13	0.0
T191	4.13	0.0
T192	4.12	0.0
T193	4.05	2.8
T194	4.0	0.0
T195	3.99	0.0
T196	3.97	0.0
T197	3.94	0.0
T198	3.9	0.0
T199	3.83	0.61
T201	3.76	0.0
T202	3.59	0.0
T203	3.56	0.0
T204	3.51	0.0
T205	3.45	0.0
T206	3.36	0.0
T207	3.34	0.0
T208	3.34	0.0
T209	3.33	1.99
T210	3.29	0.0
T211	3.24	0.0
T212	3.24	2.23
T214	3.08	0.0
T215	3.07	0.0
T216	3.06	0.0
T218	3.0	0.0
T220	2.93	2.1
T221	2.91	0.0
T222	2.78	0.0
T223	2.72	2.33
T224	2.69	0.0
T225	2.46	2.12
T226	2.44	0.0
T227	2.33	0.0
T228	2.23	0.0
T229	2.19	0.0
T230	2.18	0.0
T231	2.09	1.26
T234	1.92	0.0
T239	1.63	0.0
T240	1.59	0.66
T241	1.57	0.0
T242	1.47	0.0
T243	1.44	0.0
T244	1.44	0.0
T248	1.33	0.0
T249	1.25	0.0
T250	1.23	0.52
T251	1.19	0.0
T252	1.13	0.0
T255	0.86	0.0
T257	0.83	0.0
T262	0.66	0.0
T264	0.59	0.0
T266	0.47	0.0
T270	0.08	0.0
T271	0.04	0.0
