	ts	te
T0	35.0	20.06
T1	31.47	15.76
T2	31.01	29.21
T3	29.49	13.08
T4	28.24	22.64
T5	28.17	23.13
T6	27.96	14.14
T7	27.69	19.21
T11	26.45	11.56
T12	26.28	16.85
T13	25.91	9.39
T14	25.68	11.06
T15	25.3	12.78
T16	25.21	11.53
T17	24.85	11.13
T18	24.8	17.91
T19	24.77	22.78
T20	24.56	19.61
T21	24.5	15.75
T24	24.26	3.99
T25	24.06	14.17
T26	23.93	19.83
T27	23.82	20.57
T28	23.78	18.35
T29	23.52	18.52
T30	23.38	17.28
T32	23.26	14.65
T33	23.21	14.18
T34	23.16	10.92
T35	23.11	14.48
T36	23.09	22.26
T37	23.06	12.57
T38	22.92	21.73
T40	22.87	13.33
T41	22.83	12.1
T42	22.7	15.05
T44	22.63	14.11
T47	22.34	19.99
T48	22.32	20.93
T49	22.25	12.99
T51	22.12	18.33
T52	22.09	15.38
T53	22.09	16.0
T54	22.07	12.1
T56	21.86	17.76
T57	21.84	14.83
T59	21.61	17.23
T60	21.59	16.99
T61	21.54	18.13
T62	21.47	12.57
T63	21.38	9.47
T64	21.3	14.88
T65	21.24	17.55
T66	21.24	19.15
T67	21.09	7.73
T68	21.09	17.25
T69	21.09	18.42
T71	20.78	9.79
T72	20.77	12.87
T73	20.64	13.81
T74	20.6	16.87
T75	20.57	8.44
T76	20.42	9.99
T78	20.33	13.01
T79	20.29	14.83
T81	20.14	12.66
T82	20.11	17.64
T83	20.1	18.91
T84	20.1	17.77
T85	20.1	8.85
T86	19.97	18.85
T87	19.96	12.18
T89	19.88	10.81
T90	19.84	16.73
T91	19.83	11.29
T92	19.82	19.54
T95	19.61	11.33
T96	19.6	15.64
T97	19.56	13.42
T99	19.46	13.96
T100	19.3	13.31
T102	19.23	16.5
T103	19.18	13.45
T106	19.07	18.21
T107	19.04	15.41
T108	19.01	14.6
T109	18.94	18.59
T110	18.91	10.25
T111	18.89	9.37
T113	18.79	13.75
T115	18.64	15.85
T116	18.59	12.72
T117	18.54	10.2
T118	18.53	17.07
T120	18.49	11.08
T121	18.48	13.84
T122	18.4	17.02
T123	18.33	14.46
T124	18.29	15.75
T125	18.21	13.76
T126	18.2	13.29
T128	18.04	17.03
T129	18.04	15.44
T130	18.01	11.73
T131	17.98	14.63
T133	17.93	12.58
T134	17.77	16.06
T136	17.65	11.88
T137	17.6	12.06
T138	17.57	16.43
T139	17.56	14.33
T140	17.52	14.66
T141	17.43	14.5
T144	17.24	16.24
T145	17.21	10.42
T146	17.16	16.1
T147	17.05	16.69
T150	16.72	14.33
T152	16.55	8.97
T153	16.5	12.69
T154	16.44	14.08
T155	16.39	11.13
T156	16.38	13.77
T157	16.3	7.95
T158	16.17	14.41
T159	16.15	15.25
T160	16.14	9.91
T161	16.14	9.81
T162	16.07	13.64
T163	15.97	8.67
T164	15.85	11.46
T166	15.73	12.49
T167	15.67	14.81
T169	15.51	10.71
T170	15.49	12.17
T171	15.39	6.7
T173	15.15	13.17
T175	15.07	8.09
T176	15.02	13.09
T177	15.01	10.2
T178	15.0	14.28
T179	14.78	11.47
T180	14.74	11.51
T181	14.36	10.99
T182	14.3	10.02
T184	14.19	12.13
T187	14.1	12.33
T189	13.95	12.06
T190	13.87	13.16
T191	13.58	8.52
T192	13.51	12.11
T193	13.15	6.95
T194	13.07	9.17
T195	12.91	9.72
T196	12.12	9.91
T200	11.56	9.95
T201	11.52	10.91
T202	11.46	8.26
T203	11.37	7.9
T204	11.15	9.45
T205	10.37	9.57
T207	9.88	0.0
T208	9.85	6.83
T210	9.64	8.17
T211	8.63	5.83
T212	7.89	7.77
T213	7.88	3.14
T214	0.55	0.0
