	ts	te
T0	35.0	20.62
T1	34.11	30.22
T2	32.8	30.33
T3	31.92	19.62
T4	31.24	30.19
T5	30.75	18.69
T6	28.47	25.52
T7	28.44	26.8
T8	27.68	0.0
T9	27.67	21.1
T10	27.42	24.86
T11	26.89	22.32
T13	26.42	8.19
T14	26.4	24.63
T16	25.43	15.25
T18	25.32	18.82
T19	25.12	16.77
T20	25.09	25.0
T21	24.92	22.75
T22	24.51	18.49
T23	24.39	22.42
T25	24.16	19.13
T26	23.88	17.52
T27	23.32	6.68
T30	22.21	21.79
T31	22.19	21.11
T32	22.09	15.7
T33	22.01	20.18
T34	22.0	0.0
T36	21.51	0.0
T38	21.21	14.18
T39	21.17	14.41
T40	21.11	18.6
T41	21.03	18.31
T42	20.99	19.3
T44	20.72	18.19
T45	20.69	19.29
T46	20.63	0.0
T47	20.46	18.96
T48	20.34	17.26
T49	20.14	17.45
T50	19.99	17.22
T52	19.7	15.53
T53	19.34	19.13
T54	19.14	18.92
T55	19.13	7.97
T56	19.12	16.69
T58	19.05	15.04
T59	19.0	12.29
T60	18.98	7.29
T61	18.91	18.41
T62	18.75	14.97
T63	18.56	15.55
T64	18.53	0.0
T65	18.33	3.15
T66	17.95	14.8
T67	17.82	15.41
T68	17.34	15.0
T69	17.3	8.72
T70	17.25	15.5
T71	17.24	12.06
T73	16.98	14.23
T74	16.81	15.47
T75	16.76	15.42
T76	16.56	11.71
T77	16.46	11.33
T78	16.42	9.9
T79	16.27	10.35
T80	16.21	8.26
T81	16.02	14.33
T82	15.84	0.0
T83	15.84	10.38
T84	15.71	12.14
T86	15.52	8.62
T87	15.46	13.52
T88	15.44	15.28
T89	15.37	8.51
T90	15.3	12.24
T91	15.25	4.48
T92	14.7	0.0
T94	14.51	4.34
T95	14.34	5.89
T96	14.25	1.69
T97	14.18	9.37
T98	14.02	0.0
T99	13.94	13.48
T100	13.94	0.0
T101	13.56	12.68
T102	13.29	12.17
T103	13.13	0.0
T104	12.9	8.8
T105	12.86	10.47
T106	12.8	11.71
T107	12.74	0.0
T108	11.78	7.75
T109	11.28	0.0
T110	11.14	6.43
T111	10.96	7.77
T112	10.52	5.71
T114	10.29	1.23
T115	10.23	7.13
T116	10.16	7.99
T117	10.12	5.53
T119	9.83	0.0
T120	9.57	5.55
T121	9.46	0.0
T122	9.36	5.49
T124	9.27	6.38
T125	9.24	7.35
T126	9.22	0.0
T129	9.0	8.1
T130	8.96	6.86
T131	8.87	6.04
T134	8.62	0.0
T135	8.5	6.61
T136	8.44	6.71
T137	8.39	6.26
T138	8.38	7.7
T141	8.14	6.06
T142	8.12	0.0
T143	8.1	0.0
T144	8.0	5.82
T145	7.89	4.81
T147	7.58	0.05
T148	7.57	4.03
T151	7.56	5.94
T152	7.38	3.29
T153	7.2	0.0
T154	7.05	0.0
T155	7.03	5.49
T156	6.99	0.0
T157	6.9	4.36
T158	6.84	0.0
T159	6.57	0.0
T161	6.41	0.0
T162	6.37	5.05
T163	6.23	0.0
T164	5.99	3.64
T165	5.98	4.57
T166	5.92	4.95
T167	5.9	0.0
T168	5.86	4.56
T169	5.85	0.0
T172	5.0	2.29
T173	4.94	1.32
T174	4.9	0.0
T175	4.88	0.0
T176	4.76	2.68
T177	4.63	0.68
T178	4.62	2.02
T179	4.49	0.0
T180	4.43	0.0
T181	4.27	0.0
T182	4.16	0.0
T183	4.1	2.45
T184	4.04	0.0
T185	3.98	2.62
T186	3.78	0.0
T187	3.64	0.0
T188	3.57	3.4
T189	3.51	1.15
T190	3.51	1.04
T191	3.48	0.0
T192	3.43	0.0
T193	3.2	2.44
T194	3.16	0.92
T195	3.06	0.0
T196	3.02	1.06
T197	2.71	0.0
T198	2.56	1.02
T200	2.41	0.0
T201	2.35	0.15
T203	2.32	1.97
T204	2.2	0.0
T205	2.18	0.0
T206	2.17	0.0
T208	2.09	1.4
T209	1.97	0.93
T210	1.81	0.0
T211	1.8	0.0
T212	1.74	0.0
T213	1.49	0.0
T214	1.44	0.0
T215	1.15	0.0
T217	0.96	0.0
T219	0.66	0.0
T220	0.65	0.0
T221	0.6	0.0
T223	0.55	0.0
T227	0.19	0.0
T229	0.14	0.0
