	ts	te
T1	32.46	25.51
T2	31.14	20.31
T4	28.52	19.8
T5	28.3	21.68
T7	27.23	26.33
T8	26.65	24.79
T9	25.18	23.03
T11	25.01	21.03
T12	24.95	16.48
T13	24.62	18.27
T14	24.48	12.84
T15	23.73	20.05
T17	22.58	20.49
T18	22.2	14.65
T19	22.15	13.93
T20	22.13	15.11
T21	22.12	0.0
T23	21.51	0.0
T24	21.28	20.5
T29	19.49	15.85
T30	19.34	0.0
T31	19.03	11.32
T32	18.71	13.95
T33	18.68	14.48
T34	18.45	15.37
T35	18.1	15.67
T36	17.94	13.68
T38	17.42	13.75
T39	17.38	15.31
T40	17.16	7.6
T41	17.13	12.7
T42	17.05	0.0
T43	16.9	13.05
T46	16.64	15.88
T48	16.4	13.81
T49	16.34	0.0
T50	16.15	11.11
T51	15.93	13.57
T52	15.63	10.18
T53	15.63	6.1
T55	15.19	14.8
T56	15.16	14.88
T57	15.13	12.22
T58	15.07	13.78
T59	15.02	12.82
T60	14.93	13.3
T61	14.9	5.79
T62	14.73	14.45
T63	14.64	0.0
T64	14.55	1.93
T66	14.34	12.72
T67	14.26	0.0
T68	14.15	0.0
T71	13.86	11.93
T72	13.75	10.53
T74	13.62	9.37
T75	13.46	8.22
T76	13.44	11.53
T77	13.18	8.44
T78	12.82	1.68
T79	12.72	0.91
T80	12.7	0.0
T81	12.42	0.0
T83	12.27	8.51
T84	12.09	8.0
T85	12.05	1.31
T86	12.03	7.68
T87	12.01	8.21
T88	11.9	8.67
T89	11.84	8.51
T91	11.62	8.4
T92	11.57	9.81
T93	11.42	0.28
T94	11.31	7.73
T95	11.3	5.74
T96	11.29	9.53
T98	11.17	10.1
T99	11.17	8.3
T100	11.15	0.0
T101	11.1	6.93
T102	11.08	10.78
T104	10.67	8.7
T105	10.49	7.14
T106	10.47	0.0
T107	10.32	6.25
T108	10.28	9.27
T109	10.21	8.8
T112	9.72	0.0
T113	9.64	7.97
T114	9.63	4.28
T118	9.44	8.3
T119	9.25	0.0
T121	9.1	7.89
T123	8.72	2.31
T124	8.72	6.97
T125	8.61	2.61
T126	8.35	6.33
T127	8.01	0.0
T128	8.0	3.68
T129	7.9	0.0
T130	7.67	5.27
T131	7.55	3.61
T132	7.48	5.07
T133	7.47	3.59
T134	7.46	0.0
T135	7.4	5.27
T136	7.29	4.39
T137	7.16	0.62
T138	6.78	5.62
T139	6.64	0.0
T140	6.42	5.33
T141	6.38	0.0
T142	6.33	3.11
T143	6.03	3.86
T144	5.96	0.0
T146	5.85	4.23
T147	5.69	0.0
T148	5.64	0.0
T150	5.07	0.0
T151	4.95	0.0
T152	4.95	0.0
T153	4.89	4.17
T155	4.86	0.0
T156	4.64	4.11
T157	4.51	0.0
T160	4.36	0.0
T161	4.33	0.0
T162	4.24	0.0
T164	4.23	0.0
T165	4.09	0.0
T166	4.06	0.0
T168	3.99	0.0
T169	3.88	0.0
T170	3.79	1.89
T171	3.74	0.0
T172	3.46	0.24
T173	3.4	2.79
T174	3.34	0.0
T175	3.12	0.0
T176	2.92	1.56
T178	2.63	0.0
T179	2.55	0.0
T181	2.44	1.59
T182	2.41	0.45
T183	2.41	0.0
T184	2.4	0.0
T185	2.28	0.0
T186	2.25	2.0
T187	2.01	1.43
T188	2.0	0.14
T189	1.84	0.0
T190	1.82	0.46
T191	1.81	0.0
T192	1.76	0.0
T193	1.75	1.41
T194	1.53	0.0
T195	1.51	0.0
T198	1.41	0.0
T199	1.35	0.0
T200	1.18	0.49
T201	1.15	0.0
T202	1.12	0.0
T203	1.1	0.0
T204	1.07	0.0
T205	1.04	0.0
T206	1.01	0.0
T207	0.91	0.0
T208	0.78	0.0
T209	0.76	0.0
T210	0.55	0.0
T211	0.44	0.0
T212	0.4	0.0
