feature1,feature2,feature1_state,feature2_state,posterior_probability,magnitude_effect,magnitude_lwr_CI,magnitude_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
NMDS1,none,none,none,0.841,4.318572432897835,0.002923646641256408,12.073584281980878,0.2066723486247992,0.09047845704642876,0.33055210541831004,-178.24426734372543,-352.2672931304405,-36.03774805388278,3.0
NMDS2,none,none,none,0.964,3.7166019757309767,0.3917484742804341,8.807778247715072,0.1851202419577724,0.09363845843686375,0.28346013902703615,-145.73163727335273,-288.18485138434994,-31.086776513735998,3.0
PVR1,none,none,none,0.844,2.8390880017535074,0.0787972764184997,7.6556476182063005,0.17251371761382636,0.0690817590384394,0.2911146436255513,-114.08791985263504,-247.42277195783325,-14.446344533081714,7.0
PVR2,none,none,none,0.73,3.200951808043927,0.011423667384905268,9.604476590395674,0.17911852039338602,0.055121486511867955,0.3340257716323517,-169.65408458196484,-351.2141455443551,-19.102978396463584,6.0
Geography,none,Africa_America,none,0.838,3.8830665461617837,0.11653947398554641,11.133594216975007,0.28756272296828606,0.1462137578744881,0.45470054984703795,-190.83370247590523,-382.0900068016241,-41.25680045726713,2.0
Geography,none,Africa_Eurasia,none,0.778,2.069020861509961,0.0910350957185052,4.90438656423124,0.28756272296828606,0.1462137578744881,0.45470054984703795,-190.83370247590523,-382.0900068016241,-41.25680045726713,2.0
Geography,none,Africa_Island,none,0.743,1.170275877556121,0.03969399447436908,2.5706679534994907,0.28756272296828606,0.1462137578744881,0.45470054984703795,-190.83370247590523,-382.0900068016241,-41.25680045726713,2.0
Geography,none,America_Eurasia,none,0.708,0.8663969045912954,0.07955766986700988,1.9905804346321154,0.28756272296828606,0.1462137578744881,0.45470054984703795,-190.83370247590523,-382.0900068016241,-41.25680045726713,2.0
Geography,none,America_Island,none,0.936,0.45693069374840584,0.003757041966689794,1.1050753663117616,0.28756272296828606,0.1462137578744881,0.45470054984703795,-190.83370247590523,-382.0900068016241,-41.25680045726713,2.0
Geography,none,Eurasia_Island,none,0.892,0.6087409227660464,0.05133389778334615,1.4129514179609435,0.28756272296828606,0.1462137578744881,0.45470054984703795,-190.83370247590523,-382.0900068016241,-41.25680045726713,2.0
temp,none,none,none,0.858,7.922809889951485,0.016079157533154205,15.585312376648305,0.22411797668357142,0.09346536686983636,0.37717193301620244,-46.19346743170136,-93.56471898197836,-8.87040611470809,4.0
humans,none,0_1,none,0.999,0.19483117536601977,0.027203207268825018,0.32916671686714327,0.9322299827348949,0.5615881921824191,1.302848917982718,-144.89830965186275,-206.42994312926922,-85.58121477506273,1.0
humans,none,0_2,none,1.0,0.046312483533583394,0.01076552069595368,0.09139816277391281,0.9322299827348949,0.5615881921824191,1.302848917982718,-144.89830965186275,-206.42994312926922,-85.58121477506273,1.0
humans,none,1_2,none,1.0,0.2449369556095723,0.10459340372409559,0.3936566249479175,0.9322299827348949,0.5615881921824191,1.302848917982718,-144.89830965186275,-206.42994312926922,-85.58121477506273,1.0
grassland,none,0_1,none,0.714,1.6180387734571655,0.07824087430196554,3.2886737654776024,0.06855911713969352,0.023387256253786164,0.11738624304842257,-108.47712465326538,-258.59064119123246,-9.087928919691251,9.0
time,none,none,none,0.972,4.664081959230793,0.5773338434047774,13.690213887864843,0.17114179667841345,0.03260441688520654,0.3193876365371855,-84.82617367669567,-168.63838983112714,-12.589079217237952,8.0
NMDS1,NMDS2,none,none,0.802,0.498936542571216,0.0008923297428567963,1.5197951200405049,0.12338190003088288,0.04161860023966538,0.21332416996702241,-93.35510088558618,-240.68450883696485,18.450578790437305,6.0
NMDS1,PVR1,none,none,0.804,0.5816584505454745,0.015026522783947683,1.3263815938507297,0.12739446135473803,0.0457643836155986,0.22519198742598828,-72.72480413290772,-207.28502383451996,26.73263488833689,5.0
NMDS1,PVR2,none,none,0.563,0.9502575347122987,0.01607008858295408,3.055654913436945,0.12498210381550513,0.03492870996518786,0.2436491431875554,-115.47548467149605,-286.29177082970784,19.281807935477502,6.0
NMDS1,Geography,none,Africa_America,0.644,1.2748192474783648,0.0035511803963167925,9.432377698737737,0.15263325382492468,0.06552220783360745,0.24272610083357726,-86.1725174910318,-223.67828591087334,28.461544574934578,2.0
NMDS1,Geography,none,Africa_Eurasia,0.878,3.505022246905267,0.0001886127880207247,51.48795921816589,0.15263325382492468,0.06552220783360745,0.24272610083357726,-86.1725174910318,-223.67828591087334,28.461544574934578,2.0
NMDS1,Geography,none,Africa_Island,0.654,0.6453255389702545,0.003037439257208002,5.783745817102869,0.15263325382492468,0.06552220783360745,0.24272610083357726,-86.1725174910318,-223.67828591087334,28.461544574934578,2.0
NMDS1,Geography,none,America_Eurasia,0.64,0.7871930431319851,0.0005828697189724716,7.098251461419273,0.15263325382492468,0.06552220783360745,0.24272610083357726,-86.1725174910318,-223.67828591087334,28.461544574934578,2.0
