feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
baseline,0.3219458218872644,0.2451697507770839,0.41147840002152186,NA,NA,NA
Afrochoerodon_kisumuensis__NMDS1,-0.021702909375098934,-0.16400548722057617,0.11254511979200263,0.3398840767753653,0.03878415286792164,0.8924745964221935
Afrochoerodon_kisumuensis__NMDS2,0.07138177533221766,-0.07147757972396465,0.2374477986197466,NA,NA,NA
Afrochoerodon_kisumuensis__PVR1,0.05788914210196336,-0.06606635917746641,0.2276203980903001,NA,NA,NA
Afrochoerodon_kisumuensis__PVR2,0.015484179322814684,-0.0815611194273117,0.13868725647614447,NA,NA,NA
Afrochoerodon_kisumuensis__Geography,0.10954571452368994,-0.14022240557625362,0.43243138510406887,NA,NA,NA
Afrochoerodon_kisumuensis__temp,-0.11067073490966729,-0.27043502887803755,0.054111761222324105,NA,NA,NA
Afrochoerodon_kisumuensis__humans,-0.10634561244012906,-0.18147463115675572,-0.046346324012140255,NA,NA,NA
Afrochoerodon_kisumuensis__grassland,-0.022302311022098585,-0.0869677914737879,0.032245528034996765,NA,NA,NA
Afrochoerodon_kisumuensis__time,0.02465901135440901,-0.06524041332765608,0.16997064086959673,NA,NA,NA
Afromastodon_coppensi__NMDS1,0.021926232540476695,-0.1725867927032642,0.29248825759198543,0.7960914345488088,0.04007453212316381,2.7162526144832957
Afromastodon_coppensi__NMDS2,0.1141300885914337,-0.11118909034274226,0.44064171379016165,NA,NA,NA
Afromastodon_coppensi__PVR1,0.16346598050747554,-0.07420074347832635,0.5429565210664131,NA,NA,NA
Afromastodon_coppensi__PVR2,0.05530849045756996,-0.1595303616085064,0.35395361961243493,NA,NA,NA
Afromastodon_coppensi__Geography,0.25019864682892623,-0.19181335976957098,1.0556075437806176,NA,NA,NA
Afromastodon_coppensi__temp,0.05566118949014243,-0.13572463480079977,0.38570203733731273,NA,NA,NA
Afromastodon_coppensi__humans,-0.13630095513462967,-0.2845227798785865,-0.03719444381668932,NA,NA,NA
