	ts	te
T0	35.0	23.3
T2	31.28	30.06
T3	31.25	27.98
T4	30.91	26.59
T5	30.31	28.66
T6	30.15	29.19
T7	29.94	29.8
T9	29.06	28.27
T11	28.37	22.43
T12	28.33	0.0
T13	28.32	24.13
T14	28.25	27.14
T15	26.51	23.41
T16	25.75	24.11
T17	25.4	24.87
T18	25.38	24.15
T20	24.88	20.5
T21	24.87	18.73
T22	24.68	23.99
T23	24.5	14.64
T25	24.13	22.9
T27	23.99	22.7
T29	23.33	21.06
T30	23.04	19.29
T31	22.08	21.53
T33	20.92	14.99
T34	20.23	15.54
T35	20.19	0.0
T36	19.54	17.49
T37	19.32	16.4
T38	19.27	3.75
T43	15.92	9.06
T44	15.31	4.8
T47	15.04	10.99
T48	14.98	1.98
T50	13.26	10.06
T51	13.24	9.63
T52	13.21	2.65
T55	12.66	11.63
T56	12.6	7.65
T58	12.41	10.99
T59	12.18	7.38
T60	11.97	6.38
T62	11.81	6.49
T63	11.77	7.61
T64	11.41	3.4
T65	11.4	0.0
T68	10.89	8.94
T69	10.89	9.18
T70	10.42	7.91
T74	9.73	8.49
T76	9.7	0.0
T77	9.67	1.01
T78	9.57	5.41
T81	9.32	6.58
T83	9.05	8.51
T84	9.05	7.94
T85	8.88	6.46
T86	8.85	8.45
T87	8.79	7.5
T88	8.69	4.53
T89	8.63	7.93
T90	8.61	4.91
T92	8.32	7.53
T94	8.28	7.17
T97	7.95	0.0
T98	7.85	2.31
T100	7.7	0.0
T102	7.65	6.49
T105	7.43	4.58
T106	7.42	6.31
T107	7.42	6.32
T108	7.38	6.05
T109	7.27	5.45
T110	7.15	5.61
T111	7.12	3.28
T113	7.04	4.27
T115	6.69	3.49
T116	6.67	5.76
T117	6.67	4.18
T118	6.63	6.33
T119	6.63	4.32
T120	6.59	4.53
T122	6.56	6.31
T123	6.46	0.0
T124	6.43	0.0
T125	6.39	3.9
T126	6.37	5.16
T128	5.95	5.35
T129	5.92	4.38
T130	5.9	4.3
T131	5.85	2.51
T133	5.7	0.68
T134	5.67	0.0
T135	5.66	4.58
T137	5.58	0.0
T139	5.32	0.0
T141	5.25	2.99
T142	5.21	0.0
T143	5.21	4.47
T144	5.2	2.11
T146	5.0	1.49
T148	4.83	4.19
T149	4.82	1.44
T150	4.79	1.2
T151	4.7	3.84
T152	4.59	1.23
T153	4.58	0.08
T154	4.51	3.67
T155	4.17	3.07
T156	4.13	0.69
T157	4.07	0.0
T160	3.86	2.97
T161	3.71	2.04
T162	3.68	0.0
T163	3.67	1.26
T164	3.65	0.0
T166	3.44	0.0
T167	3.37	0.98
T168	3.25	1.65
T169	3.19	0.0
T170	3.1	0.0
T171	3.09	0.0
T173	2.8	0.0
T175	2.72	0.0
T177	2.59	0.0
T178	2.38	0.0
T179	2.37	1.94
T180	2.14	1.9
T182	2.0	0.0
T185	1.89	0.3
T186	1.82	0.0
T191	1.43	0.0
