	ts	te
T0	35.0	32.82
T2	34.88	11.06
T4	33.75	27.82
T5	33.21	23.61
T6	30.44	29.58
T8	29.89	14.32
T9	28.42	28.04
T10	28.01	23.05
T11	25.1	22.65
T12	24.9	20.65
T13	24.08	23.24
T14	23.74	0.0
T15	23.57	0.0
T16	23.45	19.34
T17	22.49	0.0
T18	22.25	13.43
T19	22.05	0.0
T20	21.79	10.96
T21	21.7	11.98
T22	21.16	0.0
T23	20.97	20.63
T24	20.52	0.0
T25	19.95	18.8
T26	19.71	0.0
T27	19.65	9.25
T28	19.53	7.44
T30	18.79	0.0
T31	18.79	0.0
T32	18.53	6.85
T33	18.44	12.66
T34	18.28	14.45
T35	17.59	12.41
T36	17.28	14.04
T38	17.02	15.64
T40	16.42	0.0
T41	16.36	8.6
T42	15.88	3.62
T43	15.88	0.0
T44	15.87	9.99
T47	15.5	13.06
T48	14.44	7.11
T49	13.79	7.35
T50	13.53	8.57
T51	13.48	0.0
T52	13.45	0.0
T53	13.38	7.8
T54	13.37	11.36
T55	13.34	2.27
T56	13.26	8.05
T58	13.04	12.24
T59	12.99	0.0
T60	12.79	1.24
T61	12.49	0.0
T62	12.36	0.0
T63	12.3	8.51
T64	12.12	0.0
T65	12.05	4.54
T66	11.78	5.83
T67	11.66	7.41
T68	11.51	3.53
T70	11.18	0.0
T71	11.0	2.01
T72	10.65	0.0
T73	10.64	0.0
T74	10.59	0.0
T75	10.44	9.69
T76	10.41	9.24
T77	10.4	0.77
T78	10.25	2.91
T79	10.15	3.02
T80	10.1	0.0
T82	9.95	3.29
T83	9.6	0.0
T84	9.25	7.6
T85	9.24	0.0
T86	9.06	0.0
T87	8.97	0.0
T88	8.94	0.0
T91	8.65	0.0
T92	8.5	0.0
T93	8.36	5.93
T94	8.24	6.0
T95	8.08	0.0
T97	7.82	0.0
T99	7.67	4.87
T100	7.64	0.0
T101	7.44	0.0
T102	7.43	0.0
T103	7.29	3.38
T104	7.09	6.86
T105	7.03	3.11
T106	6.92	2.55
T107	6.9	1.56
T108	6.83	0.0
T109	6.81	0.0
T111	6.67	1.48
T112	6.64	4.3
T113	6.63	0.0
T114	6.6	3.27
T115	6.49	0.18
T116	6.41	0.0
T117	6.29	0.0
T118	6.17	0.0
T119	6.08	1.33
T121	6.06	0.0
T122	6.01	0.0
T124	5.66	0.0
T125	5.58	2.64
T126	5.55	0.0
T127	5.48	2.12
T128	5.44	0.0
T129	5.34	2.5
T130	5.21	0.0
T132	5.09	0.0
T133	5.06	0.0
T134	5.06	1.39
T135	5.02	0.0
T136	4.99	0.0
T137	4.98	2.34
T139	4.77	0.0
T140	4.76	0.0
T141	4.64	0.0
T142	4.62	3.72
T143	4.54	0.0
T144	4.45	0.0
T147	4.37	0.0
T148	4.27	0.0
T149	4.17	0.0
T150	4.16	0.72
T151	4.13	0.0
T152	4.04	0.0
T154	3.91	1.99
T156	3.68	1.04
T157	3.63	0.0
T158	3.48	0.0
T159	3.41	1.9
T160	3.36	0.0
T161	3.34	0.0
T163	3.09	0.0
T166	2.84	0.0
T167	2.82	0.0
T168	2.72	0.0
T169	2.61	0.0
T170	2.54	1.56
T171	2.31	0.0
T172	2.31	0.0
T174	2.21	0.0
T175	2.06	0.0
T177	1.98	0.0
T178	1.74	0.0
T180	1.7	0.0
T183	1.54	0.58
T184	1.53	0.0
T185	1.49	0.0
T186	1.48	0.0
T188	1.42	0.0
T191	1.36	0.76
T194	1.03	0.0
T197	0.95	0.0
T198	0.84	0.0
T199	0.84	0.0
T201	0.78	0.0
T209	0.43	0.0
