	ts	te
T0	35.0	4.48
T1	34.01	1.0
T2	31.11	26.39
T3	31.06	15.76
T4	30.48	30.18
T5	29.37	1.22
T6	28.43	25.87
T7	28.11	25.46
T9	26.59	26.24
T11	26.25	8.82
T13	24.79	23.0
T14	24.02	9.24
T15	22.25	6.16
T16	21.97	20.65
T17	21.29	15.28
T18	20.47	14.22
T19	20.36	16.13
T20	20.35	7.38
T21	19.55	0.0
T22	18.98	6.98
T23	17.4	0.0
T24	17.21	9.25
T25	16.46	8.92
T26	16.46	0.0
T27	16.45	15.44
T28	16.42	0.0
T30	16.4	0.0
T31	16.23	6.04
T32	16.12	4.75
T33	16.04	6.19
T34	15.61	11.45
T36	15.28	14.34
T37	15.22	6.07
T38	14.16	11.55
T39	13.85	11.8
T40	13.31	10.69
T41	13.07	9.34
T42	12.92	10.47
T43	12.87	8.81
T44	12.56	7.03
T45	12.4	4.14
T46	12.32	8.68
T48	12.27	0.0
T49	12.21	8.17
T51	11.05	4.07
T53	10.79	0.34
T54	10.78	10.01
T56	10.42	10.21
T57	10.29	2.81
T58	10.26	7.51
T59	10.14	4.73
T61	10.02	8.63
T62	9.99	3.51
T63	9.97	6.89
T64	9.81	4.36
T65	9.8	2.85
T69	9.56	9.4
T70	9.55	0.0
T71	9.52	3.46
T73	9.16	0.0
T74	8.93	6.85
T75	8.9	1.09
T76	8.89	6.99
T77	8.78	6.64
T78	8.75	5.05
T80	8.53	0.0
T83	7.92	4.54
T84	7.43	0.0
T85	7.2	3.95
T86	7.15	0.0
T87	7.1	6.32
T88	7.08	0.0
T90	6.88	2.68
T91	6.87	5.48
T92	6.87	4.23
T93	6.86	3.6
T94	6.85	4.84
T95	6.85	0.43
T96	6.79	0.0
T97	6.72	4.31
T98	6.68	0.0
T99	6.65	0.0
T100	6.5	5.46
T101	6.46	1.55
T102	6.31	0.0
T103	6.09	0.0
T104	6.04	0.0
T105	5.64	2.29
T106	5.54	4.88
T107	5.49	0.0
T108	5.36	0.0
T109	5.34	0.0
T110	5.28	0.0
T111	5.23	0.0
T112	5.22	0.0
T113	5.19	0.0
T114	5.07	0.0
T115	5.07	0.0
T116	5.0	0.0
T117	4.94	3.78
T118	4.76	2.08
T119	4.76	0.0
T120	4.72	3.27
T121	4.55	0.0
T122	4.37	0.0
T123	4.29	2.13
T124	4.28	4.01
T125	4.24	0.0
T126	4.14	0.0
T127	4.08	0.0
T129	3.84	0.0
T130	3.75	0.0
T131	3.72	0.0
T132	3.66	2.34
T133	3.61	2.55
T134	3.59	0.0
T136	3.42	0.0
T137	3.34	0.85
T138	3.27	0.0
T140	3.15	0.0
T141	2.99	0.0
T142	2.95	1.58
T143	2.89	0.51
T144	2.84	0.0
T145	2.81	1.63
T146	2.8	0.0
T147	2.76	1.51
T148	2.67	0.0
T151	2.52	0.0
T152	2.42	0.79
T153	2.42	0.0
T154	2.38	0.0
T155	2.36	1.14
T156	2.32	1.23
T157	2.25	0.0
T158	2.24	0.0
T159	2.19	0.0
T160	2.15	0.77
T161	2.12	0.0
T162	2.1	0.0
T163	2.09	1.11
T164	2.07	0.0
T165	2.03	1.12
T166	1.98	0.0
T169	1.93	0.0
T170	1.86	0.0
T171	1.85	0.0
T172	1.8	0.0
T173	1.74	0.0
T174	1.71	0.0
T175	1.57	0.0
T176	1.56	0.0
T177	1.51	0.0
T178	1.49	0.0
T179	1.48	0.0
T180	1.43	0.0
T181	1.4	0.0
T182	1.35	0.0
T183	1.33	0.0
T184	1.31	0.0
T185	1.31	1.0
T186	1.22	0.0
T187	1.22	0.15
T188	1.17	0.0
T189	1.14	0.0
T191	1.04	0.0
T193	0.93	0.0
T194	0.87	0.0
T195	0.79	0.0
T196	0.76	0.0
T198	0.72	0.0
T199	0.71	0.0
T200	0.71	0.0
T202	0.65	0.0
T203	0.61	0.0
T209	0.39	0.0
T210	0.39	0.0
T211	0.37	0.0
T212	0.36	0.0
T216	0.3	0.0
T217	0.29	0.0
T218	0.29	0.0
T219	0.28	0.0
T220	0.25	0.0
T224	0.16	0.0
