	ts	te
T0	35.0	8.38
T1	30.86	25.11
T2	30.41	15.8
T3	30.28	13.89
T4	29.96	19.12
T5	29.87	22.72
T6	28.65	19.04
T7	28.44	27.37
T8	28.12	23.94
T9	27.5	9.34
T10	27.48	20.17
T11	27.13	22.67
T12	27.06	13.75
T13	26.9	25.57
T15	26.27	19.61
T16	26.03	12.95
T17	26.02	22.3
T18	25.94	14.26
T20	25.73	15.96
T21	25.7	13.15
T22	25.53	18.83
T23	25.18	16.9
T24	25.03	19.48
T25	24.99	24.57
T26	24.69	10.04
T27	24.66	15.77
T28	24.53	17.88
T29	24.33	9.91
T30	24.15	20.18
T31	24.03	10.54
T32	24.01	14.07
T33	23.87	22.72
T34	23.84	13.18
T35	23.79	16.89
T36	23.74	12.71
T37	23.68	10.57
T38	23.55	8.89
T39	23.39	17.29
T40	23.38	14.97
T41	23.31	7.72
T42	23.25	14.96
T43	23.23	15.36
T44	23.16	21.27
T46	23.06	11.02
T47	22.99	21.67
T48	22.95	20.61
T49	22.84	20.54
T50	22.79	12.91
T51	22.66	21.19
T52	22.62	15.32
T53	22.52	19.21
T54	22.51	12.16
T55	22.5	10.98
T56	22.44	16.64
T57	22.33	18.63
T58	22.29	16.09
T59	22.27	17.11
T61	22.21	19.07
T62	22.07	17.85
T63	22.0	15.71
T64	21.99	16.86
T65	21.92	15.8
T66	21.84	16.62
T67	21.83	17.07
T68	21.83	14.15
T69	21.82	17.75
T70	21.62	20.25
T71	21.6	20.5
T72	21.58	14.97
T73	21.57	18.65
T74	21.57	16.54
T75	21.5	18.81
T76	21.45	14.14
T77	21.45	11.88
T79	21.32	12.48
T80	21.16	12.37
T81	21.03	15.51
T82	20.97	19.05
T83	20.87	14.55
T84	20.81	11.6
T85	20.78	11.95
T86	20.76	18.55
T87	20.75	16.84
T88	20.58	17.97
T89	20.51	12.04
T90	20.45	14.52
T93	20.31	10.26
T94	20.3	14.13
T95	20.29	15.47
T96	20.28	14.87
T97	20.27	11.3
T98	20.2	18.73
T99	20.12	8.23
T100	20.11	14.19
T101	20.08	12.0
T102	20.04	13.93
T103	20.01	5.71
T104	19.97	17.39
T105	19.95	16.61
T106	19.7	13.02
T107	19.69	11.03
T108	19.66	13.46
T109	19.6	14.45
T110	19.58	17.03
T112	19.47	6.29
T113	19.41	12.25
T114	19.34	17.42
T116	19.22	7.81
T118	19.22	14.37
T119	19.06	13.1
T120	19.05	13.02
T121	18.99	12.35
T122	18.94	14.55
T123	18.88	10.64
T125	18.68	13.76
T126	18.65	17.96
T127	18.61	7.21
T128	18.36	16.73
T130	18.33	11.48
T131	18.32	14.28
T132	18.28	7.43
T133	18.22	15.82
T134	18.16	14.37
T136	18.06	13.56
T137	18.02	15.93
T138	17.91	8.9
T139	17.77	9.87
T140	17.69	7.03
T141	17.62	11.74
T142	17.57	15.29
T143	17.53	16.36
T145	17.34	7.51
T146	17.28	12.51
T147	17.09	13.15
T148	17.09	12.95
T149	16.89	9.04
T150	16.8	14.89
T151	16.75	11.58
T152	16.72	10.52
T153	16.72	2.25
T154	16.67	9.35
T155	16.63	12.79
T156	16.6	14.48
T157	16.48	14.19
T158	16.47	13.26
T159	16.36	2.0
T160	16.3	13.88
T161	16.21	14.4
T162	16.15	12.23
T163	16.14	12.59
T164	16.09	14.53
T166	16.02	10.34
T167	15.98	10.68
T168	15.89	10.96
T169	15.75	15.63
T170	15.69	14.16
T171	15.66	6.43
T172	15.25	8.39
T173	15.18	13.74
T175	15.06	13.74
T177	14.99	13.37
T178	14.8	14.12
T180	14.67	13.03
T181	14.55	6.18
T182	14.41	4.76
T183	14.33	13.75
T185	14.07	12.77
T186	13.85	4.26
T187	13.71	6.33
T188	13.42	13.31
T189	13.4	11.77
T192	12.52	11.64
T193	12.45	11.73
T194	12.08	10.98
T197	9.98	6.7
T198	9.87	8.16
T201	9.04	6.44
T203	8.68	6.59
T204	8.56	6.41
T205	8.53	6.36
T206	8.46	1.11
T207	7.95	0.62
T208	7.76	5.33
T209	6.81	6.43
T210	6.77	4.05
T212	5.69	0.0
T213	4.49	0.0
T215	3.69	3.07
T216	3.03	0.0
T217	2.31	0.0
