cat_trait_0,time,mean,lwr,upr
0.0,0.5,0.12344232877158451,0.07045455265721229,0.17086739489123068
0.0,0.8562849671395804,0.12192265388613112,0.073864216647282,0.1720183362612418
0.0,1.212569934279161,0.12042931818618939,0.0724927309590197,0.16945185767760268
0.0,1.5688549014187414,0.11896257865829071,0.07114916536761286,0.16711659508962365
0.0,1.9251398685583216,0.11752263244076401,0.07515193795787177,0.16772318604919476
0.0,2.2814248356979023,0.1161096218957148,0.07410769817417633,0.16273883034997974
0.0,2.637709802837483,0.11472363902975796,0.0731316999191571,0.16045442381726627
0.0,2.9939947699770633,0.113364728687824,0.07216532211846714,0.1583004214897889
0.0,3.3502797371166437,0.11203289035474624,0.07120908629829449,0.15618246836558167
0.0,3.7065647042562238,0.1107280787898538,0.07026348001470059,0.1545955861563534
0.0,4.062849671395805,0.10945020399251051,0.06932895564160285,0.15291544800322465
0.0,4.419134638535385,0.10819913111032343,0.06840592942358552,0.1524445608145884
0.0,4.775419605674966,0.10697468087432348,0.06749478077294567,0.15139378143373328
0.0,5.131704572814545,0.10577663103587673,0.06973815029842315,0.15211224443002916
0.0,5.4879895399541265,0.1046047191497362,0.06900610869836254,0.15069288460165417
0.0,5.844274507093707,0.10345864692367641,0.06785894376887576,0.14941260313141158
0.0,6.2005594742332875,0.10233808622369295,0.06581427223502061,0.1473961766716463
0.0,6.556844441372867,0.10124268665541507,0.061937217730430885,0.14238235142819056
0.0,6.9131294085124475,0.10017208442732564,0.06179703352509906,0.1418254854676557
0.0,7.269414375652029,0.09912591196583007,0.05943517894333004,0.1386622787031802
0.0,7.625699342791609,0.09810380754656353,0.05821389937250251,0.13649683380064706
0.0,7.98198430993119,0.09710542407846692,0.05704473239611765,0.13435178630020495
0.0,8.33826927707077,0.09613043615390413,0.05592442099328918,0.13222676704415479
0.0,8.69455424421035,0.09517854456689845,0.05484982364138236,0.13181243098932074
0.0,9.05083921134993,0.09424947770493358,0.053817935814466054,0.13148202447452564
0.0,9.40712417848951,0.09334298954130832,0.05282590830739276,0.13114972784036774
0.0,9.76340914562909,0.09245885438348005,0.0507551001882432,0.12933949063503172
0.0,10.119694112768672,0.09159685901482952,0.05028359905040652,0.12873468405909527
0.0,10.475979079908253,0.0907567932980834,0.049835788147283414,0.12813784525265562
0.0,10.832264047047833,0.08993844055972473,0.04920556612347765,0.12785247861687893
0.0,11.188549014187414,0.08914156904934738,0.053337935847455824,0.13209269860574482
0.0,11.544833981326994,0.08836592545499562,0.05267665525512487,0.13052588864288156
0.0,11.901118948466575,0.08761123094914852,0.05202761204683561,0.12936251216306333
0.0,12.257403915606156,0.0868771797050751,0.051390553410618,0.1284033092468644
0.0,12.613688882745734,0.08616343942000301,0.050765214160881277,0.1280467124889989
0.0,12.969973849885315,0.08546965319342446,0.05015131889371716,0.12768675883775524
0.0,13.326258817024895,0.08479544212046503,0.04945764257727487,0.1278469381068172
0.0,13.682543784164476,0.08414040809469919,0.04834692373429822,0.12836393745088268
0.0,14.038828751304058,0.0835041364966697,0.04637740606943096,0.1266669029845683
0.0,14.395113718443637,0.08288619863544229,0.046062114834065145,0.12643078197914845
0.0,14.751398685583219,0.08228615399287574,0.044752629507990485,0.12617330205345834
0.0,15.107683652722798,0.08170355245626341,0.043508658826699805,0.1258947533260341
0.0,15.46396861986238,0.08113793675493293,0.04232815512350737,0.12559555630826671
0.0,15.82025358700196,0.0805888452128452,0.04231722633978832,0.1258467039928355
0.0,16.17653855414154,0.08005581474904012,0.03571168989081335,0.11939637434168868
0.0,16.53282352128112,0.07953838391914303,0.035396374343076915,0.11888821316006327
0.0,16.8891084884207,0.07903609578243723,0.03509411058067391,0.11838366667419484
0.0,17.245393455560283,0.07854850048503793,0.03480452668502146,0.11788268641529348
0.0,17.60167842269986,0.07807515756905366,0.034527220731822336,0.11738524685765776
0.0,17.957963389839442,0.07761563805470914,0.0342617638276577,0.11689134554329207
0.0,18.31424835697902,0.07716952628618229,0.034007703573779385,0.11669729437767229
0.0,18.6705333241186,0.07673642145191806,0.03376456793464752,0.11671140182954587
0.0,19.02681829125818,0.07631593866544653,0.033475942317573726,0.11673534646208618
0.0,19.383103258397764,0.07590770954611054,0.03283282890510882,0.11676897224766544
0.0,19.739388225537343,0.07551138232985805,0.03222490039189813,0.1168121370072815
0.0,20.095673192676923,0.07512662160735135,0.03165021220147557,0.11686470606987107
0.0,20.451958159816506,0.07475310779718218,0.029943485970892195,0.11522114830905006
0.0,20.808243126956082,0.07439053642687335,0.029802227502112234,0.1150784781355359
0.0,21.16452809409566,0.0740386172491864,0.029683139707753516,0.11493609607459344
0.0,21.520813061235245,0.07369707319670804,0.02958483706329011,0.11479429951238203
0.0,21.877098028374824,0.0733656391828096,0.029213342972469445,0.11465340936305238
0.0,22.233382995514404,0.0730440607809822,0.031825168959157754,0.11737615177236906
0.0,22.589667962653984,0.07273209283841701,0.0313740087834225,0.11696938820768282
0.0,22.945952929793567,0.07242949808890385,0.03071463735760441,0.11656451093328928
0.0,23.302237896933146,0.07213604582069527,0.030009402168506182,0.11616177540392
0.0,23.658522864072726,0.0718515106331578,0.02932319655133168,0.11530240204998586
0.0,24.01480783121231,0.07157567129304099,0.02938083911663204,0.11536365070487474
0.0,24.37109279835189,0.07130830968705079,0.029408639102984063,0.11496866546446069
0.0,24.727377765491468,0.07104920986670551,0.02944791430369367,0.11457662632319411
0.0,25.083662732631048,0.07079815719239749,0.029222529282959542,0.11418767130192642
0.0,25.43994769977063,0.07055493759974457,0.028812666172904015,0.11380191087191062
0.0,25.79623266691021,0.0703193370247419,0.02841234684345462,0.11341942742198896
0.0,26.15251763404979,0.07009114102862178,0.0280210694754217,0.11330729911611259
0.0,26.508802601189373,0.06987013465614222,0.027638378973420696,0.11324562620244442
0.0,26.865087568328953,0.06965610254380554,0.02726386122711284,0.1131893858604932
0.0,27.22137253546853,0.0694488292717612,0.02689713782944427,0.11313843260365355
0.0,27.577657502608112,0.06924809993041055,0.02653786135510848,0.11278321758632708
0.0,27.93394246974769,0.0690537008548169,0.02659214615783577,0.11305176032206767
0.0,28.29022743688727,0.06886542046990927,0.02662021002264125,0.11301570647547751
0.0,28.64651240402685,0.06868305018794574,0.02665085749329636,0.11298427104933291
0.0,29.002797371166434,0.06850638530556606,0.02668390859554338,0.11295726764207896
0.0,29.359082338306013,0.06833522585842199,0.026652913789227822,0.11293450336665245
0.0,29.715367305445593,0.06816937740362318,0.026465039827739092,0.11291577956223248
0.0,30.071652272585176,0.06800865171115834,0.02628169546890186,0.11290089256016518
0.0,30.427937239724756,0.0678528673531098,0.02683680976245225,0.11337115500739371
0.0,30.784222206864335,0.06770185018335345,0.02687943248289987,0.11295463655903745
0.0,31.14050717400392,0.06755543370137143,0.026923524411346902,0.11287715791218407
0.0,31.496792141143498,0.06741345929358632,0.026810717436959477,0.11287551050243018
0.0,31.853077108283077,0.06727577634627983,0.02659113355392396,0.11287663606332896
0.0,32.20936207542265,0.0671422422272374,0.026389060715864953,0.1130021485592992
0.0,32.56564704256224,0.0670127221392819,0.02620385714377332,0.11317678032710413
0.0,32.92193200970182,0.06688708885706962,0.026034880094842165,0.11335684393674159
