	ts	te
T0	35.0	16.39
T1	34.81	11.24
T2	33.56	10.4
T3	31.93	21.1
T4	29.81	26.35
T5	29.7	10.81
T6	29.61	12.11
T7	29.36	0.0
T8	28.32	13.44
T9	28.18	12.45
T10	27.95	3.95
T11	27.61	13.48
T12	27.34	12.8
T13	26.54	23.91
T15	26.42	14.26
T16	26.25	11.49
T17	26.09	21.19
T19	25.92	13.54
T20	25.77	13.77
T21	25.56	22.68
T22	25.52	0.0
T26	24.93	13.96
T28	24.79	10.48
T29	24.63	0.0
T30	24.54	19.84
T31	24.5	10.47
T32	24.35	13.38
T33	24.31	0.0
T34	24.29	20.9
T35	24.13	13.94
T37	24.07	11.27
T38	24.06	0.0
T39	23.48	14.52
T40	23.28	0.0
T41	23.12	19.2
T42	23.05	19.49
T43	22.98	12.19
T45	22.94	21.14
T46	22.9	16.97
T48	22.88	17.15
T49	22.86	12.24
T50	22.85	20.03
T51	22.8	21.25
T53	22.65	0.0
T54	22.65	0.0
T56	22.43	0.0
T57	22.42	18.5
T58	22.4	14.59
T59	22.39	15.98
T60	22.37	14.37
T61	22.26	10.9
T63	22.17	20.81
T64	22.17	13.65
T65	22.15	17.76
T66	22.13	19.59
T67	22.06	14.6
T68	21.96	20.16
T69	21.95	11.46
T70	21.91	0.0
T71	21.91	12.39
T72	21.84	14.64
T73	21.84	0.0
T75	21.82	4.17
T76	21.8	10.7
T77	21.76	13.89
T79	21.72	13.17
T80	21.68	21.01
T81	21.63	17.26
T82	21.62	12.46
T83	21.58	19.11
T85	21.56	12.98
T86	21.5	16.05
T87	21.44	16.19
T88	21.42	14.4
T89	21.36	16.4
T90	21.35	18.48
T95	21.06	12.7
T98	20.98	10.83
T99	20.94	10.13
T101	20.88	14.51
T102	20.83	13.93
T103	20.82	0.0
T104	20.78	11.23
T105	20.78	14.6
T106	20.69	16.57
T107	20.69	12.04
T108	20.69	14.01
T109	20.65	0.0
T110	20.65	14.19
T111	20.64	14.26
T112	20.62	0.0
T114	20.53	0.0
T115	20.47	12.29
T116	20.46	17.76
T117	20.45	11.51
T118	20.42	15.12
T119	20.41	10.74
T120	20.4	11.06
T121	20.37	0.0
T122	20.37	11.75
T123	20.32	0.0
T124	20.31	14.2
T126	20.18	12.5
T127	20.18	14.61
T128	20.18	11.73
T129	20.13	12.55
T130	20.13	15.09
T131	20.1	19.01
T133	20.02	12.36
T134	19.93	0.0
T135	19.85	0.0
T136	19.79	0.0
T137	19.69	0.0
T138	19.65	12.66
T140	19.37	16.46
T141	19.31	14.73
T144	19.13	11.53
T146	18.63	11.82
T147	18.56	10.17
T149	18.36	12.38
T150	18.33	14.05
T151	18.26	16.27
T152	18.26	13.4
T154	18.08	10.51
T155	17.99	14.14
T156	17.93	11.76
T157	17.87	0.0
T159	17.66	0.0
T160	17.64	12.91
T162	17.56	13.91
T163	17.51	15.79
T164	17.43	16.3
T165	17.39	16.8
T166	17.37	12.23
T167	17.32	9.96
T168	17.2	12.41
T169	17.2	10.86
T171	17.03	13.09
T172	17.02	0.0
T173	17.01	15.58
T176	16.89	13.7
T179	16.72	0.0
T183	16.65	11.09
T184	16.64	13.01
T185	16.58	0.0
T186	16.55	10.2
T187	16.52	0.0
T188	16.5	13.91
T189	16.45	14.2
T190	16.44	14.51
T191	16.38	11.36
T193	16.21	11.95
T194	16.2	11.03
T195	16.19	0.0
T196	16.07	12.85
T197	16.0	14.59
T198	15.97	0.0
T199	15.94	13.5
T200	15.86	12.38
T201	15.79	4.42
T202	15.78	0.0
T203	15.76	0.0
T204	15.69	1.24
T205	15.69	15.24
T206	15.55	10.15
T207	15.53	11.25
T208	15.3	0.0
T209	15.23	12.29
T212	15.07	14.3
T213	14.79	0.0
T214	14.72	0.0
T215	14.71	0.0
T216	14.7	0.0
T219	14.55	13.67
T220	14.54	14.05
T221	14.46	8.84
T222	14.36	13.05
T224	14.28	2.44
T225	14.17	0.0
T229	13.96	8.38
T230	13.96	12.68
T232	13.88	11.03
T233	13.84	0.0
T234	13.76	0.0
T235	13.75	10.69
T237	13.66	10.06
T238	13.38	0.0
T239	13.37	12.47
T240	13.28	12.58
T241	13.21	11.12
T243	13.1	0.0
T244	12.97	10.67
T245	12.94	0.0
T246	12.9	0.0
T247	12.9	11.36
T248	12.88	0.0
T249	12.8	11.42
T251	12.61	0.0
T252	12.51	11.29
T253	12.27	0.0
T255	12.22	0.0
T257	11.98	0.0
T258	11.93	11.56
T259	11.65	0.0
T260	11.62	0.0
T262	11.4	10.98
T263	11.3	0.0
T264	11.25	0.0
T265	11.23	0.0
T266	11.16	0.0
T267	11.13	0.0
T269	10.79	0.0
T272	10.42	0.0
T273	10.26	0.0
T274	5.37	0.0
T275	2.76	0.0
T276	2.1	0.0
