sp	hmin	hmax
T0	34.181909916847886	34.181909916847886
T0	30.920134243375003	30.920134243375003
T0	34.861354502194835	34.861354502194835
T0	28.377404767094333	28.377404767094333
T0	27.01752335581268	27.01752335581268
T0	26.021142952024	26.021142952024
T1	28.79677767725319	28.79677767725319
T1	32.78922166590259	32.78922166590259
T1	34.24853752123957	34.24853752123957
T1	32.54578519952586	32.54578519952586
T1	27.614303774648043	27.614303774648043
T1	26.574818217613743	26.574818217613743
T1	24.045287192893078	24.045287192893078
T1	25.924480196747904	25.924480196747904
T1	24.66458550630238	24.66458550630238
T1	24.504181887105577	24.504181887105577
T1	23.67376940165736	23.67376940165736
T1	26.32284091594711	26.32284091594711
T1	26.48924070998608	26.48924070998608
T1	22.620674105845914	22.620674105845914
T1	22.48339264537652	22.48339264537652
T1	22.13047589022856	22.13047589022856
T1	22.20645003980723	22.20645003980723
T1	22.809930846549342	22.809930846549342
T1	21.06692864990448	21.06692864990448
T1	21.715484412928713	21.715484412928713
T1	21.931975728391997	21.931975728391997
T1	22.291215328790788	22.291215328790788
T1	22.57976398150722	22.57976398150722
T1	22.744975656214223	22.744975656214223
T1	21.215985084149878	21.215985084149878
T1	17.036050696824127	17.036050696824127
T1	16.560829305169783	16.560829305169783
T1	20.093176034151043	20.093176034151043
T1	18.597825879962322	18.597825879962322
T1	17.85004866482354	17.85004866482354
T1	14.686407504302665	14.686407504302665
T1	15.293618368654904	15.293618368654904
T1	11.067877837243335	11.067877837243335
T1	11.549384988548645	11.549384988548645
T2	27.246977958187248	27.246977958187248
T2	22.5274451962108	22.5274451962108
T2	17.21288901071627	17.21288901071627
T4	25.627739471201384	25.627739471201384
T4	25.81555250218568	25.81555250218568
T4	26.649107743234776	26.649107743234776
T4	22.19621217614911	22.19621217614911
T5	25.55588135566652	25.55588135566652
T5	26.428660012802567	26.428660012802567
T5	24.405019688516795	24.405019688516795
T5	27.133181005138482	27.133181005138482
T5	23.214983457425376	23.214983457425376
T5	26.5145288356678	26.5145288356678
T5	26.039611750031668	26.039611750031668
T5	25.03843070776169	25.03843070776169
T5	23.93113037435889	23.93113037435889
T5	26.73009060261196	26.73009060261196
T5	25.37963333055221	25.37963333055221
T5	20.809215226900985	20.809215226900985
T5	21.08086651424144	21.08086651424144
T5	22.382748297615006	22.382748297615006
T5	22.35557528454395	22.35557528454395
T5	21.736347428999732	21.736347428999732
T5	22.457659857615088	22.457659857615088
T5	20.4779320849738	20.4779320849738
T5	22.807834085765943	22.807834085765943
T5	20.73356873061632	20.73356873061632
T5	21.648228555121623	21.648228555121623
T5	22.859563405790155	22.859563405790155
T5	21.544707800580568	21.544707800580568
T5	21.80648894899738	21.80648894899738
T5	21.964869579559156	21.964869579559156
T5	22.702603103070505	22.702603103070505
T5	20.69371901937037	20.69371901937037
T5	20.978458361436605	20.978458361436605
T5	22.902494960656657	22.902494960656657
T5	22.632466312963405	22.632466312963405
T5	22.1883758435242	22.1883758435242
T5	22.54594652407672	22.54594652407672
T5	20.633938118345682	20.633938118345682
T5	21.315350299311273	21.315350299311273
T5	16.842631236973173	16.842631236973173
T5	15.989199483449212	15.989199483449212
T5	19.05470500018752	19.05470500018752
T5	16.559512465585442	16.559512465585442
T5	18.983429488638677	18.983429488638677
T5	18.557950553102025	18.557950553102025
T5	16.399949255277125	16.399949255277125
T5	20.047531444481997	20.047531444481997
T5	18.39080599207266	18.39080599207266
T5	14.866595720427878	14.866595720427878
T5	15.419055561728882	15.419055561728882
T6	21.70688347847047	21.70688347847047
T6	20.54895740320345	20.54895740320345
T6	21.379197056838233	21.379197056838233
T6	16.171860609631732	16.171860609631732
T6	16.34481980648914	16.34481980648914
T8	24.492773307280608	24.492773307280608
T8	26.51347379356176	26.51347379356176
T8	24.873000015755807	24.873000015755807
T8	22.946068838747227	22.946068838747227
T8	22.478478727071213	22.478478727071213
T8	21.962416636332584	21.962416636332584
T8	21.376505463683085	21.376505463683085
T8	22.52976569502378	22.52976569502378
T8	19.782563844388566	19.782563844388566
T10	24.838298518678524	24.838298518678524
T10	22.37960802815454	22.37960802815454
T10	22.688130085623687	22.688130085623687
T10	22.363564447199394	22.363564447199394
T10	22.86907617540797	22.86907617540797
T10	22.366534742972775	22.366534742972775
T10	20.82032724367012	20.82032724367012
T10	20.448434404642274	20.448434404642274
T10	21.26594782203646	21.26594782203646
T10	20.97717369904663	20.97717369904663
T10	22.160436582163673	22.160436582163673
T10	16.562341434862965	16.562341434862965
T10	17.871374426255272	17.871374426255272
T10	20.3627505765579	20.3627505765579
T10	15.217731924033671	15.217731924033671
T10	14.67549508924867	14.67549508924867
T10	14.793758692512025	14.793758692512025
T10	14.731223262869674	14.731223262869674
T10	13.635302239699202	13.635302239699202
T11	22.478724519662105	22.478724519662105
T11	14.292779885039865	14.292779885039865
T11	6.864014299159982	6.864014299159982
T11	5.945303260871466	5.945303260871466
T11	6.404213814137281	6.404213814137281
T12	24.066726058578723	24.066726058578723
T12	23.348614774065716	23.348614774065716
T12	23.894589546450234	23.894589546450234
T12	23.09776344842688	23.09776344842688
T12	20.664769718429948	20.664769718429948
T12	22.301677592001322	22.301677592001322
T12	21.939052138181346	21.939052138181346
T12	20.755563789828848	20.755563789828848
T12	22.79518960516076	22.79518960516076
T12	21.669044443157944	21.669044443157944
T12	22.889909622898482	22.889909622898482
T12	21.69106312241627	21.69106312241627
T12	21.02428067873185	21.02428067873185
T12	22.41904288962686	22.41904288962686
T12	21.346351929761134	21.346351929761134
T12	22.132993064666735	22.132993064666735
T12	21.590878016878744	21.590878016878744
T12	21.211938032693936	21.211938032693936
T12	20.938534663807776	20.938534663807776
T12	21.697144793234163	21.697144793234163
T12	16.038492332817718	16.038492332817718
T12	19.8698830886107	19.8698830886107
T12	20.26103591101567	20.26103591101567
T13	23.621561565962445	23.621561565962445
T13	24.610377804695656	24.610377804695656
T13	24.594296266790018	24.594296266790018
T13	21.329363413992706	21.329363413992706
T13	22.123996311720497	22.123996311720497
T13	16.542285542584054	16.542285542584054
T14	24.88923459381805	24.88923459381805
T14	25.20864906454983	25.20864906454983
T14	25.263065992394004	25.263065992394004
T14	24.60400129053634	24.60400129053634
T14	24.97068242220201	24.97068242220201
T15	23.817431763836623	23.817431763836623
T15	25.384877147165408	25.384877147165408
T15	20.639026790084767	20.639026790084767
T15	20.430064841605358	20.430064841605358
T15	19.513145540817984	19.513145540817984
T15	19.941348442590222	19.941348442590222
T15	16.467832299512015	16.467832299512015
T16	24.00848513961737	24.00848513961737
T16	24.48960715937139	24.48960715937139
T16	21.50132302858566	21.50132302858566
T16	21.124793418304144	21.124793418304144
T16	21.84876859393616	21.84876859393616
T16	22.873005903998305	22.873005903998305
T16	21.323241236878168	21.323241236878168
T16	22.958993849320343	22.958993849320343
T16	22.887754627577525	22.887754627577525
T16	22.7440212399387	22.7440212399387
T17	24.642637010810965	24.642637010810965
T17	22.254449921429163	22.254449921429163
T17	21.308384554670504	21.308384554670504
T17	21.163030851849086	21.163030851849086
T17	21.548497250372595	21.548497250372595
T17	22.021089035291077	22.021089035291077
T17	21.951740851894414	21.951740851894414
T17	22.67721987252312	22.67721987252312
T17	20.725963602301448	20.725963602301448
T17	22.03628109474539	22.03628109474539
T17	18.757600529890897	18.757600529890897
T17	20.352619745134827	20.352619745134827
T18	24.558515196686912	24.558515196686912
T18	21.895816214257223	21.895816214257223
T18	22.05049297658111	22.05049297658111
