cont_trait_0,mean,lwr,upr
-2.7373450240714883,0.27668300538644025,0.1775814528769512,0.36425952875536965
-2.6839120441808952,0.27661473176987145,0.17460123997940863,0.360424111306539
-2.630479064290302,0.27654730176090764,0.1759559469425548,0.35967304573021636
-2.577046084399709,0.2764803607328001,0.17689452383431575,0.35880058296862855
-2.523613104509116,0.2764134619314138,0.1778516994913676,0.35922235425655424
-2.4701801246185235,0.27634626112734234,0.1803628623772619,0.3597082857705282
-2.4167471447279305,0.27627859466169474,0.18305442441012737,0.36016848521494055
-2.3633141648373375,0.2762105888126417,0.18460993608474865,0.3609193828370618
-2.309881184946745,0.276142834400738,0.18517872284146678,0.35860039362543156
-2.2564482050561514,0.27607628073108975,0.1852182096058449,0.35753015705379154
-2.203015225165559,0.27601167232560264,0.18526224296976013,0.35667585203411756
-2.1495822452749658,0.2759490308565855,0.1853108125047198,0.3558256776801802
-2.096149265384373,0.2758875873062249,0.1853637129667228,0.3556564118286395
-2.04271628549378,0.27582601522510086,0.1854206549016826,0.35604661580907887
-1.9892833056031871,0.2757627063360067,0.19416879864547912,0.36246105639537324
-1.935850325712594,0.27569612972367635,0.19212490168812346,0.35786931741117184
-1.8824173458220013,0.2756252502587461,0.19388678673936896,0.3567955543900652
-1.8289843659314085,0.27554963569307117,0.19469742193135814,0.35713738415440366
-1.7755513860408154,0.27546909294191435,0.1979769709773736,0.3570928792530238
-1.7221184061502226,0.2753831946771345,0.20052230625862297,0.3578980133585826
-1.6686854262596296,0.2752909176292443,0.19996402047524986,0.35518104322891575
-1.6152524463690365,0.27519021825586343,0.2023033025000698,0.35563045089542766
-1.5618194664784437,0.2750782269982552,0.20301336966240827,0.35438661977565883
-1.508386486587851,0.27495263028602474,0.1997208593832556,0.34880019706953513
-1.4549535066972579,0.2748122829612501,0.20363209949395242,0.349747051361091
-1.4015205268066648,0.274655957851082,0.20474208868702032,0.3473668356765599
-1.3480875469160718,0.2744810806270261,0.20480601336874468,0.34654325890785265
-1.2946545670254792,0.27428365616485173,0.2009159961969609,0.34042730135711585
-1.2412215871348862,0.27406068809256773,0.20440753115062668,0.34241610214696516
-1.1877886072442931,0.27381524496834336,0.20535433846236714,0.34377081744539195
-1.1343556273537003,0.2735557475844128,0.20399008949341432,0.341397996758367
-1.0809226474631075,0.2732879023091245,0.20528878267636627,0.33983679324600874
-1.0274896675725145,0.2730115773979322,0.21461574768914374,0.34834531113027434
-0.9740566876819217,0.2727228138348234,0.20291325622023038,0.3357339425578313
-0.9206237077913285,0.27241584076556913,0.21535873564878255,0.34603058740399767
-0.8671907279007357,0.2720884137433201,0.21712221676501284,0.34543702142696403
-0.8137577480101426,0.27174393538033703,0.21713142332437363,0.34241744939336766
-0.7603247681195497,0.2713880236255944,0.21369077251321414,0.3369416364932197
-0.7068917882289569,0.27102614063731956,0.21372879472562195,0.33495916170893597
-0.6534588083383638,0.27066154689862826,0.21381419444171215,0.33316623212044433
-0.600025828447771,0.27029654578928275,0.21803065130971885,0.3340785362648684
-0.5465928485571783,0.26992908211047245,0.2184768411300334,0.3320042109454565
-0.49315986866658507,0.269552401383289,0.22072324137143695,0.3322543402483411
-0.43972688877599225,0.2691616000714271,0.21853530701960103,0.32917365616547
-0.3862939088853995,0.2687538146217086,0.2128750643962909,0.3197250748344569
-0.3328609289948063,0.26833897272913737,0.2180677190828314,0.32441182532153245
-0.27942794910421354,0.2679240646790901,0.2177021564617703,0.3225436738600112
-0.2259949692136204,0.26750210097464494,0.21576982344348858,0.31799607356558257
-0.1725619893230276,0.2670605647492662,0.21288380247672462,0.3127360631581069
-0.11912900943243482,0.2665904920229109,0.21909346208972771,0.3165730724974718
-0.06569602954184166,0.26608557622491275,0.21808016592894966,0.31533903295985743
-0.012263049651248872,0.2655519222286265,0.21687342787990357,0.31303040010448596
0.041169930239344295,0.2650071308015809,0.21825708740195318,0.31499239265041723
0.09460291012993707,0.2644561034770447,0.219734747843477,0.31559824054713814
0.14803589002052986,0.26391769372380297,0.2181013143188173,0.3142464633266688
0.20146886991112303,0.2634114221950937,0.2182970024638822,0.31478610301723725
0.2549018498017158,0.26295096603956364,0.21940357552294917,0.31583939866456495
0.30833482969230863,0.2625383435164143,0.21975705999777748,0.31870479255515544
0.3617678095829018,0.2621694329350949,0.21755056277152876,0.31754275642395957
0.4152007894734946,0.26184423456271644,0.2166411845780117,0.3177130256565091
0.4686337693640874,0.2615679878644824,0.2139181342093046,0.3163254231483851
0.5220667492546806,0.26134631788747,0.2113269603117027,0.31622684324853967
0.5754997291452733,0.26117898976780807,0.20924255013529772,0.31660980358251917
0.6289327090358665,0.26105745489184784,0.2084188781279494,0.317510893562274
0.6823656889264592,0.2609647568562291,0.20612518942143968,0.3172919245191844
0.735798668817052,0.260883307590363,0.20603364760869586,0.31866550824059636
0.7892316487076448,0.26080305337929344,0.2038053101604813,0.3204951996478011
0.8426646285982383,0.26072159702623526,0.2013925517322108,0.32020958471723077
0.8960976084888311,0.2606390036933293,0.20357469521887758,0.32466111530070446
0.9495305883794238,0.2605572493243478,0.19670570012922467,0.31999541836775874
1.0029635682700166,0.26047774656239486,0.20129539509565716,0.325934523638532
1.0563965481606095,0.26040010723581575,0.19859068360580964,0.32540775134514416
1.1098295280512032,0.2603231619627862,0.19779048945152908,0.3256630741567502
1.1632625079417958,0.26024600009448096,0.1943541805469006,0.3254215865744875
1.2166954878323886,0.2601680170264841,0.19322381053426715,0.32625850785677785
1.2701284677229814,0.2600887548515883,0.1945618857304481,0.32774070124866417
1.3235614476135742,0.260008289363055,0.1931123604725967,0.3284421351698527
1.376994427504167,0.25992772691223603,0.1931100401447553,0.33084224562898223
1.4304274073947605,0.2598486941695176,0.1920713882364628,0.3330122699444995
1.4838603872853533,0.25977259125635277,0.18609730448067463,0.3269022747241622
1.5372933671759461,0.25970035301278344,0.18469840719168704,0.3276607472676992
1.590726347066539,0.25963257851484756,0.18607656032898276,0.32978745862189074
1.6441593269571317,0.25956972926333544,0.18637068212948005,0.33077654789200206
1.6975923068477252,0.25951191882851143,0.18818515439915534,0.33345552746540813
1.751025286738318,0.2594587885674846,0.18648417760465397,0.33147859164832705
1.8044582666289108,0.2594099320644614,0.1867065183385405,0.3315393938605052
1.8578912465195037,0.25936521154425357,0.18678157957640243,0.33281220717740123
1.9113242264100962,0.2593247579990509,0.1860788409123962,0.33366375098407314
1.964757206300689,0.2592890134280522,0.18561390648619353,0.3345272495920041
2.0181901861912825,0.25925876283711824,0.18524956680458785,0.33529030782338354
2.0716231660818756,0.25923516562732674,0.1851648755807687,0.3359829350811733
2.125056145972468,0.2592194940072301,0.18425903229374616,0.33570745214228914
2.178489125863061,0.25921231117039323,0.17539550922112285,0.3288178034534167
2.231922105753654,0.2592130331619093,0.17687386719783363,0.33078693107483464
2.2853550856442473,0.25922032369006776,0.1770962816162963,0.33213939096437656
2.3387880655348403,0.2592328975789288,0.17851761098919017,0.3336641900977169
2.392221045425433,0.25925029499824337,0.17755566925174268,0.3327385555392641
2.445654025316026,0.25927325142899016,0.17399076941790978,0.32970514157398023
2.4990870052066185,0.25930325436520224,0.17547486719742222,0.33088386121816443
2.552519985097212,0.2593414742613182,0.1755456800261934,0.33091092520672305
