scientificName	ts	te	speciation	extinction	ancestral_speciation	cont_trait_anc_0	cont_trait_ts_0	cont_trait_te_0	cat_trait_0	cat_trait_anc_0
T0	35.0	29.65	0.49999920007238724	0.37171832677272393	0.0	-0.0018707447996167033	NA	-0.40050638266562827	1.0	NA
T1	34.59	29.89	0.49596715680610753	0.3862047232194655	0.4978987560538908	-0.09598079583029187	0.13309856550289043	0.27708224773798873	1.0	1.0
T3	34.17	34.03	0.4359798907200954	0.3639927523651941	0.4883651911467921	0.22694465836023706	0.5474611425620328	0.45425561886959204	1.0	1.0
T4	33.88	31.05	0.483977366892508	0.3518061523429016	0.4999588597990382	0.013416250756916138	0.2669209198926329	0.5299438612422351	1.0	1.0
T5	33.71	33.02	0.4841939517746802	0.38721655597857235	0.4975816973582588	0.10298418654384262	0.2650812470824935	0.266553841227366	1.0	1.0
T6	33.37	26.74	0.4831223681799667	0.39891064321158126	0.4975756344083602	0.103113515907126	0.27407052361007245	0.0772369528793283	0.0	1.0
T7	32.31	31.55	0.41243529260909173	0.32074287052700107	0.49185553578174124	-0.18954003579812756	-0.6489658599170858	-0.6950209977868264	1.0	1.0
T8	32.05	26.12	0.35538561087003084	0.32907754742065026	0.4670143708371081	0.38638407053979124	0.8641890516976395	0.6534040250150681	1.0	1.0
T9	31.36	27.58	0.258516601636858	0.13848145785708654	0.4816449664286869	-0.2860320566010369	-1.201241192083398	-1.523267126228901	1.0	1.0
T10	31.03	29.97	0.40399526212815795	0.3571581618081676	0.4786880546166103	0.30868303572179595	0.6829244640577725	0.4978079549811672	1.0	0.0
T11	30.93	24.24	0.4087677987913573	0.25784929367775333	0.46201217951556417	-0.4157515467879262	-0.6638490578167763	-0.9800549827103872	1.0	1.0
T13	30.83	26.31	0.31796227646559644	0.28669166820060643	0.4737462509150499	0.34349026089201645	0.9951016673904498	0.853558845684434	0.0	0.0
T14	30.77	27.03	0.3405681414589129	0.24068725631632357	0.43354591850864893	0.5585339849041457	0.9165066314660072	1.0541233081144419	1.0	1.0
T16	29.92	28.25	0.49834370824579244	0.3957348659311002	0.497680224168211	-0.10085948536810227	0.0851956861791934	0.1531345751730879	0.0	0.0
T17	29.34	27.62	0.433362229090387	0.33262833623978116	0.4891785109368397	-0.2187781108057748	0.5593632382654601	0.6351848930603927	0.0	0.0
T18	29.17	21.09	0.42576136548811183	0.24080028470025144	0.4825918639972925	-0.2784205611726564	-0.5929543585248527	-1.0536360495250492	0.0	0.0
T20	28.84	27.49	0.27601893111449466	0.18943643562658372	0.3137480153608961	-1.0096604526358968	-1.1400343345212316	-1.278656164242333	1.0	1.0
T21	28.36	19.74	0.12241241049313542	0.16509053669827048	0.2783789693508938	1.1318365879152665	1.7545019221956868	1.3913565339949694	0.0	0.0
T22	27.94	24.52	0.47855932794380346	0.3999333492153383	0.4975797066755051	0.1030266677152831	0.3096345401746048	0.0190925862434311	0.0	0.0
T23	27.87	27.74	0.46193446730884297	0.36491132091826506	0.48010843171683565	0.2980000232546531	-0.41619385558800787	-0.4481459221152992	1.0	0.0
T24	27.51	25.63	0.4152302853027482	0.3820133252257772	0.4978207245576277	0.0977505425265536	0.6374813218464817	0.317245663011447	0.0	0.0
T25	27.25	13.46	0.20321829625509044	0.08512834759253216	0.27936538965168	-1.1284132570397456	-1.4033766670762382	-1.8397631644973635	1.0	1.0
T26	27.23	22.27	0.4938962595054268	0.3982433320521582	0.49752000177223493	0.10429280663554037	0.16391521247764362	0.09812203984587282	0.0	0.0
T27	27.04	25.32	0.3333992732049708	0.2673011223229317	0.2748736890391038	-1.1440163531391334	-0.9415530980112732	-0.9390189489286384	1.0	1.0
T28	26.82	19.6	0.3606303627700188	0.14514152251617604	0.41959278761619834	0.6192898844953773	0.8454440648133887	1.4891573585534015	1.0	1.0
T29	26.82	25.99	0.4839287139690018	0.38580915115376124	0.4465916020876682	0.4970993811196327	0.26733254933445605	0.2810983417924948	0.0	0.0
T30	26.72	19.13	0.3172186667378998	0.3731047866463362	0.43823610691143344	0.5370497925195821	0.9976718732551255	0.39020694148856977	0.0	0.0
T31	26.64	21.37	0.4808045079369915	0.3501465694521003	0.4522120675838499	0.4687743219814119	0.29263425089704775	0.5396147274175815	0.0	0.0
T32	26.58	24.49	0.49704434958522903	0.3945440111004945	0.46341054573457346	0.40772352215285296	-0.11388301577391763	-0.1733285889913251	0.0	0.0
T33	26.48	17.86	0.42307203950783273	0.3785554621761798	0.4998869718228754	-0.022238574045652028	-0.6045296193061266	-0.3471822621984607	0.0	0.0
T34	26.38	18.73	0.28579829408314733	0.35900283285594226	0.40194708823437325	-0.691016795747128	-1.1061267746394727	-0.486357595361448	0.0	0.0
T35	26.34	24.15	0.4874590072801678	0.39190765612768225	0.41826622406273334	0.6248574294195056	0.23572580340563715	0.21144454296665688	1.0	1.0
T36	26.18	25.28	0.49997464242517825	0.3930539373305041	0.4766151156239993	0.32369532891578273	0.010532910475947177	-0.19575486646352197	0.0	0.0
T37	25.7	24.43	0.09944370919318989	0.09235195715144581	0.18518168265046178	-1.4740351513931695	-1.8795872600198413	-1.790688025547595	1.0	1.0
T38	25.7	24.28	0.4526874093770305	0.37821476243387775	0.4614711088943975	0.4188229575842826	0.46631661608165353	0.35000736942281097	0.0	0.0
T39	25.68	24.8	0.3938541372779982	0.34995750264079123	0.4645164182909384	0.4012785669100648	0.7224940037299623	0.5407083742533786	0.0	0.0
T40	25.67	25.26	0.39241584199436585	0.3099195919525007	0.30570321641587017	-1.0374176829871595	-0.7280114174149075	-0.7470905334415104	1.0	1.0
T43	25.51	18.02	0.14812963663454623	0.06743225898436009	0.23348729020504533	1.2906349189997979	1.6312995197406872	1.9734477417564817	1.0	1.0
T44	25.48	21.66	0.19489122663966763	0.23210932582572183	0.2906919145319439	-1.0892096812629821	-1.4356145845491088	-1.0911279114127004	1.0	1.0
T45	25.46	0.0	0.1210225169599033	0.1348194477721568	0.36333451660034183	0.8357236920439796	1.7616061879825653	1.542390252791867	1.0	0.0
T46	25.39	19.85	0.13305358323604904	0.08001615178340557	0.3981406973030315	-0.705916627861958	-1.701744802128589	-1.8762206234076262	0.0	0.0
T47	24.94	19.23	0.4936547105208676	0.39303010887352	0.45866256624248064	0.4344727982016687	0.16714752585253823	0.19609331073284494	0.0	0.0
T48	24.9	21.94	0.3424824095986607	0.24923343732153014	0.28501061879575146	-1.108852393722649	-0.9097930063556943	-1.017276101558419	0.0	0.0
T49	24.68	13.08	0.3892132251379367	0.24277623747605945	0.32938711645480556	-0.95551372884209	-0.7402206973726888	-1.04511819456998	0.0	0.0
T50	24.53	19.71	0.4981769534211934	0.3992510202369265	0.38795702216829375	-0.7449821155133426	-0.08938906269857383	-0.06402985735979899	1.0	0.0
T51	24.29	23.47	0.40863328813019273	0.343520421565551	0.4853849307279661	0.254743102642085	0.664391087356402	0.5770414576994601	0.0	0.0
T52	24.11	20.9	0.4871468558807838	0.39854791935408934	0.40143253502914705	-0.6930413678631017	-0.23867949270735433	0.08919369286200465	1.0	0.0
T53	24.08	11.94	0.26352270683275447	0.30681992648622086	0.33976900686303585	-0.9193059071550139	-1.1836490085623879	-0.7616644421989995	0.0	0.0
T54	23.98	19.15	0.4987700503578261	0.3785379377028884	0.49389809890006475	0.16389035997663767	-0.07340067406934186	-0.34732807473235167	0.0	0.0
T55	23.97	23.77	0.30677075191688813	0.21035986279805918	0.273166747499268	-1.1499565006690187	-1.0337358770891578	-1.1856583026794507	0.0	0.0
T56	23.73	23.39	0.44580885075115884	0.3501017736859003	0.49595082340241575	-0.1333689207269766	-0.5009443482741243	-0.5398739929765483	0.0	0.0
T57	23.29	15.9	0.4550393449608458	0.3298531347716244	0.4971733261145497	0.11136331164683434	0.4539994064486883	0.6494515149809453	1.0	1.0
T59	23.16	20.19	0.41542846732425875	0.3320532048096451	0.2790721155732133	-1.1294308714328305	-0.6366621003163966	-0.6381578343810257	0.0	0.0
T60	22.68	21.19	0.48287778223189043	0.3633291058789326	0.4538131434700536	0.46045424023984083	0.27608400529042654	0.4586285502429125	0.0	0.0
T63	22.19	21.28	0.48501446583358354	0.3947910409289311	0.4166426248005596	-0.6316285529687915	-0.25800052705831666	-0.1693328152455853	1.0	0.0
T64	22.16	5.71	0.49034070394373225	0.18299000031114274	0.496558705904311	-0.12291343128879029	0.20657432330670122	-1.307936264702482	1.0	1.0
T65	21.95	11.9	0.34354361373955156	0.22140243052624725	0.4965778928665439	-0.12256911729968645	-0.9060660473681558	-1.1374832199791565	1.0	1.0
T68	21.55	19.87	0.497252919344374	0.3961045756957123	0.4976870295507286	0.10071109007911488	-0.10977984799628118	0.1463130577069048	1.0	1.0
T69	21.39	19.33	0.4470645186215694	0.2984856139393131	0.4998811365763525	-0.022805466460968732	-0.4947651718373458	-0.8002342761681907	1.0	1.0
T71	21.2	18.76	0.38157423569090243	0.28732590789094037	0.47860042477262876	0.30933105643313025	0.768951953884464	0.8507224606865084	1.0	1.0
T72	21.12	14.21	0.42197988273196557	0.39642290088585386	0.38815001310898717	-0.7442515982059112	-0.6091882912471255	-0.14017937069328867	0.0	0.0
T73	21.1	19.56	0.4391815010469739	0.3956456412893553	0.49933099932404046	-0.05411873787351222	-0.5326429683050091	-0.15473674404838	1.0	1.0
T74	21.01	19.4	0.3495141954990302	0.26446166777065017	0.4993618227192475	-0.05285649371834287	-0.8850225009261029	-0.9513768981916587	1.0	1.0
T75	21.0	19.5	0.480689277334692	0.39710692709177275	0.35690483440111886	-0.8587731906231935	-0.293528752259234	-0.1260118477332907	0.0	0.0
T77	20.79	16.67	0.49804409221718954	0.3981343882012546	0.37539796384195356	-0.7918234075095306	-0.09259523323449226	-0.10112581912875024	0.0	0.0
T79	20.65	9.87	0.1252886249895769	0.139696078180748	0.09934336103381103	-1.8801746668965342	-1.7399637352480308	-1.5169837961327386	1.0	0.0
T80	20.41	19.31	0.4827456391732253	0.3929959034226072	0.4147948696747215	-0.6392788740874034	-0.27716616924575604	-0.19657816040851017	0.0	0.0
T81	20.39	12.68	0.4974658120934802	0.3475648489028185	0.4997422215246533	0.03358677786308365	0.10542895292039156	-0.5544121289037268	1.0	1.0
T82	20.07	14.09	0.2387153480005401	0.17291018788598894	0.49774251988344564	0.09949290826633912	1.271730351973591	1.3544885598518872	1.0	1.0
T83	20.03	19.34	0.4913902904475097	0.39918756459464844	0.487599673604936	-0.23438322748510698	-0.19492449052918898	0.06668976166771808	0.0	0.0
T84	19.93	17.32	0.49686628848778214	0.3854006809517562	0.4941466854254762	-0.16049711714268147	-0.11727374545466812	-0.28519027081378145	1.0	0.0
T85	19.85	17.24	0.4957624382658241	0.39997273255615673	0.4736610755435602	-0.34406233123299435	0.13644904130626423	-0.012211630372763911	0.0	0.0
T86	19.58	0.0	0.4998574310003068	0.33825076193698267	0.4977629364414231	-0.09904096666518729	0.02497655533623902	0.6056347889611748	1.0	1.0
T87	19.24	18.47	0.4347688552112898	0.3709092195823635	0.49575839748630096	-0.13651435991806327	-0.5529904585599463	-0.4064135975075122	1.0	0.0
T88	19.16	4.57	0.3190945284576563	0.20224934781152212	0.49224046985036185	-0.184970597603827	-0.9911869438584275	-1.221390410413019	0.0	0.0
T89	19.13	18.69	0.3636843848706137	0.26603848024769033	0.4282423926309826	-0.5821380518679492	-0.8344631077268752	-0.9445179166222224	0.0	0.0
T92	18.96	16.9	0.25221692406087187	0.22138387249538982	0.36960672135599043	0.8130152238217945	1.2234978034317663	1.1375638181882073	1.0	1.0
T94	18.89	14.89	0.34556269264917955	0.28312842112808917	0.2604948965777149	-1.194279829810128	-0.8989643551415403	-0.8694372771409892	1.0	1.0
T95	18.84	9.86	0.410053953325958	0.33893516998966744	0.2924056626636494	-1.0832909973858835	-0.6586528574780688	-0.6019732860798238	0.0	0.0
T96	18.78	17.62	0.3970976867106153	0.2989745043173472	0.43363348013712355	-0.558138384098959	-0.7099692995827147	-0.7979943080863668	1.0	1.0
T97	18.41	0.0	0.11832851320009098	0.01353647271181717	0.33055253719123573	-0.9514622665675313	-1.7755283829534143	-2.721588331978335	0.0	0.0
T99	18.15	17.69	0.4986513552701691	0.3996446843125106	0.45149247172648654	0.4724754614487779	0.07686541789018309	-0.044090772382424065	1.0	1.0
T100	18.08	0.0	0.05476107626023873	0.015540001406931915	0.04565588773848842	2.288171258636803	2.1995311367173636	2.665539918420978	0.0	1.0
T102	17.73	14.98	0.10003563695021273	0.08771235523074748	0.09335303430273399	-1.9160129558754895	-1.8761305962102153	-1.8218991155520852	1.0	1.0
T103	17.73	14.68	0.4703959905694445	0.3625078660728766	0.4965251225876994	-0.12351381238868103	0.36539044923883596	0.4639937414587004	0.0	0.0
T104	17.69	11.85	0.45738512155778893	0.3772607826168079	0.49867148171705566	0.07628894347622618	0.44143813963714346	0.35781239585851443	0.0	1.0
T105	17.37	16.97	0.4909017259569852	0.38544643164578873	0.25046548652031553	-1.2297114448445283	-0.20042843971311775	-0.284734664392877	0.0	0.0
T108	17.1	2.49	0.0905072829828696	0.018860987245235668	0.3136055884683681	-1.0101522051366096	-1.9336045058418323	-2.5848466151923972	1.0	1.0
T109	17.06	13.77	0.48244715405449157	0.3941517442032575	0.438269607295768	0.5368940914821492	0.2795962280794573	0.17949583969183228	0.0	0.0
T111	16.41	13.88	0.49984910444776504	0.3996248626121285	0.45507603087503673	0.4538051441172902	0.025695674295410253	-0.04530447218588795	0.0	0.0
T112	15.93	15.4	0.334674621705842	0.24481362145600274	0.4873084966944453	0.2371543452994556	0.9371074544152932	1.036335413202827	0.0	0.0
T114	15.73	14.99	0.3988267477777215	0.32756456076407936	0.3347905758453008	-0.9367030548839982	-0.7032440329225168	-0.6610729100050571	1.0	1.0
T115	15.59	9.44	0.3243124054820485	0.18198894541002147	0.42089486924122255	0.6137933001112024	0.9731241295992836	1.312515501059532	0.0	0.0
T116	15.49	10.62	0.4817542097328422	0.28944599220111333	0.4779548975675837	0.3140671149165285	0.28516353270738315	0.8412176369231676	0.0	0.0
T117	15.42	14.78	0.48903924745297883	0.39112860496333607	0.4979514922457141	-0.09476619072700422	0.22019697197619892	0.22149837596074823	1.0	1.0
T118	15.29	11.95	0.48716790463883863	0.38904329523563236	0.49653195438422754	-0.1233919112921652	-0.2384814128121937	-0.2464861660264552	0.0	0.0
T119	15.18	11.23	0.3235225519400869	0.23966558136765811	0.3154985469445589	1.0036150522779959	0.9758609855594151	1.0585278759079322	0.0	0.0
T120	15.11	13.34	0.4493690089562955	0.334388437101107	0.4666438867762357	0.3886240982239607	-0.48326555648770786	-0.6260313270404765	0.0	0.0
T122	15.0	13.32	0.48694334066393014	0.3950548852832687	0.4825148510908268	0.27904680979285795	-0.2405867047432954	-0.16496106778109224	0.0	0.0
T123	14.74	12.06	0.4965103449539296	0.39999587018240457	0.49909789234437746	-0.06285129790879843	0.12377708765535922	0.0047523737821560455	0.0	0.0
T124	14.68	13.47	0.49869083207608805	0.38483985883770694	0.47543761550888564	0.33194830121906194	0.07573058288842455	0.2907214909492006	0.0	0.0
