	ts	te
T0	35.0	14.45
T1	33.96	0.0
T2	32.1	0.75
T3	27.67	26.05
T4	26.07	14.02
T5	24.15	0.0
T6	24.06	6.26
T7	22.55	19.24
T8	22.48	16.41
T10	22.3	21.08
T11	21.99	18.24
T12	21.89	0.0
T13	21.86	0.0
T14	20.07	18.59
T15	19.62	5.13
T16	19.12	0.0
T18	18.52	16.6
T19	18.07	11.1
T20	18.01	7.58
T21	17.99	7.45
T22	17.85	0.74
T23	17.29	12.71
T24	17.29	10.31
T25	17.18	14.3
T26	17.16	15.97
T27	16.04	11.03
T28	16.03	13.39
T29	15.98	14.72
T30	15.92	1.34
T31	15.73	0.0
T33	15.09	11.29
T35	14.48	1.87
T36	14.45	10.8
T37	14.25	9.75
T39	14.11	9.89
T40	13.87	13.0
T41	13.68	12.27
T42	13.6	11.68
T43	13.46	8.42
T45	13.2	8.49
T47	13.07	5.83
T48	12.88	0.0
T49	12.79	0.0
T50	12.78	10.59
T51	12.65	9.78
T52	12.36	12.1
T53	12.27	9.17
T54	12.23	10.71
T55	12.14	7.24
T57	12.11	11.48
T59	11.92	7.64
T60	11.89	9.77
T61	11.87	10.28
T63	11.74	6.95
T64	11.51	10.76
T65	11.4	7.31
T66	11.37	8.95
T67	11.36	10.61
T68	11.22	11.08
T69	11.21	10.01
T70	11.09	9.45
T72	10.98	5.42
T73	10.98	9.26
T75	10.77	10.09
T76	10.74	1.29
T78	10.53	4.28
T80	10.38	0.0
T81	10.29	7.27
T82	10.23	8.23
T83	10.19	8.65
T85	10.08	7.94
T86	10.02	0.0
T87	9.92	6.32
T88	9.86	4.43
T89	9.82	9.21
T90	9.63	0.0
T91	9.63	8.88
T93	9.41	8.71
T95	9.27	0.2
T97	9.14	6.56
T98	9.13	6.79
T99	8.97	2.03
T101	8.66	3.38
T102	8.63	7.22
T104	8.46	0.6
T105	8.32	0.0
T106	8.28	7.34
T107	8.12	4.15
T108	8.05	0.85
T109	8.01	5.8
T110	7.86	5.55
T113	7.77	3.6
T115	7.69	6.4
T116	7.63	0.0
T117	7.38	6.54
T118	7.34	7.16
T119	7.3	6.82
T120	7.27	1.68
T121	7.23	6.12
T122	7.16	0.0
T123	7.14	6.81
T124	7.09	0.0
T126	6.87	0.0
T127	6.84	3.19
T128	6.83	0.0
T129	6.76	6.17
T131	6.65	0.08
T132	6.59	4.52
T135	6.18	0.0
T138	5.93	0.0
T140	5.89	0.0
T142	5.52	1.67
T143	5.47	0.0
T145	5.34	0.0
T147	5.22	0.0
T148	5.18	0.0
T149	5.09	1.22
T150	4.84	4.66
T152	4.69	0.0
T154	4.64	0.0
T155	4.61	0.0
T159	4.55	3.14
T160	4.48	2.89
T161	4.45	2.05
T164	4.36	3.56
T165	4.29	0.2
T166	4.16	1.38
T167	4.11	0.0
T168	4.1	1.87
T169	4.03	0.75
T170	3.99	2.02
T171	3.94	2.6
T172	3.89	2.27
T173	3.88	0.0
T174	3.87	0.0
T176	3.61	1.5
T177	3.53	0.25
T178	3.37	0.0
T179	3.3	0.0
T180	3.28	0.0
T181	3.27	0.0
T182	3.22	0.0
T183	3.2	0.63
T184	3.19	0.0
T186	3.1	0.0
T188	2.92	0.98
T189	2.92	0.0
T190	2.87	2.13
T191	2.84	1.83
T192	2.82	2.61
T193	2.79	0.0
T194	2.73	0.0
T197	2.66	0.0
T198	2.61	0.0
T199	2.59	0.0
T200	2.59	0.0
T202	2.56	0.0
T203	2.56	0.0
T204	2.52	1.53
T205	2.44	1.75
T206	2.38	0.43
T208	2.28	0.0
T209	2.19	0.0
T210	2.04	0.0
T211	2.0	0.88
T214	1.89	0.0
T215	1.85	1.37
T217	1.76	0.0
T218	1.75	0.0
T221	1.65	0.0
T223	1.56	0.0
T224	1.42	0.0
T230	0.53	0.0
T231	0.49	0.0
T233	0.41	0.0
T234	0.4	0.0
T236	0.29	0.0
