	ts	te
T0	35.0	18.22
T1	32.01	27.35
T3	31.09	27.16
T4	30.74	22.81
T5	30.39	19.71
T6	29.9	19.67
T7	28.54	14.9
T8	28.26	27.55
T9	27.35	23.95
T10	26.12	23.59
T11	25.96	20.07
T12	25.79	23.95
T13	25.37	23.2
T14	25.1	22.35
T15	24.9	22.05
T16	24.76	16.48
T17	24.33	22.31
T18	24.2	21.76
T20	23.93	23.01
T21	23.81	21.41
T22	23.46	9.87
T23	23.39	21.5
T24	23.28	20.63
T26	22.96	6.29
T27	22.89	19.83
T28	22.56	21.81
T29	22.4	15.55
T31	22.34	16.94
T32	22.24	0.0
T33	22.13	3.28
T34	22.08	10.84
T35	21.81	20.62
T37	21.47	19.72
T38	21.41	11.51
T39	21.18	10.98
T40	21.14	18.36
T41	20.98	5.71
T43	20.06	17.8
T45	19.92	18.48
T46	19.88	15.91
T49	19.68	17.36
T50	19.63	12.57
T51	19.19	16.5
T53	18.97	17.84
T56	18.84	8.05
T57	18.83	16.78
T58	18.83	15.65
T59	18.81	0.0
T60	18.76	12.96
T62	18.72	13.23
T63	18.63	18.2
T64	18.61	12.37
T66	17.51	14.93
T67	17.18	15.05
T68	17.15	14.49
T69	16.79	10.36
T71	16.62	8.1
T72	16.57	15.89
T73	16.43	12.45
T74	16.18	12.92
T75	16.09	13.13
T77	15.64	0.0
T78	15.23	10.93
T79	15.14	10.38
T80	14.75	10.76
T81	14.56	0.0
T82	14.5	2.36
T84	14.33	13.44
T85	14.23	6.3
T87	14.17	11.64
T88	14.08	8.68
T89	13.98	5.52
T90	13.92	7.17
T91	13.88	7.87
T92	13.82	12.09
T93	13.77	13.1
T94	13.71	13.19
T95	13.67	12.12
T97	13.51	12.23
T98	13.3	7.4
T99	13.29	7.45
T100	13.16	12.16
T102	13.09	11.44
T103	13.08	9.23
T104	13.0	4.61
T105	12.92	12.85
T106	12.92	9.97
T107	12.85	11.92
T108	12.85	0.0
T109	12.69	12.27
T110	12.67	9.05
T111	12.57	7.09
T113	12.53	11.21
T115	12.45	6.41
T116	12.38	0.0
T117	12.22	0.0
T118	12.2	9.75
T119	12.17	0.0
T121	12.07	7.53
T122	12.04	10.34
T123	12.02	8.18
T124	11.95	10.77
T125	11.84	9.61
T126	11.78	11.51
T128	11.69	9.8
T129	11.67	8.62
T130	11.56	7.2
T131	11.41	3.76
T133	11.32	9.71
T137	10.91	8.9
T138	10.78	7.13
T139	10.74	0.0
T142	10.34	8.75
T143	10.08	2.92
T144	10.05	7.06
T145	9.97	0.0
T146	9.83	0.0
T147	9.76	4.2
T148	9.59	7.13
T149	9.4	0.0
T150	9.13	7.17
T151	9.11	0.0
T153	9.02	3.94
T154	8.88	6.33
T158	8.65	0.0
T159	8.47	0.0
T160	8.28	4.38
T161	8.28	0.0
T162	8.18	0.0
T163	8.16	6.71
T164	8.12	5.01
T167	8.0	0.0
T169	7.79	1.47
T172	7.45	0.0
T173	7.4	0.0
T174	7.01	0.0
T175	6.98	0.53
T176	6.96	0.0
T178	6.91	2.46
T180	6.84	6.47
T181	6.83	6.44
T182	6.8	5.33
T183	6.8	0.56
T185	6.29	5.01
T186	6.23	5.12
T187	5.92	0.0
T188	5.9	5.02
T190	5.81	2.8
T191	5.8	3.42
T192	5.75	2.39
T194	5.64	2.46
T195	5.6	0.0
T196	5.37	2.59
T197	5.24	0.0
T198	5.13	4.33
T199	5.01	0.0
T201	4.73	0.0
T202	4.61	0.0
T203	4.59	0.0
T204	4.49	0.0
T205	4.23	4.02
T208	4.1	1.67
T209	4.06	0.0
T210	4.02	0.0
T212	3.93	2.42
T213	3.79	0.0
T214	3.65	0.0
T215	3.51	1.34
T217	3.3	0.0
T218	2.9	0.0
T219	2.82	0.08
T220	2.7	0.0
T221	2.6	0.6
T222	2.08	1.54
T223	1.86	0.29
T224	1.77	0.9
T225	1.67	0.0
T226	1.62	0.0
T227	1.62	0.0
T228	1.34	0.87
T229	1.33	0.0
T230	1.33	0.86
T231	1.29	0.0
T232	1.29	0.74
T233	1.21	0.0
T234	1.01	0.34
T236	0.94	0.0
T237	0.91	0.0
T238	0.62	0.0
T239	0.62	0.0
T244	0.15	0.0
