	ts	te
T0	35.0	28.89
T1	29.6	27.89
T2	29.55	25.46
T3	28.92	18.14
T4	28.86	22.02
T5	28.52	23.11
T6	28.47	20.03
T7	27.54	0.0
T8	27.4	24.61
T9	27.16	18.2
T10	27.08	11.24
T11	26.77	11.9
T12	26.6	14.82
T13	26.57	14.93
T14	26.31	0.0
T15	25.77	24.66
T16	25.32	24.06
T17	24.97	22.2
T18	24.83	12.52
T19	24.75	14.74
T20	24.73	15.76
T21	24.47	0.0
T22	24.25	14.4
T23	24.24	14.78
T24	24.17	16.47
T25	24.0	21.65
T26	23.54	10.75
T27	23.34	19.92
T28	23.33	8.5
T29	23.28	17.04
T31	23.06	13.77
T32	23.05	20.2
T33	22.94	14.26
T34	22.91	13.73
T35	22.73	0.0
T36	22.73	15.63
T37	22.71	13.1
T38	22.67	14.1
T39	22.64	0.0
T41	22.37	16.65
T42	22.3	14.79
T43	22.3	0.0
T44	22.23	14.08
T45	22.22	0.0
T46	22.05	14.45
T47	22.04	0.0
T48	21.93	11.47
T49	21.91	17.88
T50	21.86	20.75
T51	21.84	12.25
T52	21.84	0.0
T53	21.8	0.0
T54	21.79	10.98
T55	21.76	14.85
T56	21.7	13.86
T57	21.66	13.01
T58	21.64	14.75
T59	21.64	20.86
T60	21.61	14.65
T61	21.54	0.0
T62	21.54	12.43
T64	21.43	14.9
T65	21.39	13.53
T66	21.32	0.0
T67	21.25	0.0
T68	21.24	0.0
T69	21.11	0.0
T70	21.1	13.61
T71	21.05	12.5
T72	20.99	12.91
T73	20.96	10.81
T74	20.96	13.43
T75	20.96	19.66
T76	20.92	19.06
T77	20.88	19.42
T78	20.86	10.52
T79	20.84	14.22
T81	20.78	10.47
T82	20.78	0.0
T83	20.73	15.18
T84	20.68	0.0
T85	20.67	14.51
T86	20.66	10.8
T87	20.66	11.21
T88	20.65	11.93
T89	20.62	0.0
T90	20.57	17.51
T91	20.56	17.99
T92	20.56	18.98
T93	20.54	16.91
T94	20.53	0.0
T95	20.53	10.54
T96	20.52	10.11
T97	20.51	13.54
T98	20.5	11.1
T99	20.47	14.58
T100	20.46	19.38
T101	20.4	10.87
T102	20.33	13.67
T103	20.33	19.4
T104	20.33	12.41
T105	20.3	12.68
T106	20.24	13.81
T107	20.24	13.49
T108	20.21	0.0
T109	20.19	16.74
T110	20.17	10.3
T111	20.16	12.16
T112	20.12	19.36
T113	20.06	14.17
T114	20.03	13.7
T115	19.94	14.3
T116	19.8	13.54
T117	19.7	0.0
T118	19.54	13.54
T119	19.46	15.43
T120	18.67	15.25
T121	18.51	11.3
T122	18.38	10.86
T123	18.35	0.0
T124	18.34	13.3
T125	18.16	15.51
T126	17.89	0.0
T127	17.85	16.06
T128	17.7	13.87
T129	17.69	0.0
T130	17.67	15.33
T131	17.67	17.06
T132	17.64	13.62
T133	17.6	14.25
T134	17.49	12.72
T135	17.42	0.0
T136	17.29	10.26
T137	17.22	13.71
T138	17.21	0.0
T139	17.15	0.0
T140	17.07	0.0
T141	17.02	15.45
T142	16.99	14.61
T143	16.93	14.94
T144	16.93	10.36
T145	16.86	14.76
T146	16.78	0.0
T147	16.75	3.88
T148	16.74	10.14
T149	16.71	15.48
T150	16.61	0.0
T151	16.57	14.7
T152	16.5	11.92
T153	16.37	13.57
T154	16.35	0.0
T155	16.27	13.78
T156	16.26	14.37
T157	16.26	15.01
T158	16.25	10.37
T159	16.16	15.49
T160	16.1	13.94
T161	15.99	14.6
T162	15.52	14.85
T163	15.47	13.23
T164	15.38	14.7
T165	15.21	13.86
T166	15.07	0.0
T168	14.82	11.41
T169	14.82	13.06
T170	14.81	13.65
T171	14.63	0.0
T172	14.58	14.27
T174	14.55	11.98
T175	14.44	13.82
T176	14.43	12.45
T177	14.39	12.05
T178	14.37	13.34
T179	14.03	0.0
T180	14.0	13.75
T181	13.92	0.0
T182	13.63	10.25
T183	13.31	0.0
T184	12.88	0.0
T185	12.84	0.0
T187	12.78	0.0
T188	12.75	0.0
T189	12.56	0.0
T190	12.43	10.92
T192	12.38	0.0
T193	12.3	11.28
T194	12.17	0.0
T195	12.16	0.0
T196	12.08	11.62
T197	12.06	0.0
T198	11.98	0.0
T200	11.76	4.42
T201	11.65	10.79
T202	11.62	10.6
T203	11.6	0.0
T205	11.32	0.0
T206	11.25	0.0
T207	11.12	0.0
T208	11.1	0.0
T209	11.04	0.0
T210	10.87	0.0
T211	10.85	0.0
T212	10.77	0.0
T214	10.64	0.0
T215	10.58	10.11
T216	10.56	0.0
T217	10.52	0.0
T218	10.15	0.0
T219	10.04	0.0
T220	9.34	0.0
T221	8.86	0.0
T222	8.81	0.0
T223	8.73	0.0
T224	6.47	0.0
T225	5.97	0.0
T226	5.24	0.0
T227	1.73	0.0
