	ts	te
T0	35.0	32.01
T1	34.54	31.39
T2	34.12	24.26
T3	33.41	32.68
T4	32.47	29.48
T5	32.03	31.2
T6	31.74	27.25
T7	31.47	26.81
T8	31.32	23.62
T9	30.91	26.61
T10	30.91	29.62
T11	30.81	26.28
T12	30.65	30.34
T13	30.34	28.14
T14	30.33	27.72
T16	30.12	24.63
T17	29.99	26.0
T19	29.51	27.52
T21	29.31	26.44
T22	29.26	9.06
T23	29.2	28.54
T24	28.88	24.9
T26	28.27	25.09
T28	28.1	27.77
T29	28.08	27.36
T30	27.9	27.03
T31	27.76	25.47
T35	27.32	18.81
T37	27.19	24.25
T38	26.8	20.6
T39	26.79	25.96
T40	26.58	25.86
T41	26.45	18.59
T42	26.41	13.87
T43	26.39	22.32
T45	26.23	16.49
T46	26.14	25.79
T49	25.88	24.78
T50	25.87	22.27
T51	25.85	25.2
T53	25.75	23.84
T54	25.41	18.75
T56	25.24	23.61
T57	25.11	23.08
T58	24.83	24.09
T59	24.26	14.66
T61	24.04	22.55
T63	23.78	22.47
T66	23.59	22.81
T67	23.56	20.01
T68	23.3	22.58
T69	22.81	22.29
T70	22.34	20.06
T71	22.25	17.93
T72	21.98	21.8
T73	21.75	11.52
T75	21.53	20.95
T76	21.39	20.68
T77	21.11	20.42
T78	21.07	4.06
T79	20.91	15.77
T80	20.72	18.15
T84	20.46	18.18
T85	20.3	18.02
T89	20.09	15.48
T90	20.05	18.97
T94	19.87	18.16
T100	19.4	17.95
T103	18.85	17.74
T108	18.55	0.0
T111	18.28	15.37
T112	18.24	2.65
T113	17.94	3.0
T114	17.71	0.0
T116	17.64	15.16
T118	17.46	15.65
T121	17.2	0.0
T124	16.8	6.6
T125	16.49	1.89
T126	16.31	13.64
T127	16.24	0.0
T128	16.11	0.0
T129	16.01	3.11
T130	15.77	15.61
T131	15.72	6.27
T133	15.69	0.0
T134	15.57	10.46
T135	15.53	0.0
T136	15.45	0.0
T137	15.42	0.0
T138	15.38	12.06
T140	15.0	13.03
T141	14.69	6.1
T142	14.17	11.38
T144	13.29	12.62
T146	12.59	0.0
T147	12.54	7.79
T148	12.54	10.41
T149	12.35	10.18
T151	11.52	5.48
T152	11.47	0.0
T154	11.31	5.94
T155	11.3	8.54
T156	11.15	0.0
T157	10.98	2.52
T158	10.8	0.0
T159	10.6	2.63
T162	10.17	7.24
T163	10.13	0.0
T164	10.03	4.99
T165	9.76	7.96
T166	9.71	2.3
T167	9.6	5.71
T168	9.48	0.0
T169	9.36	5.81
T170	9.18	8.77
T171	9.16	8.42
T172	9.1	6.35
T173	8.85	0.46
T174	8.8	6.65
T176	8.74	5.76
T183	7.59	6.64
T185	7.32	5.42
T186	7.25	3.42
T187	7.22	3.12
T188	7.01	2.76
T189	7.0	4.11
T190	6.91	2.01
T191	6.79	5.2
T192	6.77	0.0
T193	6.59	0.0
T194	6.54	1.16
T195	6.34	5.0
T197	6.22	4.86
T198	6.15	0.0
T199	6.03	0.0
T200	6.03	4.03
T201	6.02	3.58
T202	6.01	0.0
T204	5.63	0.04
T205	5.6	3.99
T207	5.34	0.0
T212	4.47	1.74
T214	4.29	0.0
T215	4.17	0.0
T216	3.91	0.0
T219	3.62	0.04
T220	3.61	0.0
T221	3.6	0.0
T222	3.52	0.0
T223	3.48	2.18
T225	3.21	0.0
T230	2.58	0.21
T231	2.56	0.0
T232	2.51	0.0
T233	2.46	0.88
T235	2.33	0.0
T238	2.1	0.0
T240	1.99	0.0
T241	1.96	0.23
T242	1.89	0.0
T243	1.84	0.0
T245	1.55	0.0
T246	1.52	0.52
T252	0.82	0.0
T253	0.8	0.0
T258	0.38	0.0
