	ts	te
T0	35.0	25.49
T2	28.97	27.62
T3	28.47	18.65
T4	28.34	16.68
T5	27.54	17.21
T6	25.62	22.09
T7	24.92	8.07
T8	24.04	21.37
T9	23.99	19.1
T10	23.85	19.56
T12	23.26	16.38
T13	22.53	8.75
T14	22.01	15.39
T15	21.84	15.06
T16	21.59	3.16
T17	21.09	18.41
T18	21.0	19.43
T19	20.83	19.0
T20	20.67	14.96
T21	20.66	7.07
T22	20.54	12.52
T23	20.52	20.2
T25	20.36	19.0
T26	20.34	8.14
T27	20.26	0.0
T28	20.2	18.92
T29	19.94	15.06
T30	19.87	16.06
T31	19.75	16.38
T34	19.48	3.9
T35	19.48	11.62
T36	19.39	15.44
T37	19.16	15.1
T38	19.11	0.0
T39	19.09	11.81
T40	18.85	10.5
T42	18.54	12.51
T43	18.34	13.1
T44	18.04	14.11
T45	17.9	0.0
T46	17.71	0.0
T48	17.54	14.24
T50	17.53	0.0
T51	17.15	11.94
T52	17.02	13.34
T54	16.78	0.0
T56	16.59	14.51
T58	15.99	0.0
T59	15.73	0.0
T60	15.65	11.65
T61	15.48	4.85
T62	15.18	0.0
T63	15.09	11.32
T64	15.08	11.62
T66	14.88	7.76
T67	14.87	1.23
T68	14.65	11.83
T69	14.56	10.29
T70	14.43	0.0
T71	14.32	3.61
T73	14.28	0.71
T76	13.74	0.0
T77	13.54	0.0
T79	13.38	0.0
T83	12.91	0.0
T84	12.85	2.4
T86	12.81	3.37
T89	12.72	10.09
T90	12.57	12.28
T91	12.56	3.15
T94	12.35	5.66
T95	12.22	1.84
T97	11.93	10.52
T98	11.84	0.0
T100	11.65	11.03
T101	11.64	2.41
T103	11.56	5.32
T104	11.53	10.27
T105	11.34	0.0
T106	11.12	4.78
T107	10.97	4.95
T108	10.87	9.37
T109	10.74	0.0
T110	10.67	0.0
T111	10.56	0.0
T112	10.51	9.34
T113	10.32	4.12
T114	10.07	2.88
T115	10.02	8.39
T116	9.9	0.0
T118	9.63	6.12
T119	9.58	0.0
T120	9.53	7.22
T121	9.52	8.5
T122	9.52	2.14
T123	9.34	0.0
T124	9.28	0.0
T125	8.93	5.39
T126	8.64	7.28
T128	8.4	0.0
T129	8.36	4.77
T131	8.06	0.0
T132	8.03	3.66
T133	7.91	6.19
T135	7.74	0.0
T136	7.69	0.0
T137	7.69	0.0
T138	7.35	0.0
T139	7.25	3.12
T140	7.24	1.48
T141	7.02	4.04
T142	6.95	0.93
T143	6.94	0.0
T144	6.9	0.0
T146	6.7	5.12
T148	6.59	0.0
T149	6.55	6.16
T150	6.51	0.0
T151	6.45	0.0
T152	6.36	4.68
T153	6.3	0.0
T154	6.27	0.0
T155	5.96	0.0
T157	5.89	0.0
T159	5.87	3.8
T160	5.69	0.0
T161	5.65	0.0
T162	5.54	1.2
T163	5.42	0.0
T164	5.17	0.0
T166	4.91	0.0
T167	4.9	0.0
T168	4.81	0.0
T171	4.5	0.0
T172	4.35	0.0
T174	4.25	2.43
T175	4.11	0.0
T177	4.01	0.0
T179	3.74	0.0
T180	3.7	0.64
T182	3.64	0.0
T183	3.59	1.15
T186	3.27	0.0
T187	3.18	0.0
T188	3.14	0.5
T189	3.1	0.0
T190	2.95	0.32
T192	2.84	0.0
T193	2.81	0.0
T194	2.61	0.0
T195	2.61	0.0
T196	2.57	0.0
T197	2.55	0.0
T198	2.44	0.0
T199	2.42	0.0
T200	2.29	0.0
T203	2.06	0.0
T206	1.73	0.0
T207	1.64	0.0
T208	1.58	0.0
T209	1.5	0.0
T211	1.4	0.0
T213	1.33	0.6
T215	0.93	0.0
T216	0.72	0.0
T217	0.56	0.0
T220	0.35	0.0
T223	0.19	0.0
T224	0.18	0.0
