	ts	te
T0	35.0	19.98
T2	29.24	27.18
T3	29.23	27.17
T4	27.91	19.2
T5	27.17	22.01
T7	27.14	24.41
T8	26.99	22.13
T10	26.71	23.36
T11	25.25	20.5
T13	24.27	20.74
T14	23.44	21.17
T15	23.42	19.83
T16	23.32	19.91
T18	23.1	9.43
T19	22.74	20.62
T20	22.62	21.98
T22	22.05	18.44
T24	21.78	13.46
T26	21.61	17.19
T27	21.4	19.21
T28	21.12	19.04
T29	20.5	17.66
T30	20.46	0.0
T31	20.27	13.41
T32	20.09	16.4
T33	19.74	17.34
T34	19.67	17.02
T35	19.55	6.55
T36	19.36	18.83
T37	18.58	8.75
T38	18.52	17.47
T39	18.48	11.14
T40	18.42	10.89
T41	18.4	14.52
T42	17.7	15.8
T44	17.42	15.95
T46	16.72	0.0
T47	16.35	16.02
T48	16.24	4.6
T50	15.43	9.92
T51	15.42	8.56
T56	14.71	12.51
T57	14.5	7.91
T59	13.83	0.0
T60	13.78	9.58
T61	13.51	8.46
T63	13.42	10.05
T64	13.38	0.0
T65	13.32	0.0
T66	13.17	4.43
T67	12.85	12.44
T68	12.81	5.73
T69	12.61	11.79
T70	12.6	2.15
T71	12.52	11.11
T74	11.87	6.89
T76	11.73	11.25
T77	11.61	7.04
T79	11.49	4.8
T80	11.39	11.19
T81	11.33	10.93
T82	11.31	4.57
T83	11.29	7.66
T84	11.0	7.77
T85	10.95	7.5
T87	10.5	7.82
T89	10.36	8.57
T90	10.31	5.64
T91	10.2	6.43
T92	10.14	9.72
T93	10.13	6.32
T95	9.71	8.31
T96	9.61	4.61
T97	9.59	8.8
T98	9.58	3.5
T102	9.51	0.0
T103	9.41	0.33
T104	9.33	8.56
T105	9.31	6.31
T106	9.27	2.29
T107	9.26	4.17
T108	9.23	0.0
T109	9.22	0.12
T110	9.21	0.0
T112	9.02	7.83
T113	9.02	6.84
T114	8.99	5.95
T115	8.89	7.44
T116	8.67	1.71
T117	8.66	7.46
T118	8.5	0.0
T119	8.36	5.75
T120	8.32	0.0
T122	8.1	0.0
T123	7.98	3.01
T124	7.78	4.78
T125	7.57	0.0
T126	7.52	0.0
T127	7.43	7.06
T128	7.43	0.0
T129	7.42	3.4
T130	7.35	6.44
T131	7.28	2.26
T132	7.13	6.67
T133	7.05	0.0
T137	6.2	0.0
T138	6.01	0.0
T139	5.95	0.0
T140	5.62	0.0
T141	5.44	2.71
T142	5.29	0.0
T143	5.19	0.0
T144	5.11	2.12
T145	5.06	0.0
T147	4.79	2.98
T149	4.7	0.0
T150	4.68	0.0
T151	4.59	0.0
T152	4.55	0.0
T153	4.36	0.0
T154	4.18	0.0
T155	4.12	0.0
T157	3.93	0.0
T159	3.83	0.0
T160	3.81	0.0
T161	3.78	0.0
T162	3.76	0.0
T163	3.76	0.0
T164	3.65	0.0
T166	3.34	0.0
T167	3.28	0.0
T171	3.04	0.59
T172	3.02	0.0
T173	3.0	0.0
T179	2.39	0.0
T180	2.39	1.42
T181	2.31	0.1
T182	2.21	2.02
T183	2.09	0.0
T184	1.94	0.0
T185	1.74	0.0
T187	1.65	0.0
T199	0.54	0.0
T200	0.43	0.0
T201	0.4	0.0
T202	0.39	0.0
T204	0.26	0.0
