extinction	time_bin	trait	state	magnitude	bell_or_u	min_pdf	max_pdf	optimum
0.0	0.0	0.0	0.0	1.25	1.0	0.0	0.3814617816071169	0.0
0.0	0.0	0.0	1.0	1.25	1.0	0.0	0.3814617816071169	0.0
1.0	0.0	0.0	0.0	1.25	1.0	0.0	0.3814617816071169	0.0
1.0	0.0	0.0	1.0	1.25	1.0	0.0	0.3814617816071169	0.0
